Period,Net Income,Depreciation,CapEx,Working Capital Change,Owner Earnings
2025Q1,9456000.0,713000.0,0,22933000.0,33102000.0
2024Q4,16084000.0,-3613000.0,0,16940000.0,29411000.0
2024Q3,18367000.0,1987000.0,0,51619000.0,71973000.0
2024Q2,3746000.0,29000.0,0,-22953000.0,-19178000.0
2024Q1,16085000.0,-1435000.0,0,17509000.0,32159000.0
2023Q4,10653000.0,2198000.0,0,-66189000.0,-53338000.0
2023Q3,12266000.0,136000.0,0,113411000.0,125813000.0
2023Q2,20949000.0,8338000.0,0,3924000.0,33211000.0
2023Q1,4872000.0,-4987000.0,0,-27183000.0,-27298000.0
2022Q4,-71894000.0,-4746000.0,0,24342000.0,-52298000.0
2022Q3,-34929000.0,398000.0,0,-21025000.0,-55556000.0
2022Q2,-18481000.0,-8684000.0,0,-13599000.0,-40764000.0
2022Q1,3160000.0,-2251000.0,0,24614700.0,25523700.0
2021Q4,25510000.0,-504000.0,0,-25193700.0,-187700.0
2021Q3,25108300.0,-842000.0,0,483000.0,24749300.0
2021Q2,31880000.0,1668000.0,0,6716800.0,40264800.0
2021Q1,38495000.0,16054600.0,0,3501000.0,58050600.0
2020Q4,71133800.0,-135600.0,0,1572900.0,72571100.0
2020Q3,9506300.0,21448500.0,0,26793300.0,57748100.0
2020Q2,15613900.0,-21868600.0,0,-29605200.0,-35859900.0
2020Q1,-60292700.0,-492300.0,0,-56262900.0,-117047900.0
2019Q4,19202500.0,177400.0,0,93055800.0,112435700.0
2019Q3,8264300.0,-420100.0,0,-40184900.0,-32340700.0
2019Q2,5628900.0,-482300.0,0,7682200.0,12828800.0
2019Q1,-4746500.0,-671200.0,0,-26932800.0,-32350500.0
2018Q4,6778200.0,-313200.0,0,14362800.0,20827800.0
2018Q3,12472900.0,-468300.0,0,76173200.0,88177800.0
2018Q2,16910200.0,-245000.0,0,74472000.0,91137200.0
2018Q1,6035000.0,22200.0,0,-95796100.0,-89738900.0
2017Q4,12295400.0,135700.0,0,-36709200.0,-24278100.0
2017Q3,7423600.0,-4317100.0,0,71348500.0,74455000.0
2017Q2,18779100.0,4393500.0,0,-41568600.0,-18396000.0
2017Q1,11459700.0,-687300.0,0,-75397000.0,-64624600.0
2016Q4,24049100.0,-769900.0,0,75595100.0,98874300.0
2016Q3,27709400.0,10485700.0,0,-35920600.0,2274500.0
2016Q2,27832900.0,-12507100.0,0,-5630800.0,9695000.0
2016Q1,3949600.0,-1192300.0,0,-20820900.0,-18063600.0
2015Q4,-40755200.0,-1411700.0,0,33504400.0,-8662500.0
2015Q3,1385400.0,-3881700.0,0,-11909800.0,-14406100.0
2015Q2,4936000.0,1203400.0,0,0.0,6139400.0
