year,region,activity,property,value,unit
2006,World,waelz_kiln,def,3.66,t/t
2006,World,pyrometeallurgical,def,0.43,t/t
2006,World,zinc_default,def,1.72,t/t
2006,World,waelz_kiln,min,1.830,t/t
2006,World,pyrometeallurgical,min,0.215,t/t
2006,World,zinc_default,min,0.860,t/t
2006,World,waelz_kiln,max,5.490,t/t
2006,World,pyrometeallurgical,max,0.645,t/t
2006,World,zinc_default,max,2.580,t/t
2006,World,waelz_kiln,abs_min,0.0,t/t
2006,World,pyrometeallurgical,abs_min,0.0,t/t
2006,World,zinc_default,abs_min,0.0,t/t
2006,World,waelz_kiln,abs_nax,inf,t/t
2006,World,pyrometeallurgical,abs_nax,inf,t/t
2006,World,zinc_default,abs_nax,inf,t/t
