year,region,carbonate_type,property,value,unit
2006,World,dolomite,def,5.13,t/t
2006,World,magnesite,def,2.83,t/t
2006,World,dolomite,min,4.8735,t/t
2006,World,magnesite,min,2.6885,t/t
2006,World,dolomite,max,5.3865,t/t
2006,World,magnesite,max,2.9715,t/t
2006,World,dolomite,abs_min,0.0,t/t
2006,World,magnesite,abs_min,0.0,t/t
2006,World,dolomite,abs_max,inf,t/t
2006,World,magnesite,abs_max,inf,t/t
