year,region,activity,property,value,unit
2006,World,prebake_cwpb,def,0.04,kg/t
2006,World,prebake_swpb,def,0.4,kg/t
2006,World,soderberg_vss,def,0.04,kg/t
2006,World,soderberg_hss,def,0.03,kg/t
2006,World,prebake_cwpb,min,0.0004,kg/t
2006,World,prebake_swpb,min,0.24,kg/t
2006,World,soderberg_vss,min,0.012,kg/t
2006,World,soderberg_hss,min,0.006,kg/t
2006,World,prebake_cwpb,max,0.192,kg/t
2006,World,prebake_swpb,max,1.0,kg/t
2006,World,soderberg_vss,max,0.144,kg/t
2006,World,soderberg_hss,max,0.084,kg/t
2006,World,prebake_cwpb,abs_min,0.0,kg/t
2006,World,prebake_swpb,abs_min,0.0,kg/t
2006,World,soderberg_vss,abs_min,0.0,kg/t
2006,World,soderberg_hss,abs_min,0.0,kg/t
2006,World,prebake_cwpb,abs_max,inf,kg/t
2006,World,prebake_swpb,abs_max,inf,kg/t
2006,World,soderberg_vss,abs_max,inf,kg/t
2006,World,soderberg_hss,abs_max,inf,kg/t
