year,region,activity,property,value,unit
2006,World,prebake_cwpb,def,0.4,kg/t
2006,World,prebake_swpb,def,1.6,kg/t
2006,World,soderberg_vss,def,0.8,kg/t
2006,World,soderberg_hss,def,0.4,kg/t
2006,World,prebake_cwpb,min,0.004,kg/t
2006,World,prebake_swpb,min,0.96,kg/t
2006,World,soderberg_vss,min,0.24,kg/t
2006,World,soderberg_hss,min,0.08,kg/t
2006,World,prebake_cwpb,max,1.92,kg/t
2006,World,prebake_swpb,max,4.0,kg/t
2006,World,soderberg_vss,max,2.88,kg/t
2006,World,soderberg_hss,max,1.12,kg/t
2006,World,prebake_cwpb,abs_min,0.0,kg/t
2006,World,prebake_swpb,abs_min,0.0,kg/t
2006,World,soderberg_vss,abs_min,0.0,kg/t
2006,World,soderberg_hss,abs_min,0.0,kg/t
2006,World,prebake_cwpb,abs_max,inf,kg/t
2006,World,prebake_swpb,abs_max,inf,kg/t
2006,World,soderberg_vss,abs_max,inf,kg/t
2006,World,soderberg_hss,abs_max,inf,kg/t
