year,region,activity,feedstocktype,product,property,value,unit
2016,World,hdpe_poly,naphtha,hdpe,def,1.03,t/t
2016,World,hdpe_poly,naphtha,hdpe,min,1.03,t/t
2016,World,hdpe_poly,naphtha,hdpe,max,1.03,t/t
2016,World,hdpe_poly,naphtha,hdpe,abs_min,0.0,t/t
2016,World,hdpe_poly,naphtha,hdpe,abs_max,inf,t/t
2016,World,ldpe_poly,naphtha,ldpe,def,1.05,t/t
2016,World,ldpe_poly,naphtha,ldpe,min,1.05,t/t
2016,World,ldpe_poly,naphtha,ldpe,max,1.05,t/t
2016,World,ldpe_poly,naphtha,ldpe,abs_min,0.0,t/t
2016,World,ldpe_poly,naphtha,ldpe,abs_max,inf,t/t
2016,World,hdpe_poly,ethane,hdpe,def,0,t/t
2016,World,hdpe_poly,ethane,hdpe,min,0,t/t
2016,World,hdpe_poly,ethane,hdpe,max,0,t/t
2016,World,hdpe_poly,ethane,hdpe,abs_min,0,t/t
2016,World,hdpe_poly,ethane,hdpe,abs_max,inf,t/t
2016,World,ldpe_poly,ethane,ldpe,def,0,t/t
2016,World,ldpe_poly,ethane,ldpe,min,0,t/t
2016,World,ldpe_poly,ethane,ldpe,max,0,t/t
2016,World,ldpe_poly,ethane,ldpe,abs_min,0.0,t/t
2016,World,ldpe_poly,ethane,ldpe,abs_max,inf,t/t
2016,World,hdpe_poly,propane,hdpe,def,0,t/t
2016,World,hdpe_poly,propane,hdpe,min,0,t/t
2016,World,hdpe_poly,propane,hdpe,max,0,t/t
2016,World,hdpe_poly,propane,hdpe,abs_min,0,t/t
2016,World,hdpe_poly,propane,hdpe,abs_max,inf,t/t
2016,World,ldpe_poly,propane,ldpe,def,0,t/t
2016,World,ldpe_poly,propane,ldpe,min,0,t/t
2016,World,ldpe_poly,propane,ldpe,max,0,t/t
2016,World,ldpe_poly,propane,ldpe,abs_min,0.0,t/t
2016,World,ldpe_poly,propane,ldpe,abs_max,inf,t/t
2016,World,hdpe_poly,butane,hdpe,def,0,t/t
2016,World,hdpe_poly,butane,hdpe,min,0,t/t
2016,World,hdpe_poly,butane,hdpe,max,0,t/t
2016,World,hdpe_poly,butane,hdpe,abs_min,0,t/t
2016,World,hdpe_poly,butane,hdpe,abs_max,inf,t/t
2016,World,ldpe_poly,butane,ldpe,def,0,t/t
2016,World,ldpe_poly,butane,ldpe,min,0,t/t
2016,World,ldpe_poly,butane,ldpe,max,0,t/t
2016,World,ldpe_poly,butane,ldpe,abs_min,0.0,t/t
2016,World,ldpe_poly,butane,ldpe,abs_max,inf,t/t
2016,World,hdpe_poly,gas_oil,hdpe,def,0,t/t
2016,World,hdpe_poly,gas_oil,hdpe,min,0,t/t
2016,World,hdpe_poly,gas_oil,hdpe,max,0,t/t
2016,World,hdpe_poly,gas_oil,hdpe,abs_min,0,t/t
2016,World,hdpe_poly,gas_oil,hdpe,abs_max,inf,t/t
2016,World,ldpe_poly,gas_oil,ldpe,def,0,t/t
2016,World,ldpe_poly,gas_oil,ldpe,min,0,t/t
2016,World,ldpe_poly,gas_oil,ldpe,max,0,t/t
2016,World,ldpe_poly,gas_oil,ldpe,abs_min,0.0,t/t
2016,World,ldpe_poly,gas_oil,ldpe,abs_max,inf,t/t
2016,World,hdpe_poly,other_petro_products,hdpe,def,0,t/t
2016,World,hdpe_poly,other_petro_products,hdpe,min,0,t/t
2016,World,hdpe_poly,other_petro_products,hdpe,max,0,t/t
2016,World,hdpe_poly,other_petro_products,hdpe,abs_min,0,t/t
2016,World,hdpe_poly,other_petro_products,hdpe,abs_max,inf,t/t
2016,World,ldpe_poly,other_petro_products,ldpe,def,0,t/t
2016,World,ldpe_poly,other_petro_products,ldpe,min,0,t/t
2016,World,ldpe_poly,other_petro_products,ldpe,max,0,t/t
2016,World,ldpe_poly,other_petro_products,ldpe,abs_min,0.0,t/t
2016,World,ldpe_poly,other_petro_products,ldpe,abs_max,inf,t/t
