year,region,activity,product,property,value,unit
2016,World,hdpe_poly,hdpe,min,5.43,MJ/kg
2016,World,hdpe_poly,hdpe,max,5.43,MJ/kg
2016,World,hdpe_poly,hdpe,abs_min,0,MJ/kg
2016,World,hdpe_poly,hdpe,abs_max,inf,MJ/kg
2016,World,ldpe_poly,ldpe,def,8.53,MJ/kg
2016,World,ldpe_poly,ldpe,min,8.53,MJ/kg
2016,World,ldpe_poly,ldpe,max,8.53,MJ/kg
2016,World,ldpe_poly,ldpe,abs_min,0,MJ/kg
2016,World,ldpe_poly,ldpe,abs_max,inf,MJ/kg
2016,EUR,hdpe_poly,hdpe,min,5.43,MJ/kg
2016,EUR,hdpe_poly,hdpe,max,5.43,MJ/kg
2016,EUR,hdpe_poly,hdpe,abs_min,0,MJ/kg
2016,EUR,hdpe_poly,hdpe,abs_max,inf,MJ/kg
2016,EUR,ldpe_poly,ldpe,def,8.53,MJ/kg
2016,EUR,ldpe_poly,ldpe,min,8.53,MJ/kg
2016,EUR,ldpe_poly,ldpe,max,8.53,MJ/kg
2016,EUR,ldpe_poly,ldpe,abs_min,0,MJ/kg
2016,EUR,ldpe_poly,ldpe,abs_max,inf,MJ/kg
