year,region,product,activity,feedstocktype,property,value,unit
2016,World,ethylene,sc,naphtha,def,1.31147541,t/t
2016,World,ethylene,sc,naphtha,min,1.31147541,t/t
2016,World,ethylene,sc,naphtha,max,1.31147541,t/t
2016,World,ethylene,sc,naphtha,abs_min,0,t/t
2016,World,ethylene,sc,naphtha,abs_max,inf,t/t
2016,World,ethylene,sc,ethane,def,0,t/t
2016,World,ethylene,sc,ethane,min,0,t/t
2016,World,ethylene,sc,ethane,max,0,t/t
2016,World,ethylene,sc,ethane,abs_min,0,t/t
2016,World,ethylene,sc,ethane,abs_max,inf,t/t
2016,World,ethylene,sc,gas_oil,def,0,t/t
2016,World,ethylene,sc,gas_oil,min,0,t/t
2016,World,ethylene,sc,gas_oil,max,0,t/t
2016,World,ethylene,sc,gas_oil,abs_min,0,t/t
2016,World,ethylene,sc,gas_oil,abs_max,inf,t/t
2016,World,ethylene,sc,propane,def,0,t/t
2016,World,ethylene,sc,propane,min,0,t/t
2016,World,ethylene,sc,propane,max,0,t/t
2016,World,ethylene,sc,propane,abs_min,0,t/t
2016,World,ethylene,sc,propane,abs_max,inf,t/t
2016,World,ethylene,sc,butane,def,0,t/t
2016,World,ethylene,sc,butane,min,0,t/t
2016,World,ethylene,sc,butane,max,0,t/t
2016,World,ethylene,sc,butane,abs_min,0,t/t
2016,World,ethylene,sc,butane,abs_max,inf,t/t
2016,World,ethylene,sc,other_petro_products,def,0,t/t
2016,World,ethylene,sc,other_petro_products,min,0,t/t
2016,World,ethylene,sc,other_petro_products,max,0,t/t
2016,World,ethylene,sc,other_petro_products,abs_min,0,t/t
2016,World,ethylene,sc,other_petro_products,abs_max,inf,t/t
2016,EUR,ethylene,sc,naphtha,def,1.31147541,t/t
2016,EUR,ethylene,sc,naphtha,min,1.31147541,t/t
2016,EUR,ethylene,sc,naphtha,max,1.31147541,t/t
2016,EUR,ethylene,sc,naphtha,abs_min,0,t/t
2016,EUR,ethylene,sc,naphtha,abs_max,inf,t/t
