year,region,feedstocktype,product,property,value,unit
2016,World,anthracite,carbon,def,89.0,wt.%
2016,World,anthracite,carbon,min,86.0,wt.%
2016,World,anthracite,carbon,max,92.0,wt.%
2016,World,anthracite,carbon,abs_min,0.0,wt.%
2016,World,anthracite,carbon,abs_max,100.0,wt.%
2016,World,anthracite,moisture,def,8.5,wt.%
2016,World,anthracite,moisture,min,7.0,wt.%
2016,World,anthracite,moisture,max,10.0,wt.%
2016,World,anthracite,moisture,abs_min,0.0,wt.%
2016,World,anthracite,moisture,abs_max,100.0,wt.%
2016,World,anthracite,volatile_matter,def,8.5,wt.%
2016,World,anthracite,volatile_matter,min,3.0,wt.%
2016,World,anthracite,volatile_matter,max,14.0,wt.%
2016,World,anthracite,volatile_matter,abs_min,0.0,wt.%
2016,World,anthracite,volatile_matter,abs_max,100.0,wt.%
2016,World,bituminous_coal,carbon,def,81.0,wt.%
2016,World,bituminous_coal,carbon,min,76.0,wt.%
2016,World,bituminous_coal,carbon,max,86.0,wt.%
2016,World,bituminous_coal,carbon,abs_min,0.0,wt.%
2016,World,bituminous_coal,carbon,abs_max,100.0,wt.%
2016,World,bituminous_coal,moisture,def,13.0,wt.%
2016,World,bituminous_coal,moisture,min,8.0,wt.%
2016,World,bituminous_coal,moisture,max,18.0,wt.%
2016,World,bituminous_coal,moisture,abs_min,0.0,wt.%
2016,World,bituminous_coal,moisture,abs_max,100.0,wt.%
2016,World,bituminous_coal,volatile_matter,def,30.0,wt.%
2016,World,bituminous_coal,volatile_matter,min,14.0,wt.%
2016,World,bituminous_coal,volatile_matter,max,46.0,wt.%
2016,World,bituminous_coal,volatile_matter,abs_min,0.0,wt.%
2016,World,bituminous_coal,volatile_matter,abs_max,100.0,wt.%
2016,World,sub_bituminous_coal,carbon,def,73.0,wt.%
2016,World,sub_bituminous_coal,carbon,min,70.0,wt.%
2016,World,sub_bituminous_coal,carbon,max,76.0,wt.%
2016,World,sub_bituminous_coal,carbon,abs_min,0.0,wt.%
2016,World,sub_bituminous_coal,carbon,abs_max,100.0,wt.%
2016,World,sub_bituminous_coal,moisture,def,28.0,wt.%
2016,World,sub_bituminous_coal,moisture,min,18.0,wt.%
2016,World,sub_bituminous_coal,moisture,max,38.0,wt.%
2016,World,sub_bituminous_coal,moisture,abs_min,0.0,wt.%
2016,World,sub_bituminous_coal,moisture,abs_max,100.0,wt.%
2016,World,sub_bituminous_coal,volatile_matter,def,47.5,wt.%
2016,World,sub_bituminous_coal,volatile_matter,min,42.0,wt.%
2016,World,sub_bituminous_coal,volatile_matter,max,53.0,wt.%
2016,World,sub_bituminous_coal,volatile_matter,abs_min,0.0,wt.%
2016,World,sub_bituminous_coal,volatile_matter,abs_max,100.0,wt.%
2016,World,lignite,carbon,def,67.5,wt.%
2016,World,lignite,carbon,min,65.0,wt.%
2016,World,lignite,carbon,max,70.0,wt.%
2016,World,lignite,carbon,abs_min,0.0,wt.%
2016,World,lignite,carbon,abs_max,100.0,wt.%
2016,World,lignite,moisture,def,45.0,wt.%
2016,World,lignite,moisture,min,35.0,wt.%
2016,World,lignite,moisture,max,55.0,wt.%
2016,World,lignite,moisture,abs_min,0.0,wt.%
2016,World,lignite,moisture,abs_max,100.0,wt.%
2016,World,lignite,volatile_matter,def,58.0,wt.%
2016,World,lignite,volatile_matter,min,53.0,wt.%
2016,World,lignite,volatile_matter,max,63.0,wt.%
2016,World,lignite,volatile_matter,abs_min,0.0,wt.%
2016,World,lignite,volatile_matter,abs_max,100.0,wt.%
2016,World,peat,carbon,def,59.0,wt.%
2016,World,peat,carbon,min,0.0,wt.%
2016,World,peat,carbon,max,60.0,wt.%
2016,World,peat,carbon,abs_min,0.0,wt.%
2016,World,peat,carbon,abs_max,100.0,wt.%
2016,World,peat,moisture,def,75.0,wt.%
2016,World,peat,moisture,min,75.0,wt.%
2016,World,peat,moisture,max,75.0,wt.%
2016,World,peat,moisture,abs_min,0.0,wt.%
2016,World,peat,moisture,abs_max,100.0,wt.%
2016,World,peat,volatile_matter,def,66.0,wt.%
2016,World,peat,volatile_matter,min,63.0,wt.%
2016,World,peat,volatile_matter,max,69.0,wt.%
2016,World,peat,volatile_matter,abs_min,0.0,wt.%
2016,World,peat,volatile_matter,abs_max,100.0,wt.%
2019,World,anthracite,carbon,min,86.0,wt.%
2019,World,anthracite,carbon,max,92.0,wt.%
2019,World,anthracite,carbon,def,89.0,wt.%
2019,World,anthracite,carbon,abs_min,0.0,wt.%
2019,World,anthracite,carbon,abs_max,100.0,wt.%
2019,World,anthracite,moisture,min,7.0,wt.%
2019,World,anthracite,moisture,max,10.0,wt.%
2019,World,anthracite,moisture,def,8.5,wt.%
2019,World,anthracite,moisture,abs_min,0.0,wt.%
2019,World,anthracite,moisture,abs_max,100.0,wt.%
2019,World,anthracite,volatile_matter,min,3.0,wt.%
2019,World,anthracite,volatile_matter,max,14.0,wt.%
2019,World,anthracite,volatile_matter,def,8.5,wt.%
2019,World,anthracite,volatile_matter,abs_min,0.0,wt.%
2019,World,anthracite,volatile_matter,abs_max,100.0,wt.%
2019,World,bituminous_coal,carbon,min,76.0,wt.%
2019,World,bituminous_coal,carbon,max,86.0,wt.%
2019,World,bituminous_coal,carbon,def,81.0,wt.%
2019,World,bituminous_coal,carbon,abs_min,0.0,wt.%
2019,World,bituminous_coal,carbon,abs_max,100.0,wt.%
2019,World,bituminous_coal,moisture,min,8.0,wt.%
2019,World,bituminous_coal,moisture,max,18.0,wt.%
2019,World,bituminous_coal,moisture,def,13.0,wt.%
2019,World,bituminous_coal,moisture,abs_min,0.0,wt.%
2019,World,bituminous_coal,moisture,abs_max,100.0,wt.%
2019,World,bituminous_coal,volatile_matter,min,14.0,wt.%
2019,World,bituminous_coal,volatile_matter,max,46.0,wt.%
2019,World,bituminous_coal,volatile_matter,def,30.0,wt.%
2019,World,bituminous_coal,volatile_matter,abs_min,0.0,wt.%
2019,World,bituminous_coal,volatile_matter,abs_max,100.0,wt.%
2019,World,sub_bituminous_coal,carbon,min,70.0,wt.%
2019,World,sub_bituminous_coal,carbon,max,76.0,wt.%
2019,World,sub_bituminous_coal,carbon,def,73.0,wt.%
2019,World,sub_bituminous_coal,carbon,abs_min,0.0,wt.%
2019,World,sub_bituminous_coal,carbon,abs_max,100.0,wt.%
2019,World,sub_bituminous_coal,moisture,min,18.0,wt.%
2019,World,sub_bituminous_coal,moisture,max,38.0,wt.%
2019,World,sub_bituminous_coal,moisture,def,28.0,wt.%
2019,World,sub_bituminous_coal,moisture,abs_min,0.0,wt.%
2019,World,sub_bituminous_coal,moisture,abs_max,100.0,wt.%
2019,World,sub_bituminous_coal,volatile_matter,min,42.0,wt.%
2019,World,sub_bituminous_coal,volatile_matter,max,53.0,wt.%
2019,World,sub_bituminous_coal,volatile_matter,def,47.5,wt.%
2019,World,sub_bituminous_coal,volatile_matter,abs_min,0.0,wt.%
2019,World,sub_bituminous_coal,volatile_matter,abs_max,100.0,wt.%
2019,World,lignite,carbon,min,65.0,wt.%
2019,World,lignite,carbon,max,70.0,wt.%
2019,World,lignite,carbon,def,67.5,wt.%
2019,World,lignite,carbon,abs_min,0.0,wt.%
2019,World,lignite,carbon,abs_max,100.0,wt.%
2019,World,lignite,moisture,min,35.0,wt.%
2019,World,lignite,moisture,max,55.0,wt.%
2019,World,lignite,moisture,def,45.0,wt.%
2019,World,lignite,moisture,abs_min,0.0,wt.%
2019,World,lignite,moisture,abs_max,100.0,wt.%
2019,World,lignite,volatile_matter,min,53.0,wt.%
2019,World,lignite,volatile_matter,max,63.0,wt.%
2019,World,lignite,volatile_matter,def,58.0,wt.%
2019,World,lignite,volatile_matter,abs_min,0.0,wt.%
2019,World,lignite,volatile_matter,abs_max,100.0,wt.%
2019,World,peat,carbon,min,0.0,wt.%
2019,World,peat,carbon,max,59.0,wt.%
2019,World,peat,carbon,def,59.0,wt.%
2019,World,peat,carbon,abs_min,0.0,wt.%
2019,World,peat,carbon,abs_max,100.0,wt.%
2019,World,peat,moisture,min,75.0,wt.%
2019,World,peat,moisture,max,75.0,wt.%
2019,World,peat,moisture,def,75.0,wt.%
2019,World,peat,moisture,abs_min,0.0,wt.%
2019,World,peat,moisture,abs_max,100.0,wt.%
2019,World,peat,volatile_matter,min,63.0,wt.%
2019,World,peat,volatile_matter,max,69.0,wt.%
2019,World,peat,volatile_matter,def,66.0,wt.%
2019,World,peat,volatile_matter,abs_min,0.0,wt.%
2019,World,peat,volatile_matter,abs_max,100.0,wt.%
2016,US,coal,carbon,def,90.0,wt.%
2016,US,coal,carbon,min,90.0,wt.%
2016,US,coal,carbon,max,90.0,wt.%
2016,US,coal,carbon,abs_min,0.0,wt.%
2016,US,coal,carbon,abs_max,100.0,wt.%
2016,US,coal,hydrogen,def,5.2,wt.%
2016,US,coal,hydrogen,min,5.2,wt.%
2016,US,coal,hydrogen,max,5.2,wt.%
2016,US,coal,hydrogen,abs_min,0.0,wt.%
2016,US,coal,hydrogen,abs_max,100.0,wt.%
2016,US,coal,nitrogen,def,1.5,wt.%
2016,US,coal,nitrogen,min,1.5,wt.%
