year,region,feedstocktype,product,property,value,unit
2006,US,natural_gas,carbon_dioxide,def,0.5,vol%
2006,US,natural_gas,carbon_dioxide,min,0.5,vol%
2006,US,natural_gas,carbon_dioxide,max,0.5,vol%
2006,US,natural_gas,carbon_dioxide,abs_min,0.0,vol%
2006,US,natural_gas,carbon_dioxide,abs_max,0.5,vol%
2006,US,natural_gas,methane,def,95,vol%
2006,US,natural_gas,methane,min,95,vol%
2006,US,natural_gas,methane,max,95,vol%
2006,US,natural_gas,methane,abs_min,0.0,vol%
2006,US,natural_gas,methane,abs_max,95,vol%
2006,US,natural_gas,ethane,def,3.5,vol%
2006,US,natural_gas,ethane,min,3.5,vol%
2006,US,natural_gas,ethane,max,3.5,vol%
2006,US,natural_gas,ethane,abs_min,0.0,vol%
2006,US,natural_gas,ethane,abs_max,3.5,vol%
2006,World,coke_oven_gas,hydrogen,def,58.7,vol%
2006,World,coke_oven_gas,hydrogen,min,58.7,vol%
2006,World,coke_oven_gas,hydrogen,max,58.7,vol%
2006,World,coke_oven_gas,hydrogen,abs_min,0.0,vol%
2006,World,coke_oven_gas,hydrogen,abs_max,58.7,vol%
2006,World,coke_oven_gas,nitrogen,def,3.8,vol%
2006,World,coke_oven_gas,nitrogen,min,3.8,vol%
2006,World,coke_oven_gas,nitrogen,max,3.8,vol%
2006,World,coke_oven_gas,nitrogen,abs_min,0.0,vol%
2006,World,coke_oven_gas,nitrogen,abs_max,3.8,vol%
2006,World,coke_oven_gas,carbon_monoxide,def,10.4,vol%
2006,World,coke_oven_gas,carbon_monoxide,min,10.4,vol%
2006,World,coke_oven_gas,carbon_monoxide,max,10.4,vol%
2006,World,coke_oven_gas,carbon_monoxide,abs_min,0.0,vol%
2006,World,coke_oven_gas,carbon_monoxide,abs_max,10.4,vol%
2006,World,coke_oven_gas,carbon_dioxide,def,3.3,vol%
2006,World,coke_oven_gas,carbon_dioxide,min,3.3,vol%
2006,World,coke_oven_gas,carbon_dioxide,max,3.3,vol%
2006,World,coke_oven_gas,carbon_dioxide,abs_min,0.0,vol%
2006,World,coke_oven_gas,carbon_dioxide,abs_max,3.3,vol%
2006,World,coke_oven_gas,methane,def,21.6,vol%
2006,World,coke_oven_gas,methane,min,21.6,vol%
2006,World,coke_oven_gas,methane,max,21.6,vol%
2006,World,coke_oven_gas,methane,abs_min,0.0,vol%
2006,World,coke_oven_gas,methane,abs_max,21.6,vol%
2006,World,coke_oven_gas,oxygen,def,0.3,vol%
2006,World,coke_oven_gas,oxygen,min,0.3,vol%
2006,World,coke_oven_gas,oxygen,max,0.3,vol%
2006,World,coke_oven_gas,oxygen,abs_min,0.0,vol%
2006,World,coke_oven_gas,oxygen,abs_max,0.3,vol%
2006,World,coke_oven_gas,hydrocarbon_mixture,def,1.9,vol%
2006,World,coke_oven_gas,hydrocarbon_mixture,min,1.9,vol%
2006,World,coke_oven_gas,hydrocarbon_mixture,max,1.9,vol%
2006,World,coke_oven_gas,hydrocarbon_mixture,abs_min,0.0,vol%
2006,World,coke_oven_gas,hydrocarbon_mixture,abs_max,1.9,vol%
2016,World,coke_oven_gas,hydrogen,def,52.5,vol%
2016,World,coke_oven_gas,hydrogen,min,45.0,vol%
2016,World,coke_oven_gas,hydrogen,max,60.0,vol%
2016,World,coke_oven_gas,hydrogen,abs_min,0.0,vol%
2016,World,coke_oven_gas,hydrogen,abs_max,60.0,vol%
2016,World,coke_oven_gas,nitrogen,def,4.5,vol%
2016,World,coke_oven_gas,nitrogen,min,3.0,vol%
2016,World,coke_oven_gas,nitrogen,max,6.0,vol%
2016,World,coke_oven_gas,nitrogen,abs_min,0.0,vol%
2016,World,coke_oven_gas,nitrogen,abs_max,6.0,vol%
2016,World,coke_oven_gas,carbon_monoxide,def,7.0,vol%
2016,World,coke_oven_gas,carbon_monoxide,min,5.0,vol%
2016,World,coke_oven_gas,carbon_monoxide,max,9.0,vol%
2016,World,coke_oven_gas,carbon_monoxide,abs_min,0.0,vol%
2016,World,coke_oven_gas,carbon_monoxide,abs_max,9.0,vol%
2016,World,coke_oven_gas,carbon_dioxide,def,2.25,vol%
2016,World,coke_oven_gas,carbon_dioxide,min,1.0,vol%
2016,World,coke_oven_gas,carbon_dioxide,max,3.5,vol%
2016,World,coke_oven_gas,carbon_dioxide,abs_min,0.0,vol%
2016,World,coke_oven_gas,carbon_dioxide,abs_max,3.5,vol%
2016,World,coke_oven_gas,methane,def,25.0,vol%
2016,World,coke_oven_gas,methane,min,22.0,vol%
2016,World,coke_oven_gas,methane,max,28.0,vol%
2016,World,coke_oven_gas,methane,abs_min,0.0,vol%
2016,World,coke_oven_gas,methane,abs_max,28.0,vol%
2016,World,coke_oven_gas,acetylene,def,2.25,vol%
2016,World,coke_oven_gas,acetylene,min,1.5,vol%
2016,World,coke_oven_gas,acetylene,max,3.0,vol%
2016,World,coke_oven_gas,acetylene,abs_min,0.0,vol%
2016,World,coke_oven_gas,acetylene,abs_max,3.0,vol%
2016,World,coke_oven_gas,oxygen,def,0.55,vol%
2016,World,coke_oven_gas,oxygen,min,0.1,vol%
2016,World,coke_oven_gas,oxygen,max,1.0,vol%
2016,World,coke_oven_gas,oxygen,abs_min,0.0,vol%
2016,World,coke_oven_gas,oxygen,abs_max,1.0,vol%
