year,region,feedstocktype,property,value,unit
2016,World,natural_gas,def,93.00,%
2016,World,natural_gas,min,65.10,%
2016,World,natural_gas,max,100.00,%
2016,World,natural_gas,abs_min,65.10,%
2016,World,natural_gas,abs_max,100.00,%
2016,World,methane,def,100.00,%
2016,World,methane,min,100.00,%
2016,World,methane,max,100.00,%
2016,World,methane,abs_min,100.00,%
2016,World,methane,abs_max,100.00,%
2016,World,oil,def,100.00,%
2016,World,oil,min,100.00,%
2016,World,oil,max,100.00,%
2016,World,oil,abs_min,100.00,%
2016,World,oil,abs_max,100.00,%
2016,World,petro_oil,def,100.00,%
2016,World,petro_oil,min,100.00,%
2016,World,petro_oil,max,100.00,%
2016,World,petro_oil,abs_min,100.00,%
2016,World,petro_oil,abs_max,100.00,%
2016,World,naphtha,def,100.00,%
2016,World,naphtha,min,100.00,%
2016,World,naphtha,max,100.00,%
2016,World,naphtha,abs_min,100.00,%
2016,World,naphtha,abs_max,100.00,%
2016,World,light_naphtha,def,100.00,%
2016,World,light_naphtha,min,100.00,%
2016,World,light_naphtha,max,100.00,%
2016,World,light_naphtha,abs_min,100.00,%
2016,World,light_naphtha,abs_max,100.00,%
2016,World,full_range_naphtha,def,100.00,%
2016,World,full_range_naphtha,min,100.00,%
2016,World,full_range_naphtha,max,100.00,%
2016,World,full_range_naphtha,abs_min,100.00,%
2016,World,full_range_naphtha,abs_max,100.00,%
2016,World,fuel_oil,def,100.00,%
2016,World,fuel_oil,min,100.00,%
2016,World,fuel_oil,max,100.00,%
2016,World,fuel_oil,abs_min,100.00,%
2016,World,fuel_oil,abs_max,100.00,%
2016,World,light_fuel_oil,def,100.00,%
2016,World,light_fuel_oil,min,100.00,%
2016,World,light_fuel_oil,max,100.00,%
2016,World,light_fuel_oil,abs_min,100.00,%
2016,World,light_fuel_oil,abs_max,100.00,%
2016,World,heavy_fuel_oil,def,100.00,%
2016,World,heavy_fuel_oil,min,100.00,%
2016,World,heavy_fuel_oil,max,100.00,%
2016,World,heavy_fuel_oil,abs_min,100.00,%
2016,World,heavy_fuel_oil,abs_max,100.00,%
2016,World,coal,def,100.00,%
2016,World,coal,min,100.00,%
2016,World,coal,max,100.00,%
2016,World,coal,abs_min,100.00,%
2016,World,coal,abs_max,100.00,%
2016,World,hard_coal,def,100.00,%
2016,World,hard_coal,min,100.00,%
2016,World,hard_coal,max,100.00,%
2016,World,hard_coal,abs_min,100.00,%
2016,World,hard_coal,abs_max,100.00,%
2016,World,anthracite,def,100.00,%
2016,World,anthracite,min,100.00,%
2016,World,anthracite,max,100.00,%
2016,World,anthracite,abs_min,100.00,%
2016,World,anthracite,abs_max,100.00,%
2016,World,sub_bituminous_coal,def,100.00,%
2016,World,sub_bituminous_coal,min,100.00,%
2016,World,sub_bituminous_coal,max,100.00,%
2016,World,sub_bituminous_coal,abs_min,100.00,%
2016,World,sub_bituminous_coal,abs_max,100.00,%
2016,World,other_bituminous_coal,def,100.00,%
2016,World,other_bituminous_coal,min,100.00,%
2016,World,other_bituminous_coal,max,100.00,%
2016,World,other_bituminous_coal,abs_min,100.00,%
2016,World,other_bituminous_coal,abs_max,100.00,%
2016,World,lignite,def,100.00,%
2016,World,lignite,min,100.00,%
2016,World,lignite,max,100.00,%
2016,World,lignite,abs_min,100.00,%
2016,World,lignite,abs_max,100.00,%
2016,World,coke_oven_gas,def,100.00,%
2016,World,coke_oven_gas,min,100.00,%
2016,World,coke_oven_gas,max,100.00,%
2016,World,coke_oven_gas,abs_min,100.00,%
2016,World,coke_oven_gas,abs_max,100.00,%
