year,region,activity,property,value,unit
2016,World,csr_a_natural_gas,def,88.6,kWh/t
2016,World,csr_a_natural_gas,min,62.02,kWh/t
2016,World,csr_a_natural_gas,max,115.18,kWh/t
2016,World,csr_a_natural_gas,abs_min,0.0,kWh/t
2016,World,csr_a_natural_gas,abs_max,inf,kWh/t
2016,World,csr_a_coke_oven_gas,def,45,kWh/t
2016,World,csr_a_coke_oven_gas,min,31.5,kWh/t
2016,World,csr_a_coke_oven_gas,max,58.5,kWh/t
2016,World,csr_a_coke_oven_gas,abs_min,0.0,kWh/t
2016,World,csr_a_coke_oven_gas,abs_max,inf,kWh/t
2016,World,csr_a_naphtha,def,0.0,kWh/t
2016,World,csr_a_naphtha,min,0,kWh/t
2016,World,csr_a_naphtha,max,0.0,kWh/t
2016,World,csr_a_naphtha,abs_min,0.0,kWh/t
2016,World,csr_a_naphtha,abs_max,inf,kWh/t
2016,World,csr_b_natural_gas,def,0,kWh/t
2016,World,csr_b_natural_gas,min,0,kWh/t
2016,World,csr_b_natural_gas,max,0,kWh/t
2016,World,csr_b_natural_gas,abs_min,0.0,kWh/t
2016,World,csr_b_natural_gas,abs_max,inf,kWh/t
2016,World,csr_c1_natural_gas,def,0,kWh/t
2016,World,csr_c1_natural_gas,min,0,kWh/t
2016,World,csr_c1_natural_gas,max,0,kWh/t
2016,World,csr_c1_natural_gas,abs_min,0.0,kWh/t
2016,World,csr_c1_natural_gas,abs_max,inf,kWh/t
2016,World,csr_c1_natural_gas_co2,def,0.0,kWh/t
2016,World,csr_c1_natural_gas_co2,min,0,kWh/t
2016,World,csr_c1_natural_gas_co2,max,0.0,kWh/t
2016,World,csr_c1_natural_gas_co2,abs_min,0.0,kWh/t
2016,World,csr_c1_natural_gas_co2,abs_max,inf,kWh/t
2016,World,csr_c2_natural_gas,def,0,kWh/t
2016,World,csr_c2_natural_gas,min,0,kWh/t
2016,World,csr_c2_natural_gas,max,0,kWh/t
2016,World,csr_c2_natural_gas,abs_min,0.0,kWh/t
2016,World,csr_c2_natural_gas,abs_max,inf,kWh/t
2016,World,csr_c3_natural_gas,def,0,kWh/t
2016,World,csr_c3_natural_gas,min,0,kWh/t
2016,World,csr_c3_natural_gas,max,0,kWh/t
2016,World,csr_c3_natural_gas,abs_min,0.0,kWh/t
2016,World,csr_c3_natural_gas,abs_max,inf,kWh/t
2016,World,csr_c4_natural_gas,def,0,kWh/t
2016,World,csr_c4_natural_gas,min,0,kWh/t
2016,World,csr_c4_natural_gas,max,0,kWh/t
2016,World,csr_c4_natural_gas,abs_min,0.0,kWh/t
2016,World,csr_c4_natural_gas,abs_max,inf,kWh/t
2016,World,csr_w_nh3_natural_gas,def,0,kWh/t
2016,World,csr_w_nh3_natural_gas,min,0,kWh/t
2016,World,csr_w_nh3_natural_gas,max,0,kWh/t
