Gene,C,Z,Pval,FDR,Module
ENSG00000115268,0.4390004162591643,61.729523799887694,0.0,0.0,3.0
ENSG00000187193,0.3810389297382079,46.74620436188226,0.0,0.0,1.0
ENSG00000136861,0.4283294900115357,46.33016923589078,0.0,0.0,3.0
ENSG00000185201,0.5533036876975824,44.04184172540616,0.0,0.0,1.0
ENSG00000148180,0.43939862096000504,43.97850373447341,0.0,0.0,3.0
ENSG00000108679,0.4579900915455737,42.061442683585824,0.0,0.0,3.0
ENSG00000229807,0.26584634363070714,40.16826067623115,0.0,0.0,2.0
ENSG00000222041,0.2860646776658476,38.54948042100726,0.0,0.0,2.0
ENSG00000164733,0.6959055698137087,38.47097559113094,0.0,0.0,1.0
ENSG00000099901,0.14516488638644567,35.918939661327684,7.73295656056231e-283,1.546591312112462e-280,3.0
ENSG00000115414,0.2138409719899261,35.38364465637183,1.5237517236670957e-274,2.7704576793947195e-272,2.0
ENSG00000189334,0.44640706335166813,35.24624403178072,1.9585125252821897e-272,3.2641875421369828e-270,1.0
ENSG00000204389,0.16309562344314507,34.97074107042472,3.1335705687037083e-268,4.8208777980057055e-266,2.0
ENSG00000111775,0.30525771721628275,34.652456448073266,2.0510919475714932e-263,2.930131353673562e-261,1.0
ENSG00000167996,0.4976947644969246,34.12344906862646,1.6562073155444176e-255,2.2082764207258903e-253,1.0
ENSG00000135390,0.146258661167608,33.222162610963274,2.5766458750804994e-242,3.220807343850624e-240,1.0
ENSG00000198074,0.30370527292489097,32.93068811451423,3.9983378299373734e-238,4.703926858749851e-236,3.0
ENSG00000162366,0.47486945945283443,32.81727224038314,1.6695988896177456e-236,1.855109877353051e-234,1.0
ENSG00000130066,0.39045729726788037,32.11207879190728,1.4952458646591013e-226,1.573943015430633e-224,1.0
ENSG00000163453,0.5003149628165777,31.940818426309136,3.6230596121283637e-224,3.6230596121283635e-222,1.0
ENSG00000121552,0.4828164448401953,31.922201657876904,6.569004359561283e-224,6.256194628153602e-222,1.0
ENSG00000124107,0.5753488217926553,31.617069073408263,1.0757019544026724e-219,9.779108676387932e-218,1.0
ENSG00000213190,0.39818270454532945,30.80923763590804,9.854406673205588e-209,8.569049281048338e-207,3.0
ENSG00000115963,0.2163538037848973,30.275468586517963,1.2059170333454614e-201,1.0049308611212178e-199,2.0
ENSG00000168209,0.4471660864269796,29.90990353479607,7.314478209455794e-197,5.851582567564635e-195,1.0
ENSG00000013441,0.25467949654461947,28.335843208248136,6.254171105348976e-177,4.810900850268443e-175,2.0
ENSG00000164096,0.14106021572287325,27.85804671496148,4.30304413047588e-171,3.1874400966488e-169,3.0
ENSG00000196230,0.4408420881169429,27.84684136927747,5.881549535538808e-171,4.2011068110991486e-169,3.0
ENSG00000147257,0.13300078584348118,26.064908008608928,4.5587762641252303e-150,3.143983630431193e-148,3.0
ENSG00000103260,0.16448356147585383,24.99664980478515,3.324162241422295e-138,2.2161081609481967e-136,2.0
