index,latitude,longitude
1,32.230562,119.03964
2,32.230562,119.039639
3,32.230168,119.04333
4,32.228014,119.063974
5,32.228038,119.063995
6,32.228295,119.064182
7,32.228535,119.063937
8,32.228883,119.063453
9,32.229235,119.062967
10,32.229582,119.062478
11,32.229928,119.061992
12,32.230278,119.061502
13,32.230627,119.061013
14,32.230968,119.060528
15,32.231244,119.060149
16,32.231574,119.060342
17,32.232026,119.06067
18,32.232486,119.061008
19,32.232861,119.061293
20,32.232719,119.061544
21,32.232384,119.06202
22,32.232035,119.062505
23,32.231689,119.062994
24,32.231343,119.063483
25,32.230999,119.063972
26,32.230652,119.064461
27,32.230306,119.064953
28,32.229959,119.065438
29,32.229932,119.065692
30,32.230319,119.066065
31,32.230747,119.06646
32,32.231167,119.06685
33,32.231435,119.066831
34,32.231783,119.066358
35,32.232129,119.065871
36,32.232477,119.065383
37,32.232826,119.064895
38,32.233175,119.064407
39,32.233523,119.063921
40,32.233867,119.063432
41,32.234215,119.062939
42,32.234428,119.062697
43,32.234715,119.06306
44,32.235064,119.063545
45,32.235414,119.064034
46,32.235647,119.064383
47,32.23542,119.064717
48,32.235072,119.065206
49,32.234741,119.065677
50,32.234381,119.066185
51,32.234036,119.066673
52,32.233687,119.067161
53,32.233342,119.067651
54,32.232993,119.068138
55,32.232886,119.068427
56,32.233231,119.068778
57,32.233655,119.069175
58,32.234081,119.069566
59,32.234346,119.0697
60,32.234671,119.069259
61,32.235023,119.068774
62,32.235372,119.068285
63,32.23572,119.067799
64,32.236053,119.067332
65,32.236416,119.066824
66,32.236761,119.066337
67,32.236941,119.066222
68,32.237243,119.066596
69,32.237577,119.067057
70,32.237923,119.067545
71,32.238128,119.067886
72,32.237904,119.068214
73,32.237543,119.068717
74,32.237196,119.069203
75,32.23685,119.069693
76,32.236502,119.070182
77,32.236155,119.070669
78,32.235809,119.071158
79,32.235743,119.071437
80,32.236032,119.071834
81,32.236422,119.072312
82,32.236784,119.072752
83,32.237033,119.072908
84,32.237377,119.072443
85,32.237726,119.071956
86,32.238063,119.071491
87,32.238424,119.070981
88,32.238771,119.070493
89,32.239118,119.070003
90,32.239384,119.069646
91,32.239601,119.069901
92,32.239962,119.070403
93,32.240313,119.07089
94,32.240621,119.071319
95,32.240491,119.07155
96,32.240144,119.072043
97,32.239796,119.072531
98,32.23945,119.07302
99,32.239116,119.073488
100,32.238756,119.073995
101,32.238416,119.074477
102,32.238418,119.074754
103,32.23876,119.075175
104,32.239135,119.075637
105,32.239504,119.076093
106,32.239727,119.076108
107,32.240068,119.075641
108,32.240429,119.075134
109,32.240777,119.074646
110,32.241125,119.074158
111,32.241473,119.073671
112,32.241806,119.073207
113,32.241984,119.07325
114,32.242308,119.073697
115,32.242654,119.074185
116,32.242988,119.074654
117,32.24306,119.074906
118,32.242753,119.075348
119,32.242406,119.075837
120,32.24206,119.076324
121,32.241715,119.076813
122,32.241383,119.077283
123,32.241021,119.077791
124,32.240941,119.078099
125,32.241194,119.078555
126,32.241493,119.079085
127,32.241804,119.079638
128,32.241987,119.079871
129,32.242313,119.07945
130,32.242658,119.078959
131,32.243002,119.078472
132,32.243353,119.077981
133,32.2437,119.077493
134,32.244035,119.077026
135,32.244226,119.076869
136,32.2445,119.077331
137,32.244795,119.077865
138,32.245078,119.078377
139,32.245277,119.078757
140,32.245041,119.079097
141,32.244709,119.079564
142,32.244351,119.080075
143,32.244017,119.080544
144,32.243671,119.081032
145,32.243323,119.081523
146,32.24309,119.08192
147,32.243311,119.082313
148,32.243622,119.082831
149,32.24394,119.083348
150,32.244185,119.083738
151,32.244423,119.083457
152,32.244785,119.082952
153,32.245123,119.082487
154,32.245466,119.081998
155,32.245816,119.081511
156,32.246166,119.081023
157,32.246376,119.080721
158,32.246379,119.080717
161,32.228262,119.064155
162,32.22803,119.063991
163,32.227566,119.063683
164,32.227093,119.063371
165,32.226705,119.06311
166,32.226881,119.062787
167,32.227225,119.062296
168,32.22757,119.061807
169,32.227917,119.06132
170,32.228268,119.060831
171,32.228612,119.060344
172,32.228961,119.059855
173,32.22931,119.059368
174,32.229606,119.058945
175,32.229378,119.058732
176,32.228925,119.058397
177,32.228466,119.05806
178,32.228043,119.057751
179,32.227872,119.057905
180,32.227541,119.058368
181,32.227192,119.058854
182,32.226845,119.059347
183,32.226496,119.059833
184,32.226149,119.060321
185,32.225801,119.06081
186,32.225452,119.061299
187,32.225106,119.061787
188,32.224885,119.061925
189,32.224449,119.061635
190,32.223978,119.061327
191,32.223504,119.061015
192,32.223349,119.060797
193,32.223667,119.060335
194,32.224017,119.059847
195,32.224364,119.059356
196,32.224708,119.058868
197,32.225058,119.05838
198,32.225404,119.057891
199,32.225752,119.057404
200,32.2261,119.056916
201,32.22636,119.056528
202,32.226065,119.056293
203,32.225608,119.055958
204,32.225146,119.055617
205,32.224765,119.055336
206,32.224563,119.055586
207,32.224222,119.056064
208,32.223873,119.05655
209,32.223528,119.057039
210,32.22318,119.057528
211,32.222832,119.058015
212,32.222484,119.058504
213,32.222136,119.058993
214,32.221787,119.05948
215,32.22155,119.059723
216,32.221146,119.059458
217,32.220675,119.059147
218,32.220203,119.058834
219,32.219935,119.058627
220,32.220205,119.058226
221,32.220552,119.057741
222,32.2209,119.05725
223,32.221248,119.056762
224,32.221598,119.056275
225,32.221944,119.055789
226,32.222292,119.0553
227,32.222642,119.054813
228,32.222986,119.054325
229,32.223042,119.054077
230,32.22261,119.053783
231,32.22214,119.053467
232,32.221673,119.05315
233,32.221389,119.053082
234,32.22108,119.053515
235,32.220742,119.05399
236,32.220395,119.054477
237,32.220049,119.054964
238,32.219701,119.055454
239,32.219351,119.055941
240,32.219003,119.05643
241,32.218654,119.056918
242,32.218317,119.057397
243,32.21809,119.057408
244,32.217635,119.057099
245,32.217165,119.05678
246,32.216703,119.056464
247,32.21666,119.056252
248,32.216985,119.055786
249,32.217335,119.055297
250,32.217684,119.054807
251,32.21803,119.054321
252,32.218376,119.053833
253,32.218726,119.053344
254,32.219072,119.052856
255,32.219419,119.052367
256,32.219733,119.051932
257,32.219528,119.051734
258,32.219056,119.05142
259,32.218587,119.051109
260,32.218148,119.050819
261,32.217908,119.051005
262,32.217572,119.051482
263,32.217222,119.05197
264,32.216875,119.052456
265,32.216527,119.052946
266,32.216179,119.053434
267,32.21583,119.053923
268,32.215484,119.054412
269,32.215137,119.0549
270,32.214884,119.055226
271,32.214513,119.054981
272,32.214045,119.054665
273,32.213579,119.054347
274,32.213251,119.054091
275,32.213492,119.053733
276,32.213838,119.053245
277,32.214187,119.052754
278,32.214535,119.052267
279,32.21488,119.05178
280,32.215229,119.051291
281,32.215576,119.050804
282,32.215922,119.050313
283,32.216269,119.049826
284,32.216283,119.049598
285,32.215836,119.0493
286,32.215363,119.048985
287,32.214893,119.048677
288,32.214625,119.048644
289,32.214323,119.049072
290,32.213979,119.049557
291,32.213631,119.050047
292,32.213283,119.050533
293,32.212937,119.05102
294,32.21259,119.051507
295,32.212242,119.051997
296,32.211897,119.052485
297,32.211581,119.052932
298,32.211306,119.052801
299,32.210837,119.052479
300,32.210371,119.052163
301,32.209945,119.051861
302,32.210049,119.051602
303,32.210391,119.051116
304,32.21074,119.050624
305,32.211085,119.050138
306,32.211432,119.04965
307,32.211778,119.049163
308,32.212125,119.048676
309,32.212476,119.048187
310,32.21282,119.0477
311,32.212965,119.047415
312,32.21256,119.047148
313,32.212089,119.046835
314,32.211619,119.046524
315,32.211301,119.046358
316,32.211038,119.046705
317,32.210696,119.047195
318,32.210349,119.047683
319,32.210001,119.048174
320,32.209653,119.048661
321,32.209306,119.049148
322,32.208959,119.049634
323,32.208613,119.050124
324,32.208279,119.050596
325,32.208046,119.050587
326,32.207585,119.050268
327,32.207118,119.049951
328,32.206658,119.049636
329,32.20664,119.049423
330,32.206977,119.048951
331,32.207322,119.048464
332,32.207668,119.047976
333,32.208016,119.047488
334,32.208364,119.047
335,32.208713,119.046512
336,32.209062,119.046024
337,32.209406,119.045534
338,32.209626,119.045221
339,32.209632,119.045215
