Period,Net Income,Depreciation,CapEx,Working Capital Change,Owner Earnings
2025Q1,18775000000.0,611000000.0,-1227000000.0,-12232000000.0,30391000000.0
2024Q1,19309000000.0,478000000.0,-813000000.0,-27604000000.0,46578000000.0
2023Q1,9243000000.0,372000000.0,-278000000.0,-7189000000.0,16526000000.0
2022Q1,680000000.0,406000000.0,-530000000.0,5826000000.0,-5270000000.0
2021Q1,2464000000.0,298000000.0,-222000000.0,-11470000000.0,14010000000.0
2020Q1,1336000000.0,299000000.0,-473000000.0,221000000.0,941000000.0
2019Q1,899000000.0,92000000.0,-103000000.0,-1167000000.0,2055000000.0
2018Q1,1230000000.0,68000000.0,-150000000.0,-2326000000.0,3474000000.0
2017Q1,838000000.0,49000000.0,-69000000.0,-1186000000.0,2004000000.0
2016Q1,542000000.0,54000000.0,-38000000.0,-1287000000.0,1845000000.0
2015Q1,246000000.0,56000000.0,-12000000.0,0.0,290000000.0
