Period,Net Income,Depreciation,CapEx,Working Capital Change,Owner Earnings
2025Q2,-2918000000.0,3013000000.0,-3550000000.0,1551000000.0,-5006000000.0
2025Q1,-821000000.0,2674000000.0,-5183000000.0,1698000000.0,-5028000000.0
2024Q4,-126000000.0,2647000000.0,-5834000000.0,-680000000.0,-2633000000.0
2024Q3,-16639000000.0,3612000000.0,-6458000000.0,7824000000.0,-27309000000.0
2024Q2,-1610000000.0,2569000000.0,-5682000000.0,-3407000000.0,-1316000000.0
2024Q1,-381000000.0,2551000000.0,-5970000000.0,-179000000.0,-3621000000.0
2023Q4,2669000000.0,2513000000.0,-6696000000.0,-19000000.0,-1495000000.0
2023Q3,297000000.0,2447000000.0,-5753000000.0,979000000.0,-3988000000.0
2023Q2,1481000000.0,2276000000.0,-5888000000.0,4745000000.0,-6876000000.0
2023Q1,-2758000000.0,2366000000.0,-7413000000.0,-2669000000.0,-5136000000.0
2022Q4,-664000000.0,3287000000.0,-5699000000.0,3198000000.0,-6274000000.0
2022Q3,1019000000.0,3252000000.0,-7299000000.0,1920000000.0,-4948000000.0
2022Q2,-454000000.0,3148000000.0,-7242000000.0,9876000000.0,-14424000000.0
2022Q1,8113000000.0,3348000000.0,-4604000000.0,-2150000000.0,9007000000.0
2021Q4,4623000000.0,3074000000.0,-7632000000.0,636000000.0,-571000000.0
2021Q3,6823000000.0,2959000000.0,-4441000000.0,-7196000000.0,12537000000.0
2021Q2,5061000000.0,2857000000.0,-3868000000.0,-2914000000.0,6964000000.0
2021Q1,3361000000.0,2902000000.0,-4388000000.0,873000000.0,1002000000.0
2020Q4,5857000000.0,3003000000.0,-4061000000.0,-7822000000.0,12621000000.0
2020Q3,4276000000.0,3123000000.0,-3716000000.0,7236000000.0,-3553000000.0
2020Q2,5105000000.0,3063000000.0,-3408000000.0,-4303000000.0,9063000000.0
2020Q1,5661000000.0,3050000000.0,-3268000000.0,-8677000000.0,14120000000.0
2019Q4,6905000000.0,2968000000.0,-4666000000.0,-4036000000.0,9243000000.0
2019Q3,5990000000.0,2679000000.0,-4672000000.0,4641000000.0,-644000000.0
2019Q2,4179000000.0,2554000000.0,-3554000000.0,615000000.0,2564000000.0
2019Q1,3974000000.0,2625000000.0,-3321000000.0,2012000000.0,1266000000.0
2018Q4,5195000000.0,2493000000.0,-3890000000.0,-2145000000.0,5943000000.0
2018Q3,6398000000.0,2274000000.0,-3851000000.0,16000000.0,4805000000.0
2018Q2,5006000000.0,2122000000.0,-4530000000.0,1637000000.0,961000000.0
2018Q1,4454000000.0,2196000000.0,-2910000000.0,410000000.0,3330000000.0
2017Q4,-687000000.0,2140000000.0,-4069000000.0,386000000.0,-3002000000.0
2017Q3,4516000000.0,2055000000.0,-2979000000.0,9370000000.0,-5778000000.0
2017Q2,2808000000.0,1988000000.0,-2778000000.0,-7082000000.0,9100000000.0
2017Q1,2964000000.0,1946000000.0,-1952000000.0,453000000.0,2505000000.0
2016Q4,3562000000.0,1930000000.0,-3530000000.0,917000000.0,1045000000.0
2016Q3,3378000000.0,1928000000.0,-2463000000.0,-3646000000.0,6489000000.0
2016Q2,1330000000.0,1917000000.0,-2286000000.0,-2606000000.0,3567000000.0
2016Q1,2046000000.0,2015000000.0,-1346000000.0,12803000000.0,-10088000000.0
2015Q4,3613000000.0,2146000000.0,-2328000000.0,-1549000000.0,4980000000.0
2015Q3,3109000000.0,2275000000.0,-1206000000.0,0.0,4178000000.0
