Period,Net Income,Depreciation,CapEx,Working Capital Change,Owner Earnings
2025Q2,324000000.0,329000000.0,0,-3585000000.0,4238000000.0
2025Q1,-225000000.0,666000000.0,0,4180000000.0,-3739000000.0
2024Q4,4000000.0,269000000.0,0,-1037000000.0,1310000000.0
2024Q3,330000000.0,348000000.0,0,-1121000000.0,1799000000.0
2024Q2,191000000.0,272000000.0,0,445000000.0,18000000.0
2024Q1,143000000.0,310000000.0,0,-2543000000.0,2996000000.0
2023Q4,96000000.0,304000000.0,0,4314000000.0,-3914000000.0
2023Q3,269000000.0,310000000.0,0,-1098000000.0,1677000000.0
2023Q2,301000000.0,296000000.0,0,-897000000.0,1494000000.0
2023Q1,291000000.0,317000000.0,0,-3510000000.0,4118000000.0
2022Q4,361000000.0,327000000.0,0,-1942000000.0,2630000000.0
2022Q3,272000000.0,334000000.0,0,204000000.0,402000000.0
2022Q2,454000000.0,327000000.0,0,-1772000000.0,2553000000.0
2022Q1,627000000.0,339000000.0,0,3117000000.0,-2151000000.0
2021Q4,681000000.0,330000000.0,0,-781000000.0,1792000000.0
2021Q3,683000000.0,291000000.0,0,1395000000.0,-421000000.0
2021Q2,900000000.0,267000000.0,0,2364000000.0,-1197000000.0
2021Q1,796000000.0,373000000.0,0,6146000000.0,-4977000000.0
2020Q4,687000000.0,391000000.0,0,3713000000.0,-2635000000.0
2020Q3,476000000.0,357000000.0,0,3651000000.0,-2818000000.0
2020Q2,241000000.0,466000000.0,0,-74000000.0,781000000.0
2020Q1,-319000000.0,386000000.0,0,5114000000.0,-5047000000.0
2019Q4,378000000.0,419000000.0,0,2068000000.0,-1271000000.0
2019Q3,381000000.0,384000000.0,0,2320000000.0,-1555000000.0
2019Q2,582000000.0,383000000.0,0,4669000000.0,-3704000000.0
2019Q1,374000000.0,369000000.0,0,4097000000.0,-3354000000.0
2018Q4,290000000.0,369000000.0,0,2894000000.0,-2235000000.0
2018Q3,374000000.0,415000000.0,0,2474000000.0,-1685000000.0
2018Q2,349000000.0,431000000.0,0,-1731000000.0,2511000000.0
2018Q1,250000000.0,434000000.0,0,66000000.0,618000000.0
2017Q4,181000000.0,425000000.0,0,146000000.0,460000000.0
2017Q3,282000000.0,431000000.0,0,5190000000.0,-4477000000.0
2017Q2,252000000.0,469000000.0,0,2397000000.0,-1676000000.0
2017Q1,214000000.0,534000000.0,0,2923000000.0,-2175000000.0
2016Q4,248000000.0,575000000.0,0,3757000000.0,-2934000000.0
2016Q3,209000000.0,566000000.0,0,2726000000.0,-1951000000.0
2016Q2,345000000.0,588000000.0,0,139000000.0,794000000.0
2016Q1,235000000.0,653000000.0,0,3880000000.0,-2992000000.0
2015Q4,-952000000.0,671000000.0,0,66000000.0,-347000000.0
2015Q3,230000000.0,664000000.0,0,0.0,894000000.0
