Period,Net Income,Depreciation,CapEx,Working Capital Change,Owner Earnings
2025Q1,709000000.0,742000000.0,-212000000.0,-2124000000.0,3363000000.0
2024Q4,482000000.0,786000000.0,-208000000.0,-533000000.0,1593000000.0
2024Q3,771000000.0,786000000.0,-132000000.0,35000000.0,1390000000.0
2024Q2,265000000.0,821000000.0,-154000000.0,-660000000.0,1592000000.0
2024Q1,123000000.0,784000000.0,-142000000.0,-531000000.0,1296000000.0
2023Q4,667000000.0,827000000.0,-139000000.0,-1018000000.0,2373000000.0
2023Q3,299000000.0,848000000.0,-124000000.0,-128000000.0,1151000000.0
2023Q2,27000000.0,873000000.0,-125000000.0,148000000.0,627000000.0
2023Q1,-139000000.0,1006000000.0,-158000000.0,-431000000.0,1140000000.0
2022Q4,21000000.0,1247000000.0,-124000000.0,-921000000.0,2065000000.0
2022Q3,66000000.0,1190000000.0,-123000000.0,210000000.0,923000000.0
2022Q2,447000000.0,1297000000.0,-132000000.0,-151000000.0,1763000000.0
2022Q1,786000000.0,717000000.0,-71000000.0,-3445000000.0,4877000000.0
2021Q4,974000000.0,134000000.0,-86000000.0,81000000.0,941000000.0
2021Q3,923000000.0,112000000.0,-85000000.0,502000000.0,448000000.0
2021Q2,710000000.0,110000000.0,-64000000.0,-593000000.0,1349000000.0
2021Q1,555000000.0,107000000.0,-66000000.0,-607000000.0,1203000000.0
2020Q4,1781000000.0,103000000.0,-74000000.0,-643000000.0,2453000000.0
2020Q3,390000000.0,97000000.0,-74000000.0,-408000000.0,821000000.0
2020Q2,157000000.0,86000000.0,-91000000.0,-270000000.0,422000000.0
2020Q1,162000000.0,82000000.0,-55000000.0,-167000000.0,356000000.0
2019Q4,170000000.0,78000000.0,-42000000.0,-190000000.0,396000000.0
2019Q3,120000000.0,76000000.0,-55000000.0,-98000000.0,239000000.0
2019Q2,35000000.0,70000000.0,-58000000.0,-37000000.0,84000000.0
2019Q1,16000000.0,64000000.0,-62000000.0,-357000000.0,375000000.0
2018Q4,38000000.0,52000000.0,-41000000.0,-120000000.0,169000000.0
2018Q3,102000000.0,50000000.0,-33000000.0,-205000000.0,324000000.0
2018Q2,116000000.0,52000000.0,-43000000.0,-177000000.0,302000000.0
2018Q1,81000000.0,54000000.0,-46000000.0,67000000.0,22000000.0
2017Q4,-19000000.0,48000000.0,-44000000.0,-13000000.0,-2000000.0
2017Q3,61000000.0,45000000.0,-34000000.0,-46000000.0,118000000.0
2017Q2,-42000000.0,44000000.0,-12000000.0,64000000.0,-74000000.0
2017Q1,-33000000.0,43000000.0,-23000000.0,58000000.0,-71000000.0
2016Q4,-52000000.0,55000000.0,-21000000.0,167000000.0,-185000000.0
2016Q3,-406000000.0,33000000.0,-9000000.0,-426000000.0,44000000.0
2016Q2,69000000.0,33000000.0,-21000000.0,-27000000.0,108000000.0
2016Q1,-109000000.0,33000000.0,-26000000.0,19000000.0,-121000000.0
2015Q4,-102000000.0,45000000.0,-32000000.0,100000000.0,-189000000.0
2015Q3,-197000000.0,42000000.0,-17000000.0,35000000.0,-207000000.0
2015Q2,-181000000.0,45000000.0,-17000000.0,0.0,-153000000.0
