Period,Net Income,Depreciation,CapEx,Working Capital Change,Owner Earnings
2025Q2,183000000.0,69000000.0,-31000000.0,-466000000.0,-245000000.0
2025Q1,216000000.0,75000000.0,-26000000.0,-259000000.0,6000000.0
2024Q4,79000000.0,76000000.0,-22000000.0,-925000000.0,-792000000.0
2024Q3,85000000.0,77000000.0,-26000000.0,-247000000.0,-111000000.0
2024Q2,18000000.0,80000000.0,-19000000.0,-401000000.0,-322000000.0
2024Q1,28000000.0,87000000.0,-13000000.0,-173000000.0,-71000000.0
2023Q4,-114000000.0,86000000.0,-4000000.0,6000000.0,-26000000.0
2023Q3,782000000.0,93000000.0,6000000.0,-58000000.0,823000000.0
2023Q2,-58000000.0,96000000.0,3000000.0,33000000.0,74000000.0
2023Q1,-160000000.0,101000000.0,-20000000.0,236000000.0,157000000.0
2022Q4,-806000000.0,936000000.0,-17000000.0,589000000.0,702000000.0
2022Q3,-283000000.0,86000000.0,-90000000.0,532000000.0,245000000.0
2022Q2,-238000000.0,70000000.0,-141000000.0,-1794000000.0,-2103000000.0
2022Q1,-260000000.0,43000000.0,-220000000.0,673000000.0,236000000.0
2021Q4,-89000000.0,36000000.0,-167000000.0,427000000.0,207000000.0
2021Q3,-32000000.0,29000000.0,-196000000.0,-517000000.0,-716000000.0
2021Q2,22000000.0,27000000.0,-112000000.0,20000000.0,-43000000.0
2021Q1,-36000000.0,24000000.0,-82000000.0,-476000000.0,-570000000.0
2020Q4,-63000000.0,24000000.0,-90000000.0,-257682000.0,-386682000.0
2020Q3,-7000000.0,21000000.0,-99000000.0,-95000.0,-85095000.0
2020Q2,-41000000.0,19000000.0,-81000000.0,-933063000.0,-1036063000.0
2020Q1,-60000000.0,18000000.0,-90000000.0,229392000.0,97392000.0
2019Q4,-41474000.0,15926000.0,-79620000.0,95953000.0,-9215000.0
2019Q3,-30088000.0,12072000.0,-63243000.0,117202000.0,35943000.0
2019Q2,-20323000.0,10080000.0,-44938000.0,-460951000.0,-516132000.0
2019Q1,-23115000.0,8922000.0,-43199000.0,86587000.0,29195000.0
2018Q4,-22682000.0,8488000.0,-36440000.0,144419000.0,93785000.0
2018Q3,-17272000.0,6845000.0,-33803000.0,-273093000.0,-317323000.0
2018Q2,-11340000.0,5583000.0,-45414000.0,-83102000.0,-134273000.0
2018Q1,-9768000.0,4928000.0,-28011000.0,62120000.0,29269000.0
2017Q4,-7130000.0,4061000.0,-19082000.0,-61893000.0,-84044000.0
2017Q3,-4380000.0,3258000.0,-16832000.0,51232000.0,33278000.0
2017Q2,-14542000.0,3653000.0,-24020000.0,-132412000.0,-167321000.0
2017Q1,-38439000.0,2242000.0,-18556000.0,38209000.0,-16544000.0
2016Q4,-35712000.0,1630000.0,-18509000.0,-30413000.0,-83004000.0
2016Q3,-21985000.0,1196000.0,-8330000.0,0.0,-29119000.0
2016Q2,-18108000.0,958000.0,-5870000.0,0.0,-23020000.0
2016Q1,-19350000.0,866000.0,-6821000.0,0.0,-25305000.0
2015Q4,0.0,2800000.0,-13950000.0,0.0,-11150000.0
