region,activity,property,value,unit
World,coll_treat_aerob_centralised_primary,def,1.25,m3/m3
World,coll_treat_aerob_centralised_primary-and-digest,def,1.25,m3/m3
World,coll_treat_aerob_centralised_wo-primary,def,1.25,m3/m3
World,coll_treat_aerob_centralised_primary_secondary,def,1.25,m3/m3
World,coll_treat_aerob_centralised_primary-and-digest_secondary,def,1.25,m3/m3
World,coll_treat_aerob_centralised_primary_secondary-tertiary,def,1.25,m3/m3
World,coll_treat_aerob_centralised_primary-and-digest_secondary-tertiary,def,1.25,m3/m3
World,coll_treat_aerob_shallow,def,1.25,m3/m3
World,coll_treat_anaerob_a-lagoons,def,1.25,m3/m3
World,coll_treat_anaerob_f-lagoons,def,1.25,m3/m3
World,coll_treat_anaerob_c-wetlands,def,1.25,m3/m3
World,coll_treat_anaerob_a-reactors,def,1.25,m3/m3
World,coll_treat_onsite_sludge,def,1.25,m3/m3
World,coll_treat_onsite_composting,def,1.25,m3/m3
World,coll_treat_onsite_incineration,def,1.25,m3/m3
World,coll_untreat_sewers-flowing_closed,def,1.25,m3/m3
World,coll_untreat_sewers-flowing_open,def,1.25,m3/m3
World,coll_untreat_sewer-stagnant,def,1.25,m3/m3
World,uncoll_septic-tanks,def,1.0,m3/m3
World,uncoll_septic-system,def,1.0,m3/m3
World,uncoll_latrines_small,def,1.0,m3/m3
World,uncoll_latrines_communal,def,1.0,m3/m3
World,uncoll_latrines_wet,def,1.0,m3/m3
World,uncoll_untreated,def,1.0,m3/m3
World,coll_treat_aerob_centralised_primary,min,1.25,m3/m3
World,coll_treat_aerob_centralised_primary-and-digest,min,1.25,m3/m3
World,coll_treat_aerob_centralised_wo-primary,min,1.25,m3/m3
World,coll_treat_aerob_centralised_primary_secondary,min,1.25,m3/m3
World,coll_treat_aerob_centralised_primary-and-digest_secondary,min,1.25,m3/m3
World,coll_treat_aerob_centralised_primary_secondary-tertiary,min,1.25,m3/m3
World,coll_treat_aerob_centralised_primary-and-digest_secondary-tertiary,min,1.25,m3/m3
World,coll_treat_aerob_shallow,min,1.25,m3/m3
World,coll_treat_anaerob_a-lagoons,min,1.25,m3/m3
World,coll_treat_anaerob_f-lagoons,min,1.25,m3/m3
World,coll_treat_anaerob_c-wetlands,min,1.25,m3/m3
World,coll_treat_anaerob_a-reactors,min,1.25,m3/m3
World,coll_treat_onsite_sludge,min,1.25,m3/m3
World,coll_treat_onsite_composting,min,1.25,m3/m3
World,coll_treat_onsite_incineration,min,1.25,m3/m3
World,coll_untreat_sewers-flowing_closed,min,1.25,m3/m3
World,coll_untreat_sewers-flowing_open,min,1.25,m3/m3
World,coll_untreat_sewer-stagnant,min,1.25,m3/m3
World,uncoll_septic-tanks,min,1.0,m3/m3
World,uncoll_septic-system,min,1.0,m3/m3
World,uncoll_latrines_small,min,1.0,m3/m3
World,uncoll_latrines_communal,min,1.0,m3/m3
World,uncoll_latrines_wet,min,1.0,m3/m3
World,uncoll_untreated,min,1.0,m3/m3
World,coll_treat_aerob_centralised_primary,max,1.25,m3/m3
World,coll_treat_aerob_centralised_primary-and-digest,max,1.25,m3/m3
World,coll_treat_aerob_centralised_wo-primary,max,1.25,m3/m3
World,coll_treat_aerob_centralised_primary_secondary,max,1.25,m3/m3
World,coll_treat_aerob_centralised_primary-and-digest_secondary,max,1.25,m3/m3
World,coll_treat_aerob_centralised_primary_secondary-tertiary,max,1.25,m3/m3
World,coll_treat_aerob_centralised_primary-and-digest_secondary-tertiary,max,1.25,m3/m3
World,coll_treat_aerob_shallow,max,1.25,m3/m3
World,coll_treat_anaerob_a-lagoons,max,1.25,m3/m3
World,coll_treat_anaerob_f-lagoons,max,1.25,m3/m3
World,coll_treat_anaerob_c-wetlands,max,1.25,m3/m3
World,coll_treat_anaerob_a-reactors,max,1.25,m3/m3
World,coll_treat_onsite_sludge,max,1.25,m3/m3
World,coll_treat_onsite_composting,max,1.25,m3/m3
World,coll_treat_onsite_incineration,max,1.25,m3/m3
World,coll_untreat_sewers-flowing_closed,max,1.25,m3/m3
World,coll_untreat_sewers-flowing_open,max,1.25,m3/m3
World,coll_untreat_sewer-stagnant,max,1.25,m3/m3
World,uncoll_septic-tanks,max,1.0,m3/m3
World,uncoll_septic-system,max,1.0,m3/m3
World,uncoll_latrines_small,max,1.0,m3/m3
World,uncoll_latrines_communal,max,1.0,m3/m3
World,uncoll_latrines_wet,max,1.0,m3/m3
World,uncoll_untreated,max,1.0,m3/m3
World,coll_treat_aerob_centralised_primary,abs_min,0.0,m3/m3
World,coll_treat_aerob_centralised_primary-and-digest,abs_min,0.0,m3/m3
World,coll_treat_aerob_centralised_wo-primary,abs_min,0.0,m3/m3
World,coll_treat_aerob_centralised_primary_secondary,abs_min,0.0,m3/m3
World,coll_treat_aerob_centralised_primary-and-digest_secondary,abs_min,0.0,m3/m3
World,coll_treat_aerob_centralised_primary_secondary-tertiary,abs_min,0.0,m3/m3
World,coll_treat_aerob_centralised_primary-and-digest_secondary-tertiary,abs_min,0.0,m3/m3
World,coll_treat_aerob_shallow,abs_min,0.0,m3/m3
World,coll_treat_anaerob_a-lagoons,abs_min,0.0,m3/m3
World,coll_treat_anaerob_f-lagoons,abs_min,0.0,m3/m3
World,coll_treat_anaerob_c-wetlands,abs_min,0.0,m3/m3
World,coll_treat_anaerob_a-reactors,abs_min,0.0,m3/m3
World,coll_treat_onsite_sludge,abs_min,0.0,m3/m3
World,coll_treat_onsite_composting,abs_min,0.0,m3/m3
World,coll_treat_onsite_incineration,abs_min,0.0,m3/m3
World,coll_untreat_sewers-flowing_closed,abs_min,0.0,m3/m3
World,coll_untreat_sewers-flowing_open,abs_min,0.0,m3/m3
World,coll_untreat_sewer-stagnant,abs_min,0.0,m3/m3
