year,region,property,value,unit
2006,World,def,0.03,kg/kg
2006,World,min,0.015,kg/kg
2006,World,max,0.045,kg/kg
2006,World,abs_min,0.0,kg/kg
2006,World,abs_max,inf,kg/kg
