year,region,product,feedstocktype,property,value,unit
2006,World,hydrogen,naphtha,def,90.90909091,t/t
2006,World,hydrogen,naphtha,min,63.636363637,t/t
2006,World,hydrogen,naphtha,max,118.181818183,t/t
2006,World,hydrogen,naphtha,abs_min,0,t/t
2006,World,hydrogen,naphtha,abs_max,inf,t/t
2006,World,hydrogen,gas_oil,def,125,t/t
2006,World,hydrogen,gas_oil,min,87.5,t/t
2006,World,hydrogen,gas_oil,max,162.5,t/t
2006,World,hydrogen,gas_oil,abs_min,0,t/t
2006,World,hydrogen,gas_oil,abs_max,inf,t/t
2006,World,hydrogen,ethane,def,16.66666667,t/t
2006,World,hydrogen,ethane,min,11.666666669,t/t
2006,World,hydrogen,ethane,max,21.666666671,t/t
2006,World,hydrogen,ethane,abs_min,0,t/t
2006,World,hydrogen,ethane,abs_max,inf,t/t
2006,World,hydrogen,propane,def,66.66666667,t/t
2006,World,hydrogen,propane,min,46.666666669,t/t
2006,World,hydrogen,propane,max,86.666666671,t/t
2006,World,hydrogen,propane,abs_min,0,t/t
2006,World,hydrogen,propane,abs_max,inf,t/t
2006,World,hydrogen,butane,def,71.42857143,t/t
2006,World,hydrogen,butane,min,50.0,t/t
2006,World,hydrogen,butane,max,92.857142859,t/t
2006,World,hydrogen,butane,abs_min,0,t/t
2006,World,hydrogen,butane,abs_max,inf,t/t
2006,World,hydrogen,others,def,90.90909091,t/t
2006,World,hydrogen,others,min,63.636363637,t/t
2006,World,hydrogen,others,max,118.181818183,t/t
2006,World,hydrogen,others,abs_min,0,t/t
2006,World,hydrogen,others,abs_max,inf,t/t
2006,World,methane,naphtha,def,7.194244604,t/t
2006,World,methane,naphtha,min,5.0359712228,t/t
2006,World,methane,naphtha,max,9.3525189852,t/t
2006,World,methane,naphtha,abs_min,0,t/t
2006,World,methane,naphtha,abs_max,inf,t/t
2006,World,methane,gas_oil,def,8.771929825,t/t
2006,World,methane,gas_oil,min,6.1403508775,t/t
2006,World,methane,gas_oil,max,11.4035087725,t/t
2006,World,methane,gas_oil,abs_min,0,t/t
2006,World,methane,gas_oil,abs_max,inf,t/t
2006,World,methane,ethane,def,16.39344262,t/t
2006,World,methane,ethane,min,11.475409834,t/t
2006,World,methane,ethane,max,21.311475406,t/t
2006,World,methane,ethane,abs_min,0,t/t
2006,World,methane,ethane,abs_max,inf,t/t
2006,World,methane,propane,def,3.745318352,t/t
2006,World,methane,propane,min,2.6217228464,t/t
2006,World,methane,propane,max,4.8689138576,t/t
2006,World,methane,propane,abs_min,0,t/t
2006,World,methane,propane,abs_max,inf,t/t
2006,World,methane,butane,def,4.901960784,t/t
2006,World,methane,butane,min,3.4313725488,t/t
2006,World,methane,butane,max,6.3725490192,t/t
2006,World,methane,butane,abs_min,0,t/t
2006,World,methane,butane,abs_max,inf,t/t
2006,World,methane,others,def,7.194244604,t/t
2006,World,methane,others,min,5.0359712228,t/t
2006,World,methane,others,max,9.3525189852,t/t
2006,World,methane,others,abs_min,0,t/t
2006,World,methane,others,abs_max,inf,t/t
2006,World,other_c4,naphtha,def,16.12903226,t/t
2006,World,other_c4,naphtha,min,11.290322582,t/t
2006,World,other_c4,naphtha,max,20.967741938,t/t
2006,World,other_c4,naphtha,abs_min,0,t/t
2006,World,other_c4,naphtha,abs_max,inf,t/t
2006,World,other_c4,gas_oil,def,25,t/t
2006,World,other_c4,gas_oil,min,17.5,t/t
2006,World,other_c4,gas_oil,max,32.5,t/t
2006,World,other_c4,gas_oil,abs_min,0,t/t
2006,World,other_c4,gas_oil,abs_max,inf,t/t
2006,World,other_c4,ethane,def,166.6666667,t/t
2006,World,other_c4,ethane,min,116.66666669,t/t
2006,World,other_c4,ethane,max,216.66666671,t/t
2006,World,other_c4,ethane,abs_min,0,t/t
2006,World,other_c4,ethane,abs_max,inf,t/t
2006,World,other_c4,propane,def,83.33333333,t/t
2006,World,other_c4,propane,min,58.333333331,t/t
2006,World,other_c4,propane,max,108.333333329,t/t
2006,World,other_c4,propane,abs_min,0,t/t
2006,World,other_c4,propane,abs_max,inf,t/t
2006,World,other_c4,butane,def,30.3030303,t/t
2006,World,other_c4,butane,min,21.21212121,t/t
2006,World,other_c4,butane,max,39.39393939,t/t
2006,World,other_c4,butane,abs_min,0,t/t
2006,World,other_c4,butane,abs_max,inf,t/t
2006,World,other_c4,others,def,16.12903226,t/t
2006,World,other_c4,others,min,11.290322582,t/t
2006,World,other_c4,others,max,20.967741938,t/t
2006,World,other_c4,others,abs_min,0,t/t
2006,World,other_c4,others,abs_max,inf,t/t
2006,World,c5_c6,naphtha,def,25,t/t
2006,World,c5_c6,naphtha,min,17.5,t/t
2006,World,c5_c6,naphtha,max,32.5,t/t
2006,World,c5_c6,naphtha,abs_min,0,t/t
2006,World,c5_c6,naphtha,abs_max,inf,t/t
2006,World,c5_c6,gas_oil,def,47.61904762,t/t
2006,World,c5_c6,gas_oil,min,33.333333334,t/t
2006,World,c5_c6,gas_oil,max,61.904761806,t/t
2006,World,c5_c6,gas_oil,abs_min,0,t/t
2006,World,c5_c6,gas_oil,abs_max,inf,t/t
2006,World,c5_c6,ethane,def,38.46153846,t/t
2006,World,c5_c6,ethane,min,26.923076922,t/t
2006,World,c5_c6,ethane,max,50.0,t/t
2006,World,c5_c6,ethane,abs_min,0,t/t
2006,World,c5_c6,ethane,abs_max,inf,t/t
2006,World,c5_c6,propane,def,15.87301587,t/t
2006,World,c5_c6,propane,min,11.111111109,t/t
2006,World,c5_c6,propane,max,20.634920631,t/t
2006,World,c5_c6,propane,abs_min,0,t/t
2006,World,c5_c6,propane,abs_max,inf,t/t
2006,World,c5_c6,butane,def,9.259259259,t/t
2006,World,c5_c6,butane,min,6.4814814813,t/t
2006,World,c5_c6,butane,max,12.0370370367,t/t
2006,World,c5_c6,butane,abs_min,0,t/t
2006,World,c5_c6,butane,abs_max,inf,t/t
2006,World,c5_c6,others,def,25,t/t
2006,World,c5_c6,others,min,17.5,t/t
2006,World,c5_c6,others,max,32.5,t/t
2006,World,c5_c6,others,abs_min,0,t/t
2006,World,c5_c6,others,abs_max,inf,t/t
2006,World,c7,naphtha,def,83.33333333,t/t
2006,World,c7,naphtha,min,58.333333331,t/t
2006,World,c7,naphtha,max,108.333333329,t/t
2006,World,c7,naphtha,abs_min,0,t/t
2006,World,c7,naphtha,abs_max,inf,t/t
2006,World,c7,gas_oil,def,47.61904762,t/t
2006,World,c7,gas_oil,min,33.333333334,t/t
2006,World,c7,gas_oil,max,61.904761806,t/t
2006,World,c7,gas_oil,abs_min,0,t/t
2006,World,c7,gas_oil,abs_max,inf,t/t
2006,World,c7,others,def,83.33333333,t/t
2006,World,c7,others,min,58.333333331,t/t
2006,World,c7,others,max,108.333333329,t/t
2006,World,c7,others,abs_min,0,t/t
2006,World,c7,others,abs_max,inf,t/t
