year,region,product,activity,feedstocktype,property,value,unit
2006,World,methanol,csr_a,natural_gas,def,0.67,t/t
2006,World,methanol,csr_a,natural_gas,abs_min,0,t/t
2006,World,methanol,csr_a,natural_gas,abs_max,inf,t/t
2006,World,methanol,csr_a,natural_gas,min,0.469,t/t
2006,World,methanol,csr_a,natural_gas,max,0.871,t/t
2006,World,methanol,csr_b,natural_gas,def,0.497,t/t
2006,World,methanol,csr_b,natural_gas,abs_min,0,t/t
2006,World,methanol,csr_b,natural_gas,abs_max,inf,t/t
2006,World,methanol,csr_b,natural_gas,min,0.348,t/t
2006,World,methanol,csr_b,natural_gas,max,0.646,t/t
2006,World,methanol,csr_w_nh3,natural_gas,def,1.02,t/t
2006,World,methanol,csr_w_nh3,natural_gas,abs_min,0,t/t
2006,World,methanol,csr_w_nh3,natural_gas,abs_max,inf,t/t
2006,World,methanol,csr_w_nh3,natural_gas,min,0.714,t/t
2006,World,methanol,csr_w_nh3,natural_gas,max,1.326,t/t
2006,World,methanol,csr_c1,natural_gas,def,0.385,t/t
2006,World,methanol,csr_c1,natural_gas,abs_min,0,t/t
2006,World,methanol,csr_c1,natural_gas,abs_max,inf,t/t
2006,World,methanol,csr_c1,natural_gas,min,0.2695,t/t
2006,World,methanol,csr_c1,natural_gas,max,0.5005,t/t
2006,World,methanol,csr_c1_natural_gas,co2,def,0.267,t/t
2006,World,methanol,csr_c1_natural_gas,co2,abs_min,0,t/t
2006,World,methanol,csr_c1_natural_gas,co2,abs_max,inf,t/t
2006,World,methanol,csr_c1_natural_gas,co2,min,0.1869,t/t
2006,World,methanol,csr_c1_natural_gas,co2,max,0.3471,t/t
2006,World,methanol,csr_c2,natural_gas,def,0.267,t/t
2006,World,methanol,csr_c2,natural_gas,abs_min,0,t/t
2006,World,methanol,csr_c2,natural_gas,abs_max,inf,t/t
2006,World,methanol,csr_c2,natural_gas,min,0.1869,t/t
2006,World,methanol,csr_c2,natural_gas,max,0.3471,t/t
2006,World,methanol,csr_c3,natural_gas,def,0.396,t/t
2006,World,methanol,csr_c3,natural_gas,abs_min,0,t/t
2006,World,methanol,csr_c3,natural_gas,abs_max,inf,t/t
2006,World,methanol,csr_c3,natural_gas,min,0.2772,t/t
2006,World,methanol,csr_c3,natural_gas,max,0.5148,t/t
2006,World,methanol,csr_c4,natural_gas,def,0.31,t/t
2006,World,methanol,csr_c4,natural_gas,abs_min,0,t/t
2006,World,methanol,csr_c4,natural_gas,abs_max,inf,t/t
2006,World,methanol,csr_c4,natural_gas,min,0.217,t/t
2006,World,methanol,csr_c4,natural_gas,max,0.403,t/t
2006,World,methanol,pox,anthracite,def,5.285,t/t
2006,World,methanol,pox,anthracite,abs_min,0,t/t
2006,World,methanol,pox,anthracite,abs_max,inf,t/t
2006,World,methanol,pox,anthracite,min,3.6995,t/t
2006,World,methanol,pox,anthracite,max,6.8705,t/t
2006,World,methanol,pox,lignite,def,5.02,t/t
2006,World,methanol,pox,lignite,abs_min,0,t/t
2006,World,methanol,pox,lignite,abs_max,inf,t/t
2006,World,methanol,pox,lignite,min,3.514,t/t
2006,World,methanol,pox,lignite,max,6.526,t/t
2006,World,methanol,pox,oil,def,1.376,t/t
2006,World,methanol,pox,oil,abs_min,0,t/t
2006,World,methanol,pox,oil,abs_max,inf,t/t
2006,World,methanol,pox,oil,min,0.96,t/t
2006,World,methanol,pox,oil,max,1.79,t/t
2006,World,ethylene,sc,butane,def,1.07,t/t
2006,World,ethylene,sc,butane,min,1.07,t/t
2006,World,ethylene,sc,butane,max,1.07,t/t
2006,World,ethylene,sc,butane,abs_min,0,t/t
2006,World,ethylene,sc,butane,abs_max,inf,t/t
2006,World,ethylene,sc,ethane,def,0.95,t/t
2006,World,ethylene,sc,ethane,min,0.95,t/t
2006,World,ethylene,sc,ethane,max,0.95,t/t
2006,World,ethylene,sc,ethane,abs_min,0,t/t
2006,World,ethylene,sc,ethane,abs_max,inf,t/t
2006,World,ethylene,sc,gas_oil,def,2.29,t/t
2006,World,ethylene,sc,gas_oil,min,2.29,t/t
2006,World,ethylene,sc,gas_oil,max,2.29,t/t
2006,World,ethylene,sc,gas_oil,abs_min,0,t/t
2006,World,ethylene,sc,gas_oil,abs_max,inf,t/t
2006,World,ethylene,sc,naphtha,def,1.73,t/t
2006,World,ethylene,sc,naphtha,min,1.73,t/t
2006,World,ethylene,sc,naphtha,max,1.73,t/t
2006,World,ethylene,sc,naphtha,abs_min,0,t/t
2006,World,ethylene,sc,naphtha,abs_max,inf,t/t
2006,World,ethylene,sc,heavy_oil,def,1.73,t/t
2006,World,ethylene,sc,heavy_oil,min,1.73,t/t
2006,World,ethylene,sc,heavy_oil,max,1.73,t/t
2006,World,ethylene,sc,heavy_oil,abs_min,0,t/t
2006,World,ethylene,sc,heavy_oil,abs_max,inf,t/t
2006,World,ethylene,sc,propane,def,1.04,t/t
2006,World,ethylene,sc,propane,min,1.04,t/t
2006,World,ethylene,sc,propane,max,1.04,t/t
2006,World,ethylene,sc,propane,abs_min,0,t/t
2006,World,ethylene,sc,propane,abs_max,inf,t/t
2006,World,ethylene,sc_pfu,butane,def,1.07,t/t
2006,World,ethylene,sc_pfu,butane,min,1.07,t/t
2006,World,ethylene,sc_pfu,butane,max,1.07,t/t
2006,World,ethylene,sc_pfu,butane,abs_min,0,t/t
2006,World,ethylene,sc_pfu,butane,abs_max,inf,t/t
2006,World,ethylene,sc_pfu,ethane,def,0.76,t/t
2006,World,ethylene,sc_pfu,ethane,min,0.76,t/t
2006,World,ethylene,sc_pfu,ethane,max,0.76,t/t
2006,World,ethylene,sc_pfu,ethane,abs_min,0,t/t
2006,World,ethylene,sc_pfu,ethane,abs_max,inf,t/t
2006,World,ethylene,sc_pfu,gas_oil,def,2.17,t/t
2006,World,ethylene,sc_pfu,gas_oil,min,2.17,t/t
2006,World,ethylene,sc_pfu,gas_oil,max,2.17,t/t
2006,World,ethylene,sc_pfu,gas_oil,abs_min,0,t/t
2006,World,ethylene,sc_pfu,gas_oil,abs_max,inf,t/t
2006,World,ethylene,sc_pfu,naphtha,def,1.73,t/t
2006,World,ethylene,sc_pfu,naphtha,min,1.73,t/t
2006,World,ethylene,sc_pfu,naphtha,max,1.73,t/t
2006,World,ethylene,sc_pfu,naphtha,abs_min,0,t/t
2006,World,ethylene,sc_pfu,naphtha,abs_max,inf,t/t
2006,World,ethylene,sc_pfu,heavy_oil,def,1.73,t/t
2006,World,ethylene,sc_pfu,heavy_oil,min,1.73,t/t
2006,World,ethylene,sc_pfu,heavy_oil,max,1.73,t/t
2006,World,ethylene,sc_pfu,heavy_oil,abs_min,0,t/t
2006,World,ethylene,sc_pfu,heavy_oil,abs_max,inf,t/t
2006,World,ethylene,sc_pfu,propane,def,1.04,t/t
2006,World,ethylene,sc_pfu,propane,min,1.04,t/t
2006,World,ethylene,sc_pfu,propane,max,1.04,t/t
2006,World,ethylene,sc_pfu,propane,abs_min,0,t/t
2006,World,ethylene,sc_pfu,propane,abs_max,inf,t/t
2006,World,ethylene,sc_sfu,butane,def,0,t/t
2006,World,ethylene,sc_sfu,butane,min,0,t/t
2006,World,ethylene,sc_sfu,butane,max,0,t/t
2006,World,ethylene,sc_sfu,butane,abs_min,0,t/t
2006,World,ethylene,sc_sfu,butane,abs_max,inf,t/t
2006,World,ethylene,sc_sfu,ethane,def,0.19,t/t
2006,World,ethylene,sc_sfu,ethane,min,0.19,t/t
2006,World,ethylene,sc_sfu,ethane,max,0.19,t/t
2006,World,ethylene,sc_sfu,ethane,abs_min,0,t/t
2006,World,ethylene,sc_sfu,ethane,abs_max,inf,t/t
2006,World,ethylene,sc_sfu,gas_oil,def,0.12,t/t
2006,World,ethylene,sc_sfu,gas_oil,min,0.12,t/t
2006,World,ethylene,sc_sfu,gas_oil,max,0.12,t/t
2006,World,ethylene,sc_sfu,gas_oil,abs_min,0,t/t
2006,World,ethylene,sc_sfu,gas_oil,abs_max,inf,t/t
2006,World,ethylene,sc_sfu,naphtha,def,0,t/t
2006,World,ethylene,sc_sfu,naphtha,min,0,t/t
2006,World,ethylene,sc_sfu,naphtha,max,0,t/t
2006,World,ethylene,sc_sfu,naphtha,abs_min,0,t/t
2006,World,ethylene,sc_sfu,naphtha,abs_max,inf,t/t
2006,World,ethylene,sc_sfu,heavy_oil,def,0,t/t
2006,World,ethylene,sc_sfu,heavy_oil,min,0,t/t
2006,World,ethylene,sc_sfu,heavy_oil,max,0,t/t
2006,World,ethylene,sc_sfu,heavy_oil,abs_min,0,t/t
2006,World,ethylene,sc_sfu,heavy_oil,abs_max,inf,t/t
2006,World,ethylene,sc_sfu,propane,def,0,t/t
2006,World,ethylene,sc_sfu,propane,min,0,t/t
2006,World,ethylene,sc_sfu,propane,max,0,t/t
2006,World,ethylene,sc_sfu,propane,abs_min,0,t/t
2006,World,ethylene,sc_sfu,propane,abs_max,inf,t/t
2006,World,ethylene_oxide,no_thermt,ethylene,abs_max,inf,kg/t
2006,World,ethylene_oxide,no_thermt,ethylene,abs_min,0.0,kg/t
2006,World,ethylene_oxide,no_thermt,ethylene,def,1.79,kg/t
2006,World,ethylene_oxide,no_thermt,ethylene,max,2.864,kg/t
2006,World,ethylene_oxide,no_thermt,ethylene,min,0.716,kg/t
2006,World,ethylene_oxide,thermt,ethylene,abs_max,inf,kg/t
2006,World,ethylene_oxide,thermt,ethylene,abs_min,0.0,kg/t
2006,World,ethylene_oxide,thermt,ethylene,def,0.79,kg/t
2006,World,ethylene_oxide,thermt,ethylene,max,1.264,kg/t
2006,World,ethylene_oxide,thermt,ethylene,min,0.316,kg/t
2006,World,ethylene_oxide,catox_tt_70,ethylene,abs_max,inf,t/t
2006,World,ethylene_oxide,catox_tt_70,ethylene,abs_min,0.0,t/t
2006,World,ethylene_oxide,catox_tt_70,ethylene,def,0.863,t/t
2006,World,ethylene_oxide,catox_tt_70,ethylene,min,0.863,t/t
2006,World,ethylene_oxide,catox_tt_70,ethylene,max,0.863,t/t
2006,World,ethylene_oxide,catox_tt_75,ethylene,abs_max,inf,t/t
2006,World,ethylene_oxide,catox_tt_75,ethylene,abs_min,0.0,t/t
2006,World,ethylene_oxide,catox_tt_75,ethylene,def,0.663,t/t
2006,World,ethylene_oxide,catox_tt_75,ethylene,min,0.663,t/t
2006,World,ethylene_oxide,catox_tt_75,ethylene,max,0.663,t/t
2006,World,ethylene_oxide,catox_tt_80,ethylene,abs_max,inf,t/t
2006,World,ethylene_oxide,catox_tt_80,ethylene,abs_min,0.0,t/t
2006,World,ethylene_oxide,catox_tt_80,ethylene,def,0.5,t/t
2006,World,ethylene_oxide,catox_tt_80,ethylene,min,0.5,t/t
2006,World,ethylene_oxide,catox_tt_80,ethylene,max,0.5,t/t
2006,World,ethylene_oxide,dox_75,ethylene,abs_max,inf,t/t
2006,World,ethylene_oxide,dox_75,ethylene,abs_min,0.0,t/t
2006,World,ethylene_oxide,dox_75,ethylene,def,0.663,t/t
2006,World,ethylene_oxide,dox_75,ethylene,min,0.663,t/t
2006,World,ethylene_oxide,dox_75,ethylene,max,0.663,t/t
