"",cancer_cell_module_1,cancer_cell_module_2,cancer_cell_module_3,cancer_cell_module_4,cancer_cell_module_5,cancer_cell_module_6,cancer_cell_module_7,cancer_cell_module_8,cancer_cell_module_9,cancer_cell_module_10,cancer_cell_module_11,cancer_cell_module_12,cancer_cell_module_13,cancer_cell_module_14,cancer_cell_module_15,cancer_cell_module_16,cancer_cell_module_17,cancer_cell_module_18,cancer_cell_module_19,cancer_cell_module_20,cancer_cell_module_21,cancer_cell_module_22,cancer_cell_module_23,cancer_cell_module_24,cancer_cell_module_25,cancer_cell_module_26
cancer_state_5_0.1,-0.226527948035801,-0.0331924851149888,0.506335380722912,0.207901543272429,-0.627208587526753,-0.576706557311242,0.565436281274364,0.0410635007062557,-0.228659118770778,-0.874212428761334,2.11943128434077,0.525493817949139,1.8338471705697,-0.291321842349951,-0.497795593229701,-0.784849441249007,-0.194859980068142,1.18986820118978,-0.392756383925031,-0.363165023447278,1.41980079135317,0.0789795251298952,0.174943081757899,-0.189327536516415,-0.112915367898369,-0.817827816394305
cancer_state_6_0.1,-0.286040872864938,-0.23871025905386,-0.524289420242144,1.15532599462941,-0.826521342232675,-0.443067066276144,3.90017748003685,-0.303689438604542,-0.279881997552725,-0.832740373377843,-0.00355444146283573,1.49749322709081,0.487423701748343,-0.491758902235847,-0.422171394160861,-0.872859005274164,-0.358119270151956,0.955582980940491,-0.161954394542958,-0.379923209386429,1.04215507666368,-0.491250272711621,2.37359445739258,0.556358356872305,-0.0189784527733791,-0.418628171705234
cancer_state_15_0.3,-0.399598911881557,-0.555211322453973,-0.522920884138541,-0.351826698305855,1.7348804335035,-0.391497405442312,-0.354162737058826,-0.459978658699115,9.62104123962577,-0.0362200265465,-0.13538007747596,-0.0191074323132736,-0.413615864005545,0.0968801272174447,-0.435879185499997,1.08067318419378,-0.0771845067405762,2.74307079617056,0.840647656897611,0.456932628346653,0.735658265254852,2.95022172974696,0.315512158508803,-0.472116703657869,-0.278625788631326,-0.794834739459959
cancer_state_6_0.2,3.16253818573295,2.31083224608599,0.0345434164651855,-0.0478181399704206,-0.732165035759535,-0.524898353332115,0.241859023036774,0.185519328161473,-0.34922695592012,-0.867551496744527,0.113987362089201,0.158783871574047,0.701385514417576,-0.34213583728838,-0.659811425487399,-0.818535528532567,-0.271699024229497,0.545748960024849,-0.542482998092444,-0.367056073371452,1.01339473423444,-0.206189999076832,-0.137946731770222,-0.122760896591151,-0.419504222221712,-0.747167049570895
cancer_state_2_0.3,0.258735904027615,0.878312200647729,0.360485820393183,-0.18923368421714,-0.463993312816093,-0.523768908118574,0.0380652714712757,2.49317084834716,-0.182457524283747,-0.740765754607377,0.0192691655896991,0.0858385019328667,0.552821752177843,-0.288717060923995,-0.792348041461977,-0.621013259995922,-0.207399467210709,-0.174147818219454,-0.273707123518211,-0.424791633266237,-0.13731855168638,-0.00728020997925639,-0.152776562772125,-0.162418048175328,-0.219401002289728,-0.344392464242157
cancer_state_10_0.8,1.42317329228844,1.55126560432762,-0.782714663770435,-0.224874985100999,-0.704041449208146,-0.469016289236607,-0.559626681180823,-0.145211764913076,-0.310179024372836,-0.412365571586653,-0.509065375582447,-0.997646371475383,-0.456748326531723,0.0859792732175347,-0.728355157851158,0.535951499151974,1.10021507227195,-0.30241788112432,-0.992426303376009,-0.363869084330216,-0.110228073693536,-0.00897607770808074,-0.157104342236603,-0.700972888479621,0.186321835007508,-0.493295082565488
cancer_state_9_0.2,0.0460080223198407,0.206451774936003,-0.584594364123583,4.21590084396604,-0.883791754472648,-0.542030057746396,0.413372582238734,-0.384460470617558,-0.413510055309342,-0.817592583772536,0.561189533058782,0.148603273122538,0.236979962168408,-0.570444322875483,-0.0862749840030333,-1.05024866926228,-0.575158248216736,-0.295104373388764,-0.874058914821326,-0.242473999552306,0.300185810449318,-0.67833433020203,-0.0620048809678155,-0.22123025157797,0.175991149386422,-0.205803457395264
cancer_state_19_0.8,-0.379486868512766,-0.553733564057423,0.473334225715728,-0.335096316602606,0.454911096113886,-0.313266613741924,-0.280809775486706,-0.464747011635923,-0.112214772877463,0.388646035066706,-0.195483491629728,0.0895163152829802,-0.344921142898815,6.91830650372478,0.312004691213106,0.832000216800297,0.0644449059938272,-0.231234970563331,0.643213922276751,0.252114319773092,-0.541788527143164,-0.187583472235908,-0.142201118954876,-0.314092309298671,-0.500316110136103,1.29599059554077
cancer_state_1_0.5,-0.272815413289773,-0.118581772431964,2.13563969656989,-0.288029259191759,0.102344860128075,-0.328414009390863,0.00876947047522872,-0.203870304911572,-0.203453867994903,-0.576170312414305,0.287384915058456,0.991401982211678,0.528010467114898,-0.157959570450665,0.116362973456847,-0.642253381444076,-0.264086749393699,0.0487205186345274,0.864670623892333,-0.187914130098951,-0.436776255110275,-0.306940606925199,-0.198255863681721,0.0472839841467729,-0.669395336013421,-0.0703604780044921
cancer_state_12_0.3,-0.274655722688718,-0.0741171205295709,-0.0261548380152944,0.095739816915062,-0.570886450977901,-0.636271107197144,0.14970875939848,-0.356403556016285,-0.183176613648333,-0.804457336931295,0.900194076572368,-0.459917927926375,1.19133739659444,-0.144084257329557,-0.633194444505769,-0.417752715963629,-0.376010645152839,-0.0230811755704558,-0.815677325398696,-0.273125021294121,3.83855987518225,0.980468436185878,0.32156001355935,-0.470464034702481,-0.114937054545514,-0.79913090335536
