"",cancer_cell_module_1,cancer_cell_module_2,cancer_cell_module_3,cancer_cell_module_4,cancer_cell_module_5,cancer_cell_module_6,cancer_cell_module_7,cancer_cell_module_8,cancer_cell_module_9,cancer_cell_module_10,cancer_cell_module_11,cancer_cell_module_12,cancer_cell_module_13,cancer_cell_module_14,cancer_cell_module_15,cancer_cell_module_16,cancer_cell_module_17,cancer_cell_module_18,cancer_cell_module_19,cancer_cell_module_20,cancer_cell_module_21,cancer_cell_module_22,cancer_cell_module_23,cancer_cell_module_24,cancer_cell_module_25,cancer_cell_module_26,cancer_cell_module_27,cancer_cell_module_28,cancer_cell_module_29,cancer_cell_module_30,cancer_cell_module_31,cancer_cell_module_32,cancer_cell_module_33,cancer_cell_module_34,cancer_cell_module_35,cancer_cell_module_36,cancer_cell_module_37
cancer_state_1_0.1,-0.035018025511239,0.365157344994786,-0.352180529525344,-0.476569839643046,0.710717333190291,-0.0999980449049008,-0.352944734196337,0.100346665946976,-0.707127917651477,0.244200607392476,0.0648338420593551,0.18928594872719,0.69146843308261,-0.348327594149127,0.53871363132851,-0.529825992200308,0.402362255028929,0.498780408240595,-0.211688917543927,0.856732238224971,-0.381897893982071,0.687277383256962,0.858631971078735,-0.35321313980638,-0.097637323161791,0.0405656407266506,-0.0366348269214966,-0.36261718637477,0.232978040257236,0.506272494006327,-0.0220218012217313,-0.359704256672753,0.138014839688759,-0.191274484717621,0.578711095965546,-0.107612951989376,-0.0382657596159644
cancer_state_21_0.9,-0.0235300655020154,-0.299599934120327,0.142281076046085,-0.266989287615801,-0.291800995254213,-0.177942140782324,-0.238883818768379,-0.133057544587211,0.0689226178279749,-0.148641875373975,-0.284027912768892,-0.109921648613709,-0.422711685080174,-0.213011821571813,0.0781933308159813,-0.163381121197242,-0.00988671774348363,-0.145245702409568,-0.269883373219896,-0.26998772685955,-0.249049721423223,-0.227972056869416,-0.234935978319723,0.125017120084325,0.486037800905655,-0.0834306691880552,0.0866949355144685,-0.0432566140095616,-0.0681518499558094,-0.16212403914477,0.876011419805283,-0.335786855411865,-0.0460470012653071,-0.388623775165138,0.200153728012144,-0.238905641712667,0.533739659539697
cancer_state_1_0.2,-0.0262672771390952,-0.355295965715305,-0.377714121095219,0.200832829079541,-0.415161248529783,-0.21563057140448,1.41984146742983,-0.190190881392467,0.202959555238947,-0.29476565425421,-0.33566288869694,-0.23696264005754,-0.014728601785748,0.264579292828932,-0.450862607542099,0.268403349120881,-0.439149956941484,-0.310223202154578,-0.113175184624521,-0.394237241204836,-0.165642247861903,-0.31602366714,-0.488227360935829,1.25905819751904,-0.270265538213921,-0.093355149382894,-0.261694733564887,1.16390962005917,-0.0955253811467568,-0.231966327738477,-0.227659225801755,0.063162430939821,-0.31288121867203,-0.0037422999370528,-0.367400413610635,-0.10135664620426,-0.0619786436442332
cancer_state_5_0.2,-0.0203991348704979,-0.331799540197577,0.164009970193372,0.215604646888097,-0.390696437673846,-0.25778206886068,0.130213954968971,-0.236071453433601,0.465742341019421,-0.265595513155333,-0.365468506768043,-0.262277280212683,-0.403663372665695,0.000791564844926983,-0.559489123768901,2.71064613609547,-0.527399445585942,-0.324128809333563,-0.0956972805739572,-0.437659394321826,-0.223363190103015,-0.575990836848859,-0.523200664771272,-0.0349662403084017,-0.380233078093755,-0.0920339177602815,-0.0241574358483081,-0.060005366227552,-0.0882497166057006,-0.304963577158027,0.021413967857136,0.0457398117133793,-0.11835077236384,0.00161707917059158,-0.0581129903700155,0.175705607212633,0.000723786978541508
cancer_state_4_0.2,-0.0138056720313087,-0.382009496224385,0.890133044085883,0.246891369621063,-0.275542420860843,-0.0600192380383063,0.00781891617590345,-0.186643382581016,0.650924386023904,-0.194641820428871,-0.265089004509262,-0.22430363447792,0.0626926930087786,0.451464909930232,-0.295562667235478,-0.0365577732584676,-0.44100226914847,-0.273686978982131,-0.102777360962802,-0.396691821591281,0.295023884426094,-0.41244456452535,-0.404893798904368,0.158379748784097,-0.307780351526819,-0.0858512795196323,0.00245718210759268,0.138001801193806,-0.0939968911331341,-0.276198302322441,-0.164741996313769,1.40788052531952,-0.317441685770749,1.17096373143357,-0.251170604913779,-0.00716223971264325,-0.0502209744768341
cancer_state_8_0.2,-0.0267140343535681,2.18122203417443,-0.369380020828482,-0.143305654511542,-0.152704011663607,-0.186536183715791,-0.0121929829029394,-0.144805576322818,-0.226032353029113,-0.17564373036199,-0.180730900159754,-0.172731956268021,-0.145280004427908,-0.255886816279796,-0.338771715717956,-0.121821730890114,-0.163078096196877,-0.0709494219860646,-0.262076611806983,-0.0587815551744412,-0.420980117271104,-0.178894493351309,-0.174664787361047,0.303217847419862,-0.0662730495367941,-0.0690968808548796,-0.102508644879907,-0.161485508187447,-0.0622712064972067,-0.079036987610643,-0.249992680877167,-0.3629144730252,-0.0713787187309495,-0.419962304628079,-0.136570807096324,-0.15586707021399,0.0271003001316722
cancer_state_6_0.2,-0.0197789390234823,-0.330428992021257,-0.379482193330812,-0.118698955955828,-0.314190670118077,-0.117191477456892,-0.143330114997966,-0.112758072991796,0.807714433628127,-0.0586008263829441,-0.336774569541071,-0.0457519446715565,-0.288869814946382,-0.0696659958891686,-0.117129668161217,0.144404107427135,-0.4184521379904,-0.155308260918724,-0.284606385745398,-0.186165953624614,-0.223405275894505,-0.320691071942941,-0.225658582822814,-0.0606595413257097,-0.155854412393818,-0.0925379575033549,0.36447802868031,0.10154478627779,-0.0618525232872781,-0.127866912486388,3.08457113483058,-0.231258757744317,0.0409396109711019,-0.150738263750886,0.261474651889287,-0.0472629185816218,0.0265115915789778
cancer_state_24_0.6,-0.0503894480455312,-0.348796913055594,-0.0520593264740141,-0.44726667051987,-0.359285833259568,-0.14598338727039,-0.346961757466937,-0.275148849632203,-0.15500599783862,-0.346811044701051,-0.334673538181146,-0.323263848095766,3.10385033190679,-0.24449694369792,-0.490075159214006,-0.31487558426242,-0.0106502554960879,-0.368910653397588,-0.353331446864839,-0.364392146514758,-0.363928288849317,-0.471228460491345,-0.2529225542901,-0.496568861413084,2.01406628713248,-0.0608506133553306,0.432413298034593,-0.411775343560164,-0.0758721223148815,-0.257705770525122,-0.49118378941028,-0.33349650194837,-0.250585867732829,-0.337797174015777,0.0724065514751371,-0.246031578792563,-0.100497556095994
cancer_state_10_0.2,-0.048209962523767,0.588182532534549,0.0454056224847595,-0.432818589245888,0.163082723634607,0.475498058124952,-0.505306610676849,-0.169578442879923,-0.812167579130849,-0.201858593408259,4.30677240999273,-0.119026670966076,-0.31473341684186,-0.366869891595438,0.3282283535955,-0.628508284412617,0.690469505586491,-0.111499756907289,0.317098403123344,-0.0474042352239204,-0.578444902046038,1.09195563492126,-0.105495958089621,-0.646018256730977,-0.114070898490194,1.25312549015926,-0.221424984347017,-0.60914278436176,0.0696365418907501,-0.186163326559164,-0.403501994428842,-0.449465751741657,-0.36739751396268,-0.478286179183243,0.0549477046628629,-0.0288714368940668,-0.104430680248974
cancer_state_8_0.9,-0.0249200185616059,-0.367140398037787,-0.303715215013207,-0.224120291323195,-0.315963023894624,0.34052941004114,-0.166409619520391,-0.170997309503861,0.061591931184483,-0.167928029441459,-0.124133594708702,-0.222239343906677,-0.357413484771721,-0.153761414972753,-0.0053025288748998,-0.25023122816463,0.723553174306178,-0.285613558188662,0.491831645118765,-0.28209150315399,0.130572549839077,-0.259218427212895,-0.315375690625587,-0.237137511434119,2.28404848460775,-0.0750597133883068,0.18369622864661,-0.0575330769744941,-0.0772471702076551,-0.197970410251606,-0.0398675495530687,-0.146320760951539,-0.150338308071914,-0.0779211069255982,-0.105413565425208,-0.227092447611053,-0.0693500613028238
