year,region,activity,feedstocktype,product,property,value,unit
2016,World,sc,naphtha,electricity,def,0.00267623,TJ/t
2016,World,sc,naphtha,electricity,min,0.00267623,TJ/t
2016,World,sc,naphtha,electricity,max,0.00267623,TJ/t
2016,World,sc,naphtha,electricity,abs_min,0.0,TJ/t
2016,World,sc,naphtha,electricity,abs_max,inf,TJ/t
2016,World,sc,naphtha,steam,def,0.03618852,TJ/t
2016,World,sc,naphtha,steam,min,0.03618852,TJ/t
2016,World,sc,naphtha,steam,max,0.03618852,TJ/t
2016,World,sc,naphtha,steam,abs_min,0.0,TJ/t
2016,World,sc,naphtha,steam,abs_max,inf,TJ/t
2016,World,sc,naphtha,cooling_energy,def,0.00014,TJ/t
2016,World,sc,naphtha,cooling_energy,min,0.00014,TJ/t
2016,World,sc,naphtha,cooling_energy,max,0.00014,TJ/t
2016,World,sc,naphtha,cooling_energy,abs_min,0.0,TJ/t
2016,World,sc,naphtha,cooling_energy,abs_max,inf,TJ/t
2016,World,sc,propane,electricity,def,0.0,TJ/t
2016,World,sc,propane,electricity,min,0.0,TJ/t
2016,World,sc,propane,electricity,max,0.0,TJ/t
2016,World,sc,propane,electricity,abs_min,0.0,TJ/t
2016,World,sc,propane,electricity,abs_max,inf,TJ/t
2016,World,sc,propane,steam,def,0.0,TJ/t
2016,World,sc,propane,steam,min,0.0,TJ/t
2016,World,sc,propane,steam,max,0.0,TJ/t
2016,World,sc,propane,steam,abs_min,0.0,TJ/t
2016,World,sc,propane,steam,abs_max,inf,TJ/t
2016,World,sc,propane,cooling_energy,def,0.0,TJ/t
2016,World,sc,propane,cooling_energy,min,0.0,TJ/t
2016,World,sc,propane,cooling_energy,max,0.0,TJ/t
2016,World,sc,propane,cooling_energy,abs_min,0.0,TJ/t
2016,World,sc,propane,cooling_energy,abs_max,inf,TJ/t
2016,World,sc,ethane,electricity,def,0.0,TJ/t
2016,World,sc,ethane,electricity,min,0.0,TJ/t
2016,World,sc,ethane,electricity,max,0.0,TJ/t
2016,World,sc,ethane,electricity,abs_min,0.0,TJ/t
2016,World,sc,ethane,electricity,abs_max,inf,TJ/t
2016,World,sc,ethane,steam,def,0.0,TJ/t
2016,World,sc,ethane,steam,min,0.0,TJ/t
2016,World,sc,ethane,steam,max,0.0,TJ/t
2016,World,sc,ethane,steam,abs_min,0.0,TJ/t
2016,World,sc,ethane,steam,abs_max,inf,TJ/t
2016,World,sc,ethane,cooling_energy,def,0.0,TJ/t
2016,World,sc,ethane,cooling_energy,min,0.0,TJ/t
2016,World,sc,ethane,cooling_energy,max,0.0,TJ/t
2016,World,sc,ethane,cooling_energy,abs_min,0.0,TJ/t
2016,World,sc,ethane,cooling_energy,abs_max,inf,TJ/t
2016,World,sc,gas_oil,electricity,def,0.0,TJ/t
2016,World,sc,gas_oil,electricity,min,0.0,TJ/t
2016,World,sc,gas_oil,electricity,max,0.0,TJ/t
2016,World,sc,gas_oil,electricity,abs_min,0.0,TJ/t
2016,World,sc,gas_oil,electricity,abs_max,inf,TJ/t
2016,World,sc,gas_oil,steam,def,0.0,TJ/t
2016,World,sc,gas_oil,steam,min,0.0,TJ/t
2016,World,sc,gas_oil,steam,max,0.0,TJ/t
2016,World,sc,gas_oil,steam,abs_min,0.0,TJ/t
2016,World,sc,gas_oil,steam,abs_max,inf,TJ/t
2016,World,sc,gas_oil,cooling_energy,def,0.0,TJ/t
2016,World,sc,gas_oil,cooling_energy,min,0.0,TJ/t
2016,World,sc,gas_oil,cooling_energy,max,0.0,TJ/t
2016,World,sc,gas_oil,cooling_energy,abs_min,0.0,TJ/t
2016,World,sc,gas_oil,cooling_energy,abs_max,inf,TJ/t
2016,World,sc,other_petro_products,electricity,def,0.0,TJ/t
2016,World,sc,other_petro_products,electricity,min,0.0,TJ/t
2016,World,sc,other_petro_products,electricity,max,0.0,TJ/t
2016,World,sc,other_petro_products,electricity,abs_min,0.0,TJ/t
2016,World,sc,other_petro_products,electricity,abs_max,inf,TJ/t
2016,World,sc,other_petro_products,steam,def,0.0,TJ/t
2016,World,sc,other_petro_products,steam,min,0.0,TJ/t
2016,World,sc,other_petro_products,steam,max,0.0,TJ/t
2016,World,sc,other_petro_products,steam,abs_min,0.0,TJ/t
2016,World,sc,other_petro_products,steam,abs_max,inf,TJ/t
2016,World,sc,other_petro_products,cooling_energy,def,0.0,TJ/t
2016,World,sc,other_petro_products,cooling_energy,min,0.0,TJ/t
2016,World,sc,other_petro_products,cooling_energy,max,0.0,TJ/t
2016,World,sc,other_petro_products,cooling_energy,abs_min,0.0,TJ/t
2016,World,sc,other_petro_products,cooling_energy,abs_max,inf,TJ/t
2016,World,sc,butane,electricity,def,0.0,TJ/t
2016,World,sc,butane,electricity,min,0.0,TJ/t
2016,World,sc,butane,electricity,max,0.0,TJ/t
2016,World,sc,butane,electricity,abs_min,0.0,TJ/t
2016,World,sc,butane,electricity,abs_max,inf,TJ/t
2016,World,sc,butane,steam,def,0.0,TJ/t
2016,World,sc,butane,steam,min,0.0,TJ/t
2016,World,sc,butane,steam,max,0.0,TJ/t
2016,World,sc,butane,steam,abs_min,0.0,TJ/t
2016,World,sc,butane,steam,abs_max,inf,TJ/t
2016,World,sc,butane,cooling_energy,def,0.0,TJ/t
2016,World,sc,butane,cooling_energy,min,0.0,TJ/t
2016,World,sc,butane,cooling_energy,max,0.0,TJ/t
2016,World,sc,butane,cooling_energy,abs_min,0.0,TJ/t
2016,World,sc,butane,cooling_energy,abs_max,inf,TJ/t
