year,region,activity,property,value,unit
2006,World,coll_treat_aerob_centralised_primary,def,1.25,kg/kg
2006,World,coll_treat_aerob_centralised_primary,min,1.0,kg/kg
2006,World,coll_treat_aerob_centralised_primary,max,1.5,kg/kg
2006,World,coll_treat_aerob_centralised_primary,abs_min,1.0,kg/kg
2006,World,coll_treat_aerob_centralised_primary,abs_max,inf,kg/kg
2006,World,coll_treat_aerob_centralised_primary-and-digest,def,1.25,kg/kg
2006,World,coll_treat_aerob_centralised_primary-and-digest,min,1.0,kg/kg
2006,World,coll_treat_aerob_centralised_primary-and-digest,max,1.5,kg/kg
2006,World,coll_treat_aerob_centralised_primary-and-digest,abs_min,1.0,kg/kg
2006,World,coll_treat_aerob_centralised_primary-and-digest,abs_max,inf,kg/kg
2006,World,coll_treat_aerob_centralised_primary_secondary,def,1.25,kg/kg
2006,World,coll_treat_aerob_centralised_primary_secondary,min,1.0,kg/kg
2006,World,coll_treat_aerob_centralised_primary_secondary,max,1.5,kg/kg
2006,World,coll_treat_aerob_centralised_primary_secondary,abs_min,1.0,kg/kg
2006,World,coll_treat_aerob_centralised_primary_secondary,abs_max,inf,kg/kg
2006,World,coll_treat_aerob_centralised_primary-and-digest_secondary,def,1.25,kg/kg
2006,World,coll_treat_aerob_centralised_primary-and-digest_secondary,min,1.0,kg/kg
2006,World,coll_treat_aerob_centralised_primary-and-digest_secondary,max,1.5,kg/kg
2006,World,coll_treat_aerob_centralised_primary-and-digest_secondary,abs_min,1.0,kg/kg
2006,World,coll_treat_aerob_centralised_primary-and-digest_secondary,abs_max,inf,kg/kg
2006,World,coll_treat_aerob_centralised_primary_secondary-tertiary,def,1.25,kg/kg
2006,World,coll_treat_aerob_centralised_primary_secondary-tertiary,min,1.0,kg/kg
2006,World,coll_treat_aerob_centralised_primary_secondary-tertiary,max,1.5,kg/kg
2006,World,coll_treat_aerob_centralised_primary_secondary-tertiary,abs_min,1.0,kg/kg
2006,World,coll_treat_aerob_centralised_primary_secondary-tertiary,abs_max,inf,kg/kg
2006,World,coll_treat_aerob_centralised_primary-and-digest_secondary-tertiary,def,1.25,kg/kg
2006,World,coll_treat_aerob_centralised_primary-and-digest_secondary-tertiary,min,1.0,kg/kg
2006,World,coll_treat_aerob_centralised_primary-and-digest_secondary-tertiary,max,1.5,kg/kg
2006,World,coll_treat_aerob_centralised_primary-and-digest_secondary-tertiary,abs_min,1.0,kg/kg
2006,World,coll_treat_aerob_centralised_primary-and-digest_secondary-tertiary,abs_max,inf,kg/kg
2006,World,coll_treat_aerob_centralised_industry,def,1.25,kg/kg
2006,World,coll_treat_aerob_centralised_industry,min,1.0,kg/kg
2006,World,coll_treat_aerob_centralised_industry,max,1.5,kg/kg
2006,World,coll_treat_aerob_centralised_industry,abs_min,1.0,kg/kg
2006,World,coll_treat_aerob_centralised_industry,abs_max,inf,kg/kg
2006,World,coll_untreat_sewers-flowing_closed,def,1.0,kg/kg
2006,World,coll_untreat_sewers-flowing_closed,min,1.0,kg/kg
2006,World,coll_untreat_sewers-flowing_closed,max,1.0,kg/kg
2006,World,coll_untreat_sewers-flowing_closed,abs_min,1.0,kg/kg
2006,World,coll_untreat_sewers-flowing_closed,abs_max,inf,kg/kg
2006,World,coll_untreat_sewers-flowing_open,def,1.0,kg/kg
2006,World,coll_untreat_sewers-flowing_open,min,1.0,kg/kg
2006,World,coll_untreat_sewers-flowing_open,max,1.0,kg/kg
2006,World,coll_untreat_sewers-flowing_open,abs_min,1.0,kg/kg
2006,World,coll_untreat_sewers-flowing_open,abs_max,inf,kg/kg
2006,World,coll_untreat_sewer-stagnant,def,1.0,kg/kg
2006,World,coll_untreat_sewer-stagnant,min,1.0,kg/kg
2006,World,coll_untreat_sewer-stagnant,max,1.0,kg/kg
2006,World,coll_untreat_sewer-stagnant,abs_min,1.0,kg/kg
2006,World,coll_untreat_sewer-stagnant,abs_max,inf,kg/kg
2006,World,uncoll_septic-tanks,def,1.0,kg/kg
2006,World,uncoll_septic-tanks,min,1.0,kg/kg
2006,World,uncoll_septic-tanks,max,1.0,kg/kg
2006,World,uncoll_septic-tanks,abs_min,1.0,kg/kg
2006,World,uncoll_septic-tanks,abs_max,inf,kg/kg
2006,World,uncoll_septic-system,def,1.0,kg/kg
2006,World,uncoll_septic-system,min,1.0,kg/kg
