year,region,activity,property,value,unit
2006,World,coll_treat_aerob_centralised_industry,def,0.0,kg/kg
2006,World,coll_treat_aerob_centralised_industry,min,0.0,kg/kg
2006,World,coll_treat_aerob_centralised_industry,max,0.1,kg/kg
2006,World,coll_treat_aerob_centralised_industry,abs_min,0.0,kg/kg
2006,World,coll_treat_aerob_centralised_industry,abs_max,1.0,kg/kg
2006,World,coll_treat_aerob_centralised_primary,def,0.03,kg/kg
2006,World,coll_treat_aerob_centralised_primary,min,0.003,kg/kg
2006,World,coll_treat_aerob_centralised_primary,max,0.09,kg/kg
2006,World,coll_treat_aerob_centralised_primary,abs_min,0.0,kg/kg
2006,World,coll_treat_aerob_centralised_primary,abs_max,1.0,kg/kg
2006,World,coll_treat_aerob_centralised_primary-and-digest,def,0.03,kg/kg
2006,World,coll_treat_aerob_centralised_primary-and-digest,min,0.003,kg/kg
2006,World,coll_treat_aerob_centralised_primary-and-digest,max,0.09,kg/kg
2006,World,coll_treat_aerob_centralised_primary-and-digest,abs_min,0.0,kg/kg
2006,World,coll_treat_aerob_centralised_primary-and-digest,abs_max,1.0,kg/kg
2006,World,coll_treat_aerob_centralised_wo-primary,def,0.03,kg/kg
2006,World,coll_treat_aerob_centralised_wo-primary,min,0.003,kg/kg
2006,World,coll_treat_aerob_centralised_wo-primary,max,0.09,kg/kg
2006,World,coll_treat_aerob_centralised_wo-primary,abs_min,0.0,kg/kg
2006,World,coll_treat_aerob_centralised_wo-primary,abs_max,1.0,kg/kg
2006,World,coll_treat_aerob_centralised_primary_secondary,def,0.03,kg/kg
2006,World,coll_treat_aerob_centralised_primary_secondary,min,0.003,kg/kg
2006,World,coll_treat_aerob_centralised_primary_secondary,max,0.09,kg/kg
2006,World,coll_treat_aerob_centralised_primary_secondary,abs_min,0.0,kg/kg
2006,World,coll_treat_aerob_centralised_primary_secondary,abs_max,1.0,kg/kg
2006,World,coll_treat_aerob_centralised_primary-and-digest_secondary,def,0.03,kg/kg
2006,World,coll_treat_aerob_centralised_primary-and-digest_secondary,min,0.003,kg/kg
2006,World,coll_treat_aerob_centralised_primary-and-digest_secondary,max,0.09,kg/kg
2006,World,coll_treat_aerob_centralised_primary-and-digest_secondary,abs_min,0.0,kg/kg
2006,World,coll_treat_aerob_centralised_primary-and-digest_secondary,abs_max,1.0,kg/kg
2006,World,coll_treat_aerob_centralised_primary_secondary-tertiary,def,0.03,kg/kg
2006,World,coll_treat_aerob_centralised_primary_secondary-tertiary,min,0.003,kg/kg
2006,World,coll_treat_aerob_centralised_primary_secondary-tertiary,max,0.09,kg/kg
2006,World,coll_treat_aerob_centralised_primary_secondary-tertiary,abs_min,0.0,kg/kg
2006,World,coll_treat_aerob_centralised_primary_secondary-tertiary,abs_max,1.0,kg/kg
2006,World,coll_treat_aerob_centralised_primary-and-digest_secondary-tertiary,def,0.03,kg/kg
2006,World,coll_treat_aerob_centralised_primary-and-digest_secondary-tertiary,min,0.003,kg/kg
2006,World,coll_treat_aerob_centralised_primary-and-digest_secondary-tertiary,max,0.09,kg/kg
2006,World,coll_treat_aerob_centralised_primary-and-digest_secondary-tertiary,abs_min,0.0,kg/kg
2006,World,coll_treat_aerob_centralised_primary-and-digest_secondary-tertiary,abs_max,1.0,kg/kg
2006,World,coll_treat_anaerob_a-lagoons,def,0.2,kg/kg
2006,World,coll_treat_anaerob_a-lagoons,min,0.0,kg/kg
2006,World,coll_treat_anaerob_a-lagoons,max,0.3,kg/kg
2006,World,coll_treat_anaerob_a-lagoons,abs_min,0.0,kg/kg
2006,World,coll_treat_anaerob_a-lagoons,abs_max,1.0,kg/kg
2006,World,coll_treat_anaerob_f-lagoons,def,0.2,kg/kg
2006,World,coll_treat_anaerob_f-lagoons,min,0.0,kg/kg
2006,World,coll_treat_anaerob_f-lagoons,max,0.3,kg/kg
2006,World,coll_treat_anaerob_f-lagoons,abs_min,0.0,kg/kg
2006,World,coll_treat_anaerob_f-lagoons,abs_max,1.0,kg/kg
2006,World,coll_treat_anaerob_a-reactors,def,0.8,kg/kg
2006,World,coll_treat_anaerob_a-reactors,min,0.8,kg/kg
2006,World,coll_treat_anaerob_a-reactors,max,1.0,kg/kg
2006,World,coll_treat_anaerob_a-reactors,abs_min,0.0,kg/kg
2006,World,coll_treat_anaerob_a-reactors,abs_max,1.0,kg/kg
2006,World,coll_untreat_sewers-flowing_closed,def,0.0,kg/kg
2006,World,coll_untreat_sewers-flowing_closed,min,0.0,kg/kg
2006,World,coll_untreat_sewers-flowing_closed,max,0.0,kg/kg
2006,World,coll_untreat_sewers-flowing_closed,abs_min,0.0,kg/kg
2006,World,coll_untreat_sewers-flowing_closed,abs_max,1.0,kg/kg
2006,World,coll_untreat_sewers-flowing_open,def,0.0,kg/kg
2006,World,coll_untreat_sewers-flowing_open,min,0.0,kg/kg
2006,World,coll_untreat_sewers-flowing_open,max,0.0,kg/kg
2006,World,coll_untreat_sewers-flowing_open,abs_min,0.0,kg/kg
2006,World,coll_untreat_sewers-flowing_open,abs_max,1.0,kg/kg
2006,World,coll_untreat_sewer-stagnant,def,0.5,kg/kg
