year,region,income_class,activity,property,value,unit
2006,PK,urban-high,no_treat,def,0.0,m3/m3
2006,PK,urban-low,septic-tank,def,0.14,m3/m3
2006,PK,urban-low,latrine,def,0.1,m3/m3
2006,PK,urban-low,ww_other,def,0.03,m3/m3
2006,PK,urban-low,sewer,def,0.53,m3/m3
2006,PK,urban-low,no_treat,def,0.2,m3/m3
2006,BD,rural,septic-tank,def,0.0,m3/m3
2006,BD,rural,latrine,def,0.47,m3/m3
2006,BD,rural,ww_other,def,0.0,m3/m3
2006,BD,rural,sewer,def,0.1,m3/m3
2006,BD,rural,no_treat,def,0.43,m3/m3
2006,BD,urban-high,septic-tank,def,0.18,m3/m3
2006,BD,urban-high,latrine,def,0.08,m3/m3
2006,BD,urban-high,ww_other,def,0.0,m3/m3
2006,BD,urban-high,sewer,def,0.74,m3/m3
2006,BD,urban-high,no_treat,def,0.0,m3/m3
2006,BD,urban-low,septic-tank,def,0.14,m3/m3
2006,BD,urban-low,latrine,def,0.1,m3/m3
2006,BD,urban-low,ww_other,def,0.03,m3/m3
2006,BD,urban-low,sewer,def,0.53,m3/m3
2006,BD,urban-low,no_treat,def,0.2,m3/m3
2006,JP,rural,septic-tank,def,0.2,m3/m3
2006,JP,rural,latrine,def,0.0,m3/m3
2006,JP,rural,ww_other,def,0.5,m3/m3
2006,JP,rural,sewer,def,0.3,m3/m3
2006,JP,rural,no_treat,def,0.0,m3/m3
2006,JP,urban-high,septic-tank,def,0.0,m3/m3
2006,JP,urban-high,latrine,def,0.0,m3/m3
2006,JP,urban-high,ww_other,def,0.1,m3/m3
2006,JP,urban-high,sewer,def,0.9,m3/m3
2006,JP,urban-high,no_treat,def,0.0,m3/m3
2006,JP,urban-low,septic-tank,def,0.1,m3/m3
2006,JP,urban-low,latrine,def,0.0,m3/m3
2006,JP,urban-low,ww_other,def,0.0,m3/m3
2006,JP,urban-low,sewer,def,0.9,m3/m3
2006,JP,urban-low,no_treat,def,0.0,m3/m3
2006,RU,rural,septic-tank,def,0.3,m3/m3
2006,RU,rural,latrine,def,0.1,m3/m3
2006,RU,rural,ww_other,def,0.0,m3/m3
2006,RU,rural,sewer,def,0.6,m3/m3
2006,RU,rural,no_treat,def,0.0,m3/m3
2006,RU,urban-high,septic-tank,def,0.1,m3/m3
2006,RU,urban-high,latrine,def,0.0,m3/m3
2006,RU,urban-high,ww_other,def,0.0,m3/m3
2006,RU,urban-high,sewer,def,0.9,m3/m3
2006,RU,urban-high,no_treat,def,0.0,m3/m3
2006,DE,rural,septic-tank,def,0.2,m3/m3
2006,DE,rural,latrine,def,0.0,m3/m3
2006,DE,rural,ww_other,def,0.0,m3/m3
2006,DE,rural,sewer,def,0.8,m3/m3
2006,DE,rural,no_treat,def,0.0,m3/m3
2006,DE,urban-high,septic-tank,def,0.05,m3/m3
2006,DE,urban-high,latrine,def,0.0,m3/m3
2006,DE,urban-high,ww_other,def,0.0,m3/m3
2006,DE,urban-high,sewer,def,0.95,m3/m3
2006,DE,urban-high,no_treat,def,0.0,m3/m3
2006,GB,rural,septic-tank,def,0.11,m3/m3
2006,GB,rural,latrine,def,0.0,m3/m3
2006,GB,rural,ww_other,def,0.0,m3/m3
2006,GB,rural,sewer,def,0.89,m3/m3
2006,GB,rural,no_treat,def,0.0,m3/m3
2006,GB,urban-high,septic-tank,def,0.0,m3/m3
2006,GB,urban-high,latrine,def,0.0,m3/m3
2006,GB,urban-high,ww_other,def,0.0,m3/m3
2006,GB,urban-high,sewer,def,1.0,m3/m3
2006,GB,urban-high,no_treat,def,0.0,m3/m3
2006,FR,rural,septic-tank,def,0.37,m3/m3
2006,FR,rural,latrine,def,0.0,m3/m3
2006,FR,rural,ww_other,def,0.0,m3/m3
2006,FR,rural,sewer,def,0.63,m3/m3
2006,FR,rural,no_treat,def,0.0,m3/m3
2006,FR,urban-high,septic-tank,def,0.0,m3/m3
2006,FR,urban-high,latrine,def,0.0,m3/m3
2006,FR,urban-high,ww_other,def,0.0,m3/m3
2006,FR,urban-high,sewer,def,1.0,m3/m3
2006,FR,urban-high,no_treat,def,0.0,m3/m3
2006,IT,rural,septic-tank,def,0.42,m3/m3
2006,IT,rural,latrine,def,0.0,m3/m3
2006,IT,rural,ww_other,def,0.0,m3/m3
2006,IT,rural,sewer,def,0.58,m3/m3
2006,IT,rural,no_treat,def,0.0,m3/m3
2006,IT,urban-high,septic-tank,def,0.04,m3/m3
2006,IT,urban-high,latrine,def,0.0,m3/m3
2006,IT,urban-high,ww_other,def,0.0,m3/m3
2006,IT,urban-high,sewer,def,0.96,m3/m3
2006,IT,urban-high,no_treat,def,0.0,m3/m3
2006,US,rural,septic-tank,def,0.9,m3/m3
2006,US,rural,latrine,def,0.02,m3/m3
2006,US,rural,ww_other,def,0.0,m3/m3
2006,US,rural,sewer,def,0.08,m3/m3
2006,US,rural,no_treat,def,0.0,m3/m3
2006,US,urban-high,septic-tank,def,0.05,m3/m3
2006,US,urban-high,latrine,def,0.0,m3/m3
2006,US,urban-high,ww_other,def,0.0,m3/m3
2006,US,urban-high,sewer,def,0.95,m3/m3
2006,US,urban-high,no_treat,def,0.0,m3/m3
2006,CA,rural,septic-tank,def,0.9,m3/m3
2006,CA,rural,latrine,def,0.02,m3/m3
2006,CA,rural,ww_other,def,0.0,m3/m3
2006,CA,rural,sewer,def,0.08,m3/m3
2006,CA,rural,no_treat,def,0.0,m3/m3
2006,CA,urban-high,septic-tank,def,0.05,m3/m3
2006,CA,urban-high,latrine,def,0.0,m3/m3
2006,CA,urban-high,ww_other,def,0.0,m3/m3
2006,CA,urban-high,sewer,def,0.95,m3/m3
2006,CA,urban-high,no_treat,def,0.0,m3/m3
2006,BR,rural,septic-tank,def,0.0,m3/m3
2006,BR,rural,latrine,def,0.45,m3/m3
2006,BR,rural,ww_other,def,0.0,m3/m3
2006,BR,rural,sewer,def,0.1,m3/m3
2006,BR,rural,no_treat,def,0.45,m3/m3
2006,BR,urban-high,septic-tank,def,0.0,m3/m3
2006,BR,urban-high,latrine,def,0.2,m3/m3
2006,BR,urban-high,ww_other,def,0.0,m3/m3
2006,BR,urban-high,sewer,def,0.8,m3/m3
2006,BR,urban-high,no_treat,def,0.0,m3/m3
2006,BR,urban-low,septic-tank,def,0.0,m3/m3
2006,BR,urban-low,latrine,def,0.4,m3/m3
2006,BR,urban-low,ww_other,def,0.0,m3/m3
2006,BR,urban-low,sewer,def,0.4,m3/m3
2006,BR,urban-low,no_treat,def,0.2,m3/m3
2006,MX,rural,septic-tank,def,0.0,m3/m3
2006,MX,rural,latrine,def,0.45,m3/m3
2006,MX,rural,ww_other,def,0.0,m3/m3
2006,MX,rural,sewer,def,0.1,m3/m3
2006,MX,rural,no_treat,def,0.45,m3/m3
2006,MX,urban-high,septic-tank,def,0.0,m3/m3
2006,MX,urban-high,latrine,def,0.2,m3/m3
2006,MX,urban-high,ww_other,def,0.0,m3/m3
2006,MX,urban-high,sewer,def,0.8,m3/m3
2006,MX,urban-high,no_treat,def,0.0,m3/m3
2006,MX,urban-low,septic-tank,def,0.0,m3/m3
2006,MX,urban-low,latrine,def,0.4,m3/m3
2006,MX,urban-low,ww_other,def,0.0,m3/m3
2006,MX,urban-low,sewer,def,0.4,m3/m3
2006,MX,urban-low,no_treat,def,0.2,m3/m3
2006,AU,rural,septic-tank,def,0.9,m3/m3
2006,AU,rural,latrine,def,0.02,m3/m3
2006,AU,rural,ww_other,def,0.0,m3/m3
2006,AU,rural,sewer,def,0.08,m3/m3
2006,AU,rural,no_treat,def,0.0,m3/m3
2006,AU,urban-high,septic-tank,def,0.05,m3/m3
2006,AU,urban-high,latrine,def,0.0,m3/m3
2006,AU,urban-high,ww_other,def,0.0,m3/m3
2006,AU,urban-high,sewer,def,0.95,m3/m3
2006,AU,urban-high,no_treat,def,0.0,m3/m3
2006,NZ,rural,septic-tank,def,0.9,m3/m3
2006,NZ,rural,latrine,def,0.02,m3/m3
2006,NZ,rural,ww_other,def,0.0,m3/m3
2006,NZ,rural,sewer,def,0.08,m3/m3
2006,NZ,rural,no_treat,def,0.0,m3/m3
2006,NZ,urban-high,septic-tank,def,0.05,m3/m3
2006,NZ,urban-high,latrine,def,0.0,m3/m3
2006,NZ,urban-high,ww_other,def,0.0,m3/m3
2006,NZ,urban-high,sewer,def,0.95,m3/m3
2006,NZ,urban-high,no_treat,def,0.0,m3/m3
2006,NG,rural,septic-tank,min,0.0194,m3/m3
2006,NG,rural,latrine,min,0.2716,m3/m3
2006,NG,rural,ww_other,min,0.0388,m3/m3
2006,NG,rural,sewer,min,0.097,m3/m3
2006,NG,rural,no_treat,min,0.5432,m3/m3
2006,NG,urban-high,septic-tank,min,0.3104,m3/m3
2006,NG,urban-high,latrine,min,0.3007,m3/m3
2006,NG,urban-high,ww_other,min,0.0,m3/m3
2006,NG,urban-high,sewer,min,0.3589,m3/m3
2006,NG,urban-high,no_treat,min,0.0,m3/m3
2006,NG,urban-low,septic-tank,min,0.1649,m3/m3
2006,NG,urban-low,latrine,min,0.2328,m3/m3
2006,NG,urban-low,ww_other,min,0.0485,m3/m3
2006,NG,urban-low,sewer,min,0.3298,m3/m3
2006,NG,urban-low,no_treat,min,0.194,m3/m3
2006,EG,rural,septic-tank,min,0.0194,m3/m3
2006,EG,rural,latrine,min,0.2716,m3/m3
2006,EG,rural,ww_other,min,0.0388,m3/m3
2006,EG,rural,sewer,min,0.097,m3/m3
2006,EG,rural,no_treat,min,0.5432,m3/m3
2006,EG,urban-high,septic-tank,min,0.1455,m3/m3
2006,EG,urban-high,latrine,min,0.0485,m3/m3
2006,EG,urban-high,ww_other,min,0.097,m3/m3
2006,EG,urban-high,sewer,min,0.679,m3/m3
2006,EG,urban-high,no_treat,min,0.0,m3/m3
2006,EG,urban-low,septic-tank,min,0.1649,m3/m3
2006,EG,urban-low,latrine,min,0.2328,m3/m3
2006,EG,urban-low,ww_other,min,0.0485,m3/m3
2006,EG,urban-low,sewer,min,0.3298,m3/m3
2006,EG,urban-low,no_treat,min,0.194,m3/m3
2006,KE,rural,septic-tank,min,0.0194,m3/m3
2006,KE,rural,latrine,min,0.2716,m3/m3
2006,KE,rural,ww_other,min,0.0388,m3/m3
2006,KE,rural,sewer,min,0.097,m3/m3
2006,KE,rural,no_treat,min,0.5432,m3/m3
2006,KE,urban-high,septic-tank,min,0.3104,m3/m3
2006,KE,urban-high,latrine,min,0.3007,m3/m3
2006,KE,urban-high,ww_other,min,0.0,m3/m3
2006,KE,urban-high,sewer,min,0.3589,m3/m3
2006,KE,urban-high,no_treat,min,0.0,m3/m3
2006,KE,urban-low,septic-tank,min,0.1649,m3/m3
2006,KE,urban-low,latrine,min,0.2328,m3/m3
2006,KE,urban-low,ww_other,min,0.0485,m3/m3
2006,KE,urban-low,sewer,min,0.3298,m3/m3
2006,KE,urban-low,no_treat,min,0.194,m3/m3
2006,ZA,rural,septic-tank,min,0.097,m3/m3
2006,ZA,rural,latrine,min,0.2716,m3/m3
2006,ZA,rural,ww_other,min,0.0388,m3/m3
2006,ZA,rural,sewer,min,0.097,m3/m3
2006,ZA,rural,no_treat,min,0.4656,m3/m3
2006,ZA,urban-high,septic-tank,min,0.1455,m3/m3
2006,ZA,urban-high,latrine,min,0.1455,m3/m3
2006,ZA,urban-high,ww_other,min,0.0,m3/m3
2006,ZA,urban-high,sewer,min,0.679,m3/m3
2006,ZA,urban-high,no_treat,min,0.0,m3/m3
2006,ZA,urban-low,septic-tank,min,0.1649,m3/m3
2006,ZA,urban-low,latrine,min,0.2328,m3/m3
2006,ZA,urban-low,ww_other,min,0.0485,m3/m3
2006,ZA,urban-low,sewer,min,0.3298,m3/m3
2006,ZA,urban-low,no_treat,min,0.194,m3/m3
2006,CN,rural,septic-tank,min,0.0,m3/m3
2006,CN,rural,latrine,min,0.4559,m3/m3
2006,CN,rural,ww_other,min,0.485,m3/m3
2006,CN,rural,sewer,min,0.0,m3/m3
2006,CN,rural,no_treat,min,0.0291,m3/m3
2006,CN,urban-high,septic-tank,min,0.1746,m3/m3
2006,CN,urban-high,latrine,min,0.0776,m3/m3
2006,CN,urban-high,ww_other,min,0.0679,m3/m3
2006,CN,urban-high,sewer,min,0.6499,m3/m3
2006,CN,urban-high,no_treat,min,0.0,m3/m3
2006,CN,urban-low,septic-tank,min,0.1358,m3/m3
2006,CN,urban-low,latrine,min,0.097,m3/m3
2006,CN,urban-low,ww_other,min,0.0291,m3/m3
2006,CN,urban-low,sewer,min,0.6596,m3/m3
2006,CN,urban-low,no_treat,min,0.0485,m3/m3
2006,IN,rural,septic-tank,min,0.0,m3/m3
2006,IN,rural,latrine,min,0.4559,m3/m3
2006,IN,rural,ww_other,min,0.097,m3/m3
2006,IN,rural,sewer,min,0.097,m3/m3
2006,IN,rural,no_treat,min,0.3201,m3/m3
2006,IN,urban-high,septic-tank,min,0.1746,m3/m3
2006,IN,urban-high,latrine,min,0.0776,m3/m3
2006,IN,urban-high,ww_other,min,0.0679,m3/m3
2006,IN,urban-high,sewer,min,0.6499,m3/m3
2006,IN,urban-high,no_treat,min,0.0,m3/m3
2006,IN,urban-low,septic-tank,min,0.1358,m3/m3
2006,IN,urban-low,latrine,min,0.097,m3/m3
2006,IN,urban-low,ww_other,min,0.0291,m3/m3
2006,IN,urban-low,sewer,min,0.5141,m3/m3
2006,IN,urban-low,no_treat,min,0.194,m3/m3
2006,ID,rural,septic-tank,min,0.0,m3/m3
2006,ID,rural,latrine,min,0.4559,m3/m3
2006,ID,rural,ww_other,min,0.0,m3/m3
2006,ID,rural,sewer,min,0.097,m3/m3
2006,ID,rural,no_treat,min,0.4171,m3/m3
2006,ID,urban-high,septic-tank,min,0.1746,m3/m3
2006,ID,urban-high,latrine,min,0.0776,m3/m3
2006,ID,urban-high,ww_other,min,0.0,m3/m3
2006,ID,urban-high,sewer,min,0.7178,m3/m3
2006,ID,urban-high,no_treat,min,0.0,m3/m3
2006,ID,urban-low,septic-tank,min,0.1358,m3/m3
2006,ID,urban-low,latrine,min,0.097,m3/m3
2006,ID,urban-low,ww_other,min,0.0291,m3/m3
2006,ID,urban-low,sewer,min,0.5141,m3/m3
2006,ID,urban-low,no_treat,min,0.194,m3/m3
2006,PK,rural,septic-tank,min,0.0,m3/m3
2006,PK,rural,latrine,min,0.4559,m3/m3
2006,PK,rural,ww_other,min,0.0,m3/m3
2006,PK,rural,sewer,min,0.097,m3/m3
2006,PK,rural,no_treat,min,0.4171,m3/m3
2006,PK,urban-high,septic-tank,min,0.1746,m3/m3
2006,PK,urban-high,latrine,min,0.0776,m3/m3
2006,PK,urban-high,ww_other,min,0.0,m3/m3
2006,PK,urban-high,sewer,min,0.7178,m3/m3
2006,PK,urban-high,no_treat,min,0.0,m3/m3
2006,PK,urban-low,septic-tank,min,0.1358,m3/m3
2006,PK,urban-low,latrine,min,0.097,m3/m3
2006,PK,urban-low,ww_other,min,0.0291,m3/m3
2006,PK,urban-low,sewer,min,0.5141,m3/m3
2006,PK,urban-low,no_treat,min,0.194,m3/m3
2006,BD,rural,septic-tank,min,0.0,m3/m3
2006,BD,rural,latrine,min,0.4559,m3/m3
2006,BD,rural,ww_other,min,0.0,m3/m3
2006,BD,rural,sewer,min,0.097,m3/m3
2006,BD,rural,no_treat,min,0.4171,m3/m3
2006,BD,urban-high,septic-tank,min,0.1746,m3/m3
2006,BD,urban-high,latrine,min,0.0776,m3/m3
2006,BD,urban-high,ww_other,min,0.0,m3/m3
2006,BD,urban-high,sewer,min,0.7178,m3/m3
2006,BD,urban-high,no_treat,min,0.0,m3/m3
2006,BD,urban-low,septic-tank,min,0.1358,m3/m3
2006,BD,urban-low,latrine,min,0.097,m3/m3
2006,BD,urban-low,ww_other,min,0.0291,m3/m3
2006,BD,urban-low,sewer,min,0.5141,m3/m3
2006,BD,urban-low,no_treat,min,0.194,m3/m3
2006,JP,rural,septic-tank,min,0.194,m3/m3
2006,JP,rural,latrine,min,0.0,m3/m3
2006,JP,rural,ww_other,min,0.485,m3/m3
2006,JP,rural,sewer,min,0.291,m3/m3
2006,JP,rural,no_treat,min,0.0,m3/m3
2006,JP,urban-high,septic-tank,min,0.0,m3/m3
2006,JP,urban-high,latrine,min,0.0,m3/m3
2006,JP,urban-high,ww_other,min,0.097,m3/m3
2006,JP,urban-high,sewer,min,0.873,m3/m3
2006,JP,urban-high,no_treat,min,0.0,m3/m3
2006,JP,urban-low,septic-tank,min,0.097,m3/m3
2006,JP,urban-low,latrine,min,0.0,m3/m3
2006,JP,urban-low,ww_other,min,0.0,m3/m3
2006,JP,urban-low,sewer,min,0.873,m3/m3
2006,JP,urban-low,no_treat,min,0.0,m3/m3
2006,RU,rural,septic-tank,min,0.291,m3/m3
2006,RU,rural,latrine,min,0.097,m3/m3
2006,RU,rural,ww_other,min,0.0,m3/m3
2006,RU,rural,sewer,min,0.582,m3/m3
2006,RU,rural,no_treat,min,0.0,m3/m3
2006,RU,urban-high,septic-tank,min,0.097,m3/m3
2006,RU,urban-high,latrine,min,0.0,m3/m3
2006,RU,urban-high,ww_other,min,0.0,m3/m3
2006,RU,urban-high,sewer,min,0.873,m3/m3
2006,RU,urban-high,no_treat,min,0.0,m3/m3
2006,DE,rural,septic-tank,min,0.194,m3/m3
2006,DE,rural,latrine,min,0.0,m3/m3
2006,DE,rural,ww_other,min,0.0,m3/m3
2006,DE,rural,sewer,min,0.776,m3/m3
2006,DE,rural,no_treat,min,0.0,m3/m3
2006,DE,urban-high,septic-tank,min,0.0485,m3/m3
2006,DE,urban-high,latrine,min,0.0,m3/m3
2006,DE,urban-high,ww_other,min,0.0,m3/m3
2006,DE,urban-high,sewer,min,0.9215,m3/m3
2006,DE,urban-high,no_treat,min,0.0,m3/m3
2006,GB,rural,septic-tank,min,0.1067,m3/m3
2006,GB,rural,latrine,min,0.0,m3/m3
2006,GB,rural,ww_other,min,0.0,m3/m3
2006,GB,rural,sewer,min,0.8633,m3/m3
2006,GB,rural,no_treat,min,0.0,m3/m3
2006,GB,urban-high,septic-tank,min,0.0,m3/m3
2006,GB,urban-high,latrine,min,0.0,m3/m3
2006,GB,urban-high,ww_other,min,0.0,m3/m3
2006,GB,urban-high,sewer,min,0.97,m3/m3
2006,GB,urban-high,no_treat,min,0.0,m3/m3
2006,FR,rural,septic-tank,min,0.3589,m3/m3
2006,FR,rural,latrine,min,0.0,m3/m3
2006,FR,rural,ww_other,min,0.0,m3/m3
2006,FR,rural,sewer,min,0.6111,m3/m3
2006,FR,rural,no_treat,min,0.0,m3/m3
2006,FR,urban-high,septic-tank,min,0.0,m3/m3
2006,FR,urban-high,latrine,min,0.0,m3/m3
2006,FR,urban-high,ww_other,min,0.0,m3/m3
2006,FR,urban-high,sewer,min,0.97,m3/m3
2006,FR,urban-high,no_treat,min,0.0,m3/m3
2006,IT,rural,septic-tank,min,0.4074,m3/m3
2006,IT,rural,latrine,min,0.0,m3/m3
2006,IT,rural,ww_other,min,0.0,m3/m3
2006,IT,rural,sewer,min,0.5626,m3/m3
2006,IT,rural,no_treat,min,0.0,m3/m3
2006,IT,urban-high,septic-tank,min,0.0388,m3/m3
2006,IT,urban-high,latrine,min,0.0,m3/m3
2006,IT,urban-high,ww_other,min,0.0,m3/m3
2006,IT,urban-high,sewer,min,0.9312,m3/m3
2006,IT,urban-high,no_treat,min,0.0,m3/m3
2006,US,rural,septic-tank,min,0.873,m3/m3
2006,US,rural,latrine,min,0.0194,m3/m3
2006,US,rural,ww_other,min,0.0,m3/m3
2006,US,rural,sewer,min,0.0776,m3/m3
2006,US,rural,no_treat,min,0.0,m3/m3
2006,US,urban-high,septic-tank,min,0.0485,m3/m3
2006,US,urban-high,latrine,min,0.0,m3/m3
2006,US,urban-high,ww_other,min,0.0,m3/m3
2006,US,urban-high,sewer,min,0.9215,m3/m3
2006,US,urban-high,no_treat,min,0.0,m3/m3
2006,CA,rural,septic-tank,min,0.873,m3/m3
2006,CA,rural,latrine,min,0.0194,m3/m3
2006,CA,rural,ww_other,min,0.0,m3/m3
2006,CA,rural,sewer,min,0.0776,m3/m3
2006,CA,rural,no_treat,min,0.0,m3/m3
2006,CA,urban-high,septic-tank,min,0.0485,m3/m3
2006,CA,urban-high,latrine,min,0.0,m3/m3
2006,CA,urban-high,ww_other,min,0.0,m3/m3
2006,CA,urban-high,sewer,min,0.9215,m3/m3
2006,CA,urban-high,no_treat,min,0.0,m3/m3
2006,BR,rural,septic-tank,min,0.0,m3/m3
2006,BR,rural,latrine,min,0.4365,m3/m3
2006,BR,rural,ww_other,min,0.0,m3/m3
2006,BR,rural,sewer,min,0.097,m3/m3
2006,BR,rural,no_treat,min,0.4365,m3/m3
2006,BR,urban-high,septic-tank,min,0.0,m3/m3
2006,BR,urban-high,latrine,min,0.194,m3/m3
2006,BR,urban-high,ww_other,min,0.0,m3/m3
2006,BR,urban-high,sewer,min,0.776,m3/m3
2006,BR,urban-high,no_treat,min,0.0,m3/m3
2006,BR,urban-low,septic-tank,min,0.0,m3/m3
2006,BR,urban-low,latrine,min,0.388,m3/m3
2006,BR,urban-low,ww_other,min,0.0,m3/m3
2006,BR,urban-low,sewer,min,0.388,m3/m3
2006,BR,urban-low,no_treat,min,0.194,m3/m3
2006,MX,rural,septic-tank,min,0.0,m3/m3
2006,MX,rural,latrine,min,0.4365,m3/m3
2006,MX,rural,ww_other,min,0.0,m3/m3
2006,MX,rural,sewer,min,0.097,m3/m3
2006,MX,rural,no_treat,min,0.4365,m3/m3
2006,MX,urban-high,septic-tank,min,0.0,m3/m3
2006,MX,urban-high,latrine,min,0.194,m3/m3
