year,region,activity,product,property,value,unit
2015,World,no_by-product_recovery,coke_oven_gas,def,0.119579658,t/t
2015,World,no_by-product_recovery,coke_oven_gas,min,0.107621692,t/t
2015,World,no_by-product_recovery,coke_oven_gas,max,0.131537624,t/t
2015,World,no_by-product_recovery,coke_oven_gas,abs_min,0.0,t/t
2015,World,no_by-product_recovery,coke_oven_gas,abs_max,inf,t/t
2015,World,no_by-product_recovery,tar,def,0.0434,t/t
2015,World,no_by-product_recovery,tar,min,0.03906,t/t
2015,World,no_by-product_recovery,tar,max,0.04774,t/t
2015,World,no_by-product_recovery,tar,abs_min,0.0,t/t
2015,World,no_by-product_recovery,tar,abs_max,inf,t/t
2015,World,no_by-product_recovery,sulphur,def,0.0012,t/t
2015,World,no_by-product_recovery,sulphur,min,0.00108,t/t
2015,World,no_by-product_recovery,sulphur,max,0.00132,t/t
2015,World,no_by-product_recovery,sulphur,abs_min,0.0,t/t
2015,World,no_by-product_recovery,sulphur,abs_max,inf,t/t
2015,World,no_by-product_recovery,benzene,def,0.01004,t/t
2015,World,no_by-product_recovery,benzene,min,0.009036,t/t
2015,World,no_by-product_recovery,benzene,max,0.011044,t/t
2015,World,no_by-product_recovery,benzene,abs_min,0.0,t/t
2015,World,no_by-product_recovery,benzene,abs_max,inf,t/t
2015,World,by-product_recovery,coke_oven_gas,def,0.119579658,t/t
2015,World,by-product_recovery,coke_oven_gas,min,0.107621692,t/t
2015,World,by-product_recovery,coke_oven_gas,max,0.131537624,t/t
2015,World,by-product_recovery,coke_oven_gas,abs_min,0.0,t/t
2015,World,by-product_recovery,coke_oven_gas,abs_max,inf,t/t
2015,World,by-product_recovery,tar,def,0.0434,t/t
2015,World,by-product_recovery,tar,min,0.03906,t/t
2015,World,by-product_recovery,tar,max,0.04774,t/t
2015,World,by-product_recovery,tar,abs_min,0.0,t/t
2015,World,by-product_recovery,tar,abs_max,inf,t/t
2015,World,by-product_recovery,sulphur,def,0.0012,t/t
2015,World,by-product_recovery,sulphur,min,0.00108,t/t
2015,World,by-product_recovery,sulphur,max,0.00132,t/t
2015,World,by-product_recovery,sulphur,abs_min,0.0,t/t
2015,World,by-product_recovery,sulphur,abs_max,inf,t/t
2015,World,by-product_recovery,benzene,def,0.01004,t/t
2015,World,by-product_recovery,benzene,min,0.009036,t/t
2015,World,by-product_recovery,benzene,max,0.011044,t/t
2015,World,by-product_recovery,benzene,abs_min,0.0,t/t
2015,World,by-product_recovery,benzene,abs_max,inf,t/t
