year,region,activity,product,property,value,unit
2019,World,bof,electricity,def,0.4,GJ/t
2019,World,bof,natural_gas,def,2.95,GJ/t
2019,World,eaf,natural_gas,def,0.0,GJ/t
2019,World,bof,electricity,min,0.36,GJ/t
2019,World,bof,natural_gas,min,2.655,GJ/t
2019,World,eaf,natural_gas,min,0,GJ/t
2019,World,bof,electricity,max,0.44,GJ/t
2019,World,bof,natural_gas,max,3.245,GJ/t
2019,World,eaf,natural_gas,max,0,GJ/t
2019,World,bof,electricity,abs_min,0.0,GJ/t
2019,World,bof,natural_gas,abs_min,0.0,GJ/t
2019,World,eaf,natural_gas,abs_min,0.0,GJ/t
2019,World,bof,electricity,abs_max,inf,GJ/t
2019,World,bof,natural_gas,abs_max,inf,GJ/t
2019,World,eaf,natural_gas,abs_max,inf,GJ/t
