year,region,activity,property,value,unit
2015,World,by-product_recovery,def,0.7,t/t
2015,World,by-product_recovery,min,0.5,t/t
2015,World,by-product_recovery,max,1.0,t/t
2015,World,by-product_recovery,abs_min,0.0,t/t
2015,World,by-product_recovery,abs_max,1.0,t/t
2015,World,no_by-product_recovery,def,0.3,t/t
2015,World,no_by-product_recovery,min,0.0,t/t
2015,World,no_by-product_recovery,max,0.8,t/t
2015,World,no_by-product_recovery,abs_min,0.0,t/t
2015,World,no_by-product_recovery,abs_max,1.0,t/t
2015,EUR,by-product_recovery,def,0.9,t/t
2015,EUR,by-product_recovery,min,0.7,t/t
2015,EUR,by-product_recovery,max,0.95,t/t
2015,EUR,by-product_recovery,abs_min,0.0,t/t
2015,EUR,by-product_recovery,abs_max,1.0,t/t
2015,EUR,no_by-product_recovery,def,0.1,t/t
2015,EUR,no_by-product_recovery,min,0.0,t/t
2015,EUR,no_by-product_recovery,max,0.3,t/t
2015,EUR,no_by-product_recovery,abs_min,0.0,t/t
2015,EUR,no_by-product_recovery,abs_max,1.0,t/t
2015,CN,by-product_recovery,def,0.1,t/t
2015,CN,by-product_recovery,min,0.0,t/t
2015,CN,by-product_recovery,max,0.2,t/t
2015,CN,by-product_recovery,abs_min,0.0,t/t
2015,CN,by-product_recovery,abs_max,1.0,t/t
2015,CN,no_by-product_recovery,def,0.9,t/t
2015,CN,no_by-product_recovery,min,0.7,t/t
2015,CN,no_by-product_recovery,max,1.0,t/t
2015,CN,no_by-product_recovery,abs_min,0.0,t/t
2015,CN,no_by-product_recovery,abs_max,1.0,t/t
