year,region,activity,product,property,value,unit
2020,World,bof,natural_gas,def,0.0,GJ/t
2020,World,eaf,natural_gas,def,9.4,GJ/t
2020,World,eaf,electricity,def,0.38,GJ/t
2020,World,bof,natural_gas,min,0,GJ/t
2020,World,eaf,natural_gas,min,8.46,GJ/t
2020,World,eaf,electricity,min,0.342,GJ/t
2020,World,bof,natural_gas,max,0,GJ/t
2020,World,eaf,natural_gas,max,10.34,GJ/t
2020,World,eaf,electricity,max,0.418,GJ/t
2020,World,bof,natural_gas,abs_min,0.0,GJ/t
2020,World,eaf,natural_gas,abs_min,0.0,GJ/t
2020,World,eaf,electricity,abs_min,0.0,GJ/t
2020,World,bof,natural_gas,abs_max,inf,GJ/t
2020,World,eaf,natural_gas,abs_max,inf,GJ/t
2020,World,eaf,electricity,abs_max,inf,GJ/t
