Period,Net Income,Depreciation,CapEx,Working Capital Change,Owner Earnings
2015Q3,230000000.0,0,0,0,230000000.0
2015Q4,-952000000.0,0,0,0,-952000000.0
2016Q1,235000000.0,0,0,0,235000000.0
2016Q2,345000000.0,0,0,0,345000000.0
2016Q3,209000000.0,0,0,0,209000000.0
2016Q4,248000000.0,0,0,0,248000000.0
2017Q1,214000000.0,0,0,0,214000000.0
2017Q2,252000000.0,0,0,0,252000000.0
2017Q3,282000000.0,0,0,0,282000000.0
2017Q4,181000000.0,0,0,0,181000000.0
2018Q1,250000000.0,0,0,0,250000000.0
2018Q2,349000000.0,0,0,0,349000000.0
2018Q3,374000000.0,0,0,0,374000000.0
2018Q4,290000000.0,0,0,0,290000000.0
2019Q1,374000000.0,0,0,0,374000000.0
2019Q2,582000000.0,0,0,0,582000000.0
2019Q3,381000000.0,0,0,0,381000000.0
2019Q4,378000000.0,0,0,0,378000000.0
2020Q1,-319000000.0,0,0,0,-319000000.0
2020Q2,241000000.0,0,0,0,241000000.0
2020Q3,476000000.0,0,0,0,476000000.0
2020Q4,687000000.0,0,0,0,687000000.0
2021Q1,796000000.0,0,0,0,796000000.0
2021Q2,900000000.0,0,0,0,900000000.0
2021Q3,683000000.0,0,0,0,683000000.0
2021Q4,681000000.0,0,0,0,681000000.0
2022Q1,627000000.0,0,0,0,627000000.0
2022Q2,454000000.0,0,0,0,454000000.0
2022Q3,272000000.0,0,0,0,272000000.0
2022Q4,361000000.0,0,0,0,361000000.0
2023Q1,291000000.0,0,0,0,291000000.0
2023Q2,301000000.0,0,0,0,301000000.0
2023Q3,269000000.0,0,0,0,269000000.0
2023Q4,96000000.0,0,0,0,96000000.0
2024Q1,143000000.0,0,0,0,143000000.0
2024Q2,266000000.0,0,0,0,266000000.0
2024Q3,330000000.0,0,0,0,330000000.0
2024Q4,-71000000.0,0,0,0,-71000000.0
2025Q1,-225000000.0,0,0,0,-225000000.0
2025Q2,324000000.0,0,0,0,324000000.0
