year,region,waste_type,property,value,unit
2006,World,msw_food,def,0.4,kg/kg
2006,World,msw_garden,def,0.4,kg/kg
2006,World,msw_paper,def,0.9,kg/kg
2006,World,msw_wood,def,0.84,kg/kg
2006,World,msw_textiles,def,0.8,kg/kg
2006,World,msw_nappies,def,0.4,kg/kg
2006,World,msw_rubber,def,0.84,kg/kg
2006,World,msw_plastics,def,1.0,kg/kg
2006,World,msw_metal,def,1.0,kg/kg
2006,World,msw_glass,def,1.0,kg/kg
2006,World,msw_other,def,0.9,kg/kg
2006,World,isw_food,def,0.4,kg/kg
2006,World,isw_textile,def,0.8,kg/kg
2006,World,isw_wood,def,0.85,kg/kg
2006,World,isw_paper,def,0.9,kg/kg
2006,World,isw_petroleum,def,1.0,kg/kg
2006,World,isw_rubber,def,0.84,kg/kg
2006,World,isw_construction,def,1.0,kg/kg
2006,World,isw_other,def,0.9,kg/kg
2006,World,ow_clinical,def,0.65,kg/kg
2006,World,ow_hazard,def,0.5,kg/kg
2006,World,sludge_dom,def,0.1,kg/kg
2006,World,sludge_ind,def,0.35,kg/kg
2006,World,msw_food,min,0.213333333,kg/kg
2006,World,msw_garden,min,0.362790698,kg/kg
2006,World,msw_paper,min,0.81,kg/kg
2006,World,msw_wood,min,0.761860465,kg/kg
2006,World,msw_textiles,min,0.666666667,kg/kg
2006,World,msw_nappies,min,0.3,kg/kg
2006,World,msw_rubber,min,0.84,kg/kg
2006,World,msw_plastics,min,1.0,kg/kg
2006,World,msw_metal,min,1.0,kg/kg
2006,World,msw_glass,min,1.0,kg/kg
2006,World,msw_other,min,0.9,kg/kg
2006,World,isw_food,min,0.32,kg/kg
2006,World,isw_textile,min,0.64,kg/kg
2006,World,isw_wood,min,0.68,kg/kg
2006,World,isw_paper,min,0.72,kg/kg
2006,World,isw_petroleum,min,0.8,kg/kg
2006,World,isw_rubber,min,0.672,kg/kg
2006,World,isw_construction,min,0.8,kg/kg
2006,World,isw_other,min,0.72,kg/kg
2006,World,ow_clinical,min,0.52,kg/kg
2006,World,ow_hazard,min,0.1,kg/kg
2006,World,sludge_dom,min,0.08,kg/kg
2006,World,sludge_ind,min,0.245,kg/kg
2006,World,msw_food,max,0.533333333,kg/kg
2006,World,msw_garden,max,0.44,kg/kg
2006,World,msw_paper,max,1.0125,kg/kg
2006,World,msw_wood,max,0.898604651,kg/kg
2006,World,msw_textiles,max,1.333333333,kg/kg
2006,World,msw_nappies,max,0.64,kg/kg
2006,World,msw_rubber,max,0.84,kg/kg
2006,World,msw_plastics,max,1.0,kg/kg
2006,World,msw_metal,max,1.0,kg/kg
2006,World,msw_glass,max,1.0,kg/kg
2006,World,msw_other,max,0.9,kg/kg
2006,World,isw_food,max,0.48,kg/kg
2006,World,isw_textile,max,0.96,kg/kg
2006,World,isw_wood,max,1.02,kg/kg
2006,World,isw_paper,max,1.08,kg/kg
2006,World,isw_petroleum,max,1.2,kg/kg
2006,World,isw_rubber,max,1.008,kg/kg
2006,World,isw_construction,max,1.2,kg/kg
2006,World,isw_other,max,1.08,kg/kg
2006,World,ow_clinical,max,0.78,kg/kg
2006,World,ow_hazard,max,0.9,kg/kg
2006,World,sludge_dom,max,0.1,kg/kg
2006,World,sludge_ind,max,0.455,kg/kg
2006,World,msw_food,abs_min,0.0,kg/kg
2006,World,msw_garden,abs_min,0.0,kg/kg
2006,World,msw_paper,abs_min,0.0,kg/kg
2006,World,msw_wood,abs_min,0.0,kg/kg
2006,World,msw_textiles,abs_min,0.0,kg/kg
2006,World,msw_nappies,abs_min,0.0,kg/kg
2006,World,msw_rubber,abs_min,0.0,kg/kg
2006,World,msw_plastics,abs_min,0.0,kg/kg
2006,World,msw_metal,abs_min,0.0,kg/kg
2006,World,msw_glass,abs_min,0.0,kg/kg
2006,World,msw_other,abs_min,0.0,kg/kg
2006,World,isw_food,abs_min,0.0,kg/kg
2006,World,isw_textile,abs_min,0.0,kg/kg
2006,World,isw_wood,abs_min,0.0,kg/kg
2006,World,isw_paper,abs_min,0.0,kg/kg
2006,World,isw_petroleum,abs_min,0.0,kg/kg
