year,region,property,value,unit
2006,TJ,def,0.32,t/cap/yr
2006,TM,def,0.36,t/cap/yr
2006,CN,def,0.37,t/cap/yr
2006,HK,def,0.93,t/cap/yr
2006,MO,def,0.62,t/cap/yr
2006,JP,def,0.35,t/cap/yr
2006,MN,def,0.24,t/cap/yr
2006,KR,def,0.35,t/cap/yr
2006,BN,def,0.32,t/cap/yr
2006,ID,def,0.19,t/cap/yr
2006,LA,def,0.26,t/cap/yr
2006,MY,def,0.55,t/cap/yr
2006,MM,def,0.16,t/cap/yr
2006,PH,def,0.18,t/cap/yr
2006,SG,def,1.28,t/cap/yr
2006,TH,def,0.64,t/cap/yr
2006,VN,def,0.53,t/cap/yr
2006,BD,def,0.18,t/cap/yr
2006,BT,def,0.53,t/cap/yr
2006,IN,def,0.12,t/cap/yr
2006,IR,def,0.06,t/cap/yr
2006,MV,def,0.91,t/cap/yr
2006,NP,def,0.04,t/cap/yr
2006,PK,def,0.31,t/cap/yr
2006,LK,def,1.86,t/cap/yr
2006,AM,def,0.25,t/cap/yr
2006,BH,def,0.4,t/cap/yr
2006,CY,def,0.69,t/cap/yr
2006,GE,def,0.62,t/cap/yr
2006,IL,def,0.62,t/cap/yr
2006,JO,def,0.38,t/cap/yr
2006,KW,def,3.05,t/cap/yr
2006,LB,def,0.43,t/cap/yr
2006,OM,def,0.26,t/cap/yr
2006,QA,def,1.25,t/cap/yr
2006,SA,def,0.47,t/cap/yr
2006,PS,def,0.38,t/cap/yr
2006,SY,def,0.5,t/cap/yr
2006,TR,def,0.41,t/cap/yr
2006,AE,def,0.61,t/cap/yr
2006,DZ,def,0.44,t/cap/yr
2006,EG,def,0.5,t/cap/yr
2006,MA,def,0.53,t/cap/yr
2006,SD,def,0.29,t/cap/yr
2006,TN,def,0.3,t/cap/yr
2006,BI,def,0.2,t/cap/yr
2006,KM,def,0.81,t/cap/yr
2006,ER,def,0.18,t/cap/yr
2006,ET,def,0.11,t/cap/yr
2006,KE,def,0.11,t/cap/yr
2006,MG,def,0.29,t/cap/yr
2006,MW,def,0.18,t/cap/yr
2006,GA,def,0.16,t/cap/yr
2006,ST,def,0.18,t/cap/yr
2006,BW,def,0.38,t/cap/yr
2006,LS,def,0.18,t/cap/yr
2006,NA,def,0.18,t/cap/yr
2006,ZA,def,0.73,t/cap/yr
2006,SZ,def,0.19,t/cap/yr
2006,BJ,def,0.2,t/cap/yr
2006,BF,def,0.19,t/cap/yr
2006,CV,def,0.18,t/cap/yr
2006,CI,def,0.18,t/cap/yr
2006,GM,def,0.19,t/cap/yr
2006,GH,def,0.03,t/cap/yr
2006,ML,def,0.24,t/cap/yr
2006,MR,def,0.18,t/cap/yr
2006,NE,def,0.18,t/cap/yr
2006,NG,def,0.2,t/cap/yr
2006,SN,def,0.19,t/cap/yr
2006,SL,def,0.16,t/cap/yr
2006,TG,def,0.19,t/cap/yr
2006,BY,def,0.38,t/cap/yr
2006,BG,def,0.55,t/cap/yr
2006,CZ,def,0.32,t/cap/yr
2006,HU,def,0.4,t/cap/yr
2006,PL,def,0.32,t/cap/yr
2006,RO,def,0.31,t/cap/yr
2006,RU,def,0.34,t/cap/yr
2006,SK,def,0.32,t/cap/yr
2006,DK,def,0.76,t/cap/yr
2006,EE,def,0.31,t/cap/yr
2006,FI,def,0.47,t/cap/yr
2006,IS,def,0.48,t/cap/yr
2006,IE,def,0.62,t/cap/yr
2006,LV,def,0.32,t/cap/yr
2006,LT,def,0.4,t/cap/yr
2006,NO,def,0.47,t/cap/yr
2006,SE,def,0.44,t/cap/yr
2006,GB,def,0.51,t/cap/yr
2006,BA,def,0.33,t/cap/yr
2006,HR,def,0.38,t/cap/yr
2006,GR,def,0.53,t/cap/yr
2006,IT,def,0.55,t/cap/yr
2006,MT,def,0.6,t/cap/yr
2006,ME,def,0.54,t/cap/yr
2006,PT,def,0.52,t/cap/yr
2006,RS,def,0.36,t/cap/yr
2006,SI,def,0.49,t/cap/yr
2006,ES,def,0.51,t/cap/yr
2006,MK,def,0.35,t/cap/yr
2006,AT,def,0.56,t/cap/yr
2006,BE,def,0.46,t/cap/yr
2006,FR,def,0.53,t/cap/yr
2006,DE,def,0.6,t/cap/yr
2006,LU,def,0.68,t/cap/yr
2006,NL,def,0.57,t/cap/yr
2006,CH,def,0.71,t/cap/yr
2006,AI,def,1.1,t/cap/yr
2006,AG,def,1.39,t/cap/yr
2006,BS,def,1.19,t/cap/yr
2006,BB,def,1.73,t/cap/yr
2006,CU,def,0.3,t/cap/yr
2006,DM,def,0.32,t/cap/yr
2006,DO,def,0.43,t/cap/yr
2006,GD,def,0.99,t/cap/yr
2006,GP,def,0.6,t/cap/yr
2006,HT,def,0.37,t/cap/yr
2006,JM,def,0.07,t/cap/yr
2006,KN,def,1.99,t/cap/yr
2006,LC,def,0.25,t/cap/yr
2006,VC,def,0.35,t/cap/yr
2006,TT,def,0.58,t/cap/yr
2006,BZ,def,1.05,t/cap/yr
2006,CR,def,0.5,t/cap/yr
2006,GT,def,0.73,t/cap/yr
2006,HN,def,0.53,t/cap/yr
2006,MX,def,0.34,t/cap/yr
2006,NI,def,0.4,t/cap/yr
2006,AR,def,0.37,t/cap/yr
2006,BO,def,0.12,t/cap/yr
2006,BR,def,0.31,t/cap/yr
2006,CO,def,0.35,t/cap/yr
2006,EC,def,0.41,t/cap/yr
2006,PY,def,0.08,t/cap/yr
2006,PE,def,0.37,t/cap/yr
2006,UY,def,0.04,t/cap/yr
2006,VE,def,0.42,t/cap/yr
2006,BM,def,1.3,t/cap/yr
2006,CA,def,0.85,t/cap/yr
2006,US,def,0.74,t/cap/yr
2006,AU,def,0.61,t/cap/yr
2006,NZ,def,0.58,t/cap/yr
2006,FJ,def,0.77,t/cap/yr
2006,SB,def,1.57,t/cap/yr
2006,VU,def,1.2,t/cap/yr
2006,TO,def,1.35,t/cap/yr
2006,Southern Africa,def,0.33,t/cap/yr
2006,TJ,min,0.192,t/cap/yr
2006,TM,min,0.216,t/cap/yr
2006,CN,min,0.222,t/cap/yr
2006,HK,min,0.558,t/cap/yr
2006,MO,min,0.372,t/cap/yr
2006,JP,min,0.21,t/cap/yr
2006,MN,min,0.144,t/cap/yr
2006,KR,min,0.21,t/cap/yr
2006,BN,min,0.192,t/cap/yr
2006,ID,min,0.114,t/cap/yr
2006,LA,min,0.156,t/cap/yr
2006,MY,min,0.33,t/cap/yr
2006,MM,min,0.096,t/cap/yr
2006,PH,min,0.108,t/cap/yr
2006,SG,min,0.768,t/cap/yr
2006,TH,min,0.384,t/cap/yr
2006,VN,min,0.318,t/cap/yr
2006,BD,min,0.108,t/cap/yr
2006,BT,min,0.318,t/cap/yr
2006,IN,min,0.072,t/cap/yr
2006,IR,min,0.036,t/cap/yr
2006,MV,min,0.546,t/cap/yr
2006,NP,min,0.024,t/cap/yr
2006,PK,min,0.186,t/cap/yr
2006,LK,min,1.116,t/cap/yr
2006,AM,min,0.15,t/cap/yr
2006,BH,min,0.24,t/cap/yr
2006,CY,min,0.414,t/cap/yr
2006,GE,min,0.372,t/cap/yr
2006,IL,min,0.372,t/cap/yr
2006,JO,min,0.228,t/cap/yr
2006,KW,min,1.83,t/cap/yr
2006,LB,min,0.258,t/cap/yr
2006,OM,min,0.156,t/cap/yr
2006,QA,min,0.75,t/cap/yr
2006,SA,min,0.282,t/cap/yr
2006,PS,min,0.228,t/cap/yr
2006,SY,min,0.3,t/cap/yr
2006,TR,min,0.246,t/cap/yr
2006,AE,min,0.366,t/cap/yr
2006,DZ,min,0.264,t/cap/yr
2006,EG,min,0.3,t/cap/yr
2006,MA,min,0.318,t/cap/yr
2006,SD,min,0.174,t/cap/yr
2006,TN,min,0.18,t/cap/yr
2006,BI,min,0.12,t/cap/yr
2006,KM,min,0.486,t/cap/yr
2006,ER,min,0.108,t/cap/yr
2006,ET,min,0.066,t/cap/yr
2006,KE,min,0.066,t/cap/yr
2006,MG,min,0.174,t/cap/yr
2006,MW,min,0.108,t/cap/yr
2006,GA,min,0.096,t/cap/yr
2006,ST,min,0.108,t/cap/yr
2006,BW,min,0.228,t/cap/yr
2006,LS,min,0.108,t/cap/yr
2006,NA,min,0.108,t/cap/yr
2006,ZA,min,0.438,t/cap/yr
2006,SZ,min,0.114,t/cap/yr
2006,BJ,min,0.12,t/cap/yr
2006,BF,min,0.114,t/cap/yr
2006,CV,min,0.108,t/cap/yr
2006,CI,min,0.108,t/cap/yr
2006,GM,min,0.114,t/cap/yr
2006,GH,min,0.018,t/cap/yr
2006,ML,min,0.144,t/cap/yr
2006,MR,min,0.108,t/cap/yr
2006,NE,min,0.108,t/cap/yr
2006,NG,min,0.12,t/cap/yr
2006,SN,min,0.114,t/cap/yr
2006,SL,min,0.096,t/cap/yr
2006,TG,min,0.114,t/cap/yr
2006,BY,min,0.228,t/cap/yr
2006,BG,min,0.33,t/cap/yr
2006,CZ,min,0.192,t/cap/yr
2006,HU,min,0.24,t/cap/yr
2006,PL,min,0.192,t/cap/yr
2006,RO,min,0.186,t/cap/yr
2006,RU,min,0.204,t/cap/yr
2006,SK,min,0.192,t/cap/yr
2006,DK,min,0.456,t/cap/yr
