year,region,property,value,unit
2006,HK,def,0.0,kg/kg
2006,MO,def,0.0,kg/kg
2006,JP,def,0.76,kg/kg
2006,KR,def,0.22,kg/kg
2006,SG,def,0.4,kg/kg
2006,AM,def,0.0,kg/kg
2006,CY,def,0.0,kg/kg
2006,IL,def,0.0,kg/kg
2006,JO,def,0.0,kg/kg
2006,KW,def,0.0,kg/kg
2006,LB,def,0.0,kg/kg
2006,PS,def,0.69,kg/kg
2006,SY,def,0.0,kg/kg
2006,TR,def,0.0,kg/kg
2006,DZ,def,0.0,kg/kg
2006,MA,def,0.0,kg/kg
2006,TN,def,0.0,kg/kg
2006,MG,def,0.0,kg/kg
2006,MU,def,0.0,kg/kg
2006,UG,def,0.0,kg/kg
2006,CM,def,0.0,kg/kg
2006,NE,def,0.0,kg/kg
2006,BG,def,0.0,kg/kg
2006,CZ,def,0.15,kg/kg
2006,HU,def,0.1,kg/kg
2006,PL,def,0.0,kg/kg
2006,RO,def,0.0,kg/kg
2006,SK,def,0.11,kg/kg
2006,DK,def,0.48,kg/kg
2006,EE,def,0.0,kg/kg
2006,FI,def,0.22,kg/kg
2006,IS,def,0.08,kg/kg
2006,IE,def,0.04,kg/kg
2006,LV,def,0.0,kg/kg
2006,LT,def,0.0,kg/kg
2006,NO,def,0.5,kg/kg
2006,SE,def,0.51,kg/kg
2006,GB,def,0.13,kg/kg
2006,BA,def,0.0,kg/kg
2006,HR,def,0.0,kg/kg
2006,GR,def,0.0,kg/kg
2006,IT,def,0.17,kg/kg
2006,MT,def,0.0,kg/kg
2006,ME,def,0.0,kg/kg
2006,PT,def,0.19,kg/kg
2006,RS,def,0.0,kg/kg
2006,SI,def,0.01,kg/kg
2006,ES,def,0.09,kg/kg
2006,MK,def,0.0,kg/kg
2006,AT,def,0.35,kg/kg
2006,BE,def,0.4,kg/kg
2006,FR,def,0.34,kg/kg
2006,DE,def,0.37,kg/kg
2006,LU,def,0.36,kg/kg
2006,NL,def,0.49,kg/kg
2006,CH,def,0.5,kg/kg
2006,AI,def,0.0,kg/kg
2006,AG,def,0.0,kg/kg
2006,CU,def,0.0,kg/kg
2006,DM,def,0.0,kg/kg
2006,GD,def,0.0,kg/kg
2006,HT,def,0.0,kg/kg
2006,JM,def,0.0,kg/kg
2006,KN,def,0.0,kg/kg
2006,LC,def,0.0,kg/kg
2006,VC,def,0.0,kg/kg
2006,TT,def,0.0,kg/kg
2006,BZ,def,0.0,kg/kg
2006,CR,def,0.0,kg/kg
2006,GT,def,0.0,kg/kg
2006,MX,def,0.0,kg/kg
2006,NI,def,0.0,kg/kg
2006,PA,def,0.0,kg/kg
2006,CL,def,0.0,kg/kg
2006,CO,def,0.0,kg/kg
2006,GY,def,0.0,kg/kg
2006,PY,def,0.0,kg/kg
2006,PE,def,0.0,kg/kg
2006,SR,def,0.0,kg/kg
2006,UY,def,0.0,kg/kg
2006,VE,def,0.0,kg/kg
2006,BM,def,0.68,kg/kg
2006,CA,def,0.0,kg/kg
2006,US,def,0.12,kg/kg
2006,AU,def,0.08,kg/kg
2006,NZ,def,0.0,kg/kg
2006,HK,min,0.0,kg/kg
2006,MO,min,0.0,kg/kg
2006,JP,min,0.532,kg/kg
2006,KR,min,0.154,kg/kg
2006,SG,min,0.28,kg/kg
2006,AM,min,0.0,kg/kg
2006,CY,min,0.0,kg/kg
2006,IL,min,0.0,kg/kg
2006,JO,min,0.0,kg/kg
2006,KW,min,0.0,kg/kg
2006,LB,min,0.0,kg/kg
2006,PS,min,0.483,kg/kg
2006,SY,min,0.0,kg/kg
2006,TR,min,0.0,kg/kg
2006,DZ,min,0.0,kg/kg
2006,MA,min,0.0,kg/kg
2006,TN,min,0.0,kg/kg
2006,MG,min,0.0,kg/kg
2006,MU,min,0.0,kg/kg
2006,UG,min,0.0,kg/kg
2006,CM,min,0.0,kg/kg
2006,NE,min,0.0,kg/kg
2006,BG,min,0.0,kg/kg
2006,CZ,min,0.105,kg/kg
2006,HU,min,0.07,kg/kg
2006,PL,min,0.0,kg/kg
2006,RO,min,0.0,kg/kg
2006,SK,min,0.077,kg/kg
2006,DK,min,0.336,kg/kg
2006,EE,min,0.0,kg/kg
2006,FI,min,0.154,kg/kg
2006,IS,min,0.056,kg/kg
2006,IE,min,0.028,kg/kg
2006,LV,min,0.0,kg/kg
2006,LT,min,0.0,kg/kg
2006,NO,min,0.35,kg/kg
2006,SE,min,0.357,kg/kg
2006,GB,min,0.091,kg/kg
2006,BA,min,0.0,kg/kg
2006,HR,min,0.0,kg/kg
2006,GR,min,0.0,kg/kg
2006,IT,min,0.119,kg/kg
2006,MT,min,0.0,kg/kg
2006,ME,min,0.0,kg/kg
2006,PT,min,0.133,kg/kg
2006,RS,min,0.0,kg/kg
2006,SI,min,0.007,kg/kg
2006,ES,min,0.063,kg/kg
2006,MK,min,0.0,kg/kg
2006,AT,min,0.245,kg/kg
2006,BE,min,0.28,kg/kg
2006,FR,min,0.238,kg/kg
2006,DE,min,0.259,kg/kg
2006,LU,min,0.252,kg/kg
2006,NL,min,0.343,kg/kg
2006,CH,min,0.35,kg/kg
2006,AI,min,0.0,kg/kg
2006,AG,min,0.0,kg/kg
2006,CU,min,0.0,kg/kg
2006,DM,min,0.0,kg/kg
2006,GD,min,0.0,kg/kg
2006,HT,min,0.0,kg/kg
2006,JM,min,0.0,kg/kg
2006,KN,min,0.0,kg/kg
2006,LC,min,0.0,kg/kg
2006,VC,min,0.0,kg/kg
2006,TT,min,0.0,kg/kg
2006,BZ,min,0.0,kg/kg
2006,CR,min,0.0,kg/kg
2006,GT,min,0.0,kg/kg
2006,MX,min,0.0,kg/kg
2006,NI,min,0.0,kg/kg
2006,PA,min,0.0,kg/kg
2006,CL,min,0.0,kg/kg
2006,CO,min,0.0,kg/kg
2006,GY,min,0.0,kg/kg
2006,PY,min,0.0,kg/kg
2006,PE,min,0.0,kg/kg
2006,SR,min,0.0,kg/kg
2006,UY,min,0.0,kg/kg
2006,VE,min,0.0,kg/kg
2006,BM,min,0.476,kg/kg
2006,CA,min,0.0,kg/kg
2006,US,min,0.084,kg/kg
2006,AU,min,0.056,kg/kg
2006,NZ,min,0.0,kg/kg
2006,HK,max,0.0,kg/kg
2006,MO,max,0.0,kg/kg
2006,JP,max,0.988,kg/kg
2006,KR,max,0.286,kg/kg
2006,SG,max,0.52,kg/kg
2006,AM,max,0.0,kg/kg
2006,CY,max,0.0,kg/kg
2006,IL,max,0.0,kg/kg
2006,JO,max,0.0,kg/kg
2006,KW,max,0.0,kg/kg
2006,LB,max,0.0,kg/kg
2006,PS,max,0.897,kg/kg
2006,SY,max,0.0,kg/kg
2006,TR,max,0.0,kg/kg
2006,DZ,max,0.0,kg/kg
2006,MA,max,0.0,kg/kg
2006,TN,max,0.0,kg/kg
2006,MG,max,0.0,kg/kg
2006,MU,max,0.0,kg/kg
2006,UG,max,0.0,kg/kg
2006,CM,max,0.0,kg/kg
2006,NE,max,0.0,kg/kg
2006,BG,max,0.0,kg/kg
2006,CZ,max,0.195,kg/kg
2006,HU,max,0.13,kg/kg
2006,PL,max,0.0,kg/kg
2006,RO,max,0.0,kg/kg
2006,SK,max,0.143,kg/kg
2006,DK,max,0.624,kg/kg
2006,EE,max,0.0,kg/kg
2006,FI,max,0.286,kg/kg
2006,IS,max,0.104,kg/kg
2006,IE,max,0.052,kg/kg
2006,LV,max,0.0,kg/kg
2006,LT,max,0.0,kg/kg
2006,NO,max,0.65,kg/kg
2006,SE,max,0.663,kg/kg
2006,GB,max,0.169,kg/kg
2006,BA,max,0.0,kg/kg
2006,HR,max,0.0,kg/kg
2006,GR,max,0.0,kg/kg
2006,IT,max,0.221,kg/kg
2006,MT,max,0.0,kg/kg
2006,ME,max,0.0,kg/kg
2006,PT,max,0.247,kg/kg
2006,RS,max,0.0,kg/kg
2006,SI,max,0.013,kg/kg
2006,ES,max,0.117,kg/kg
2006,MK,max,0.0,kg/kg
2006,AT,max,0.455,kg/kg
2006,BE,max,0.52,kg/kg
2006,FR,max,0.442,kg/kg
2006,DE,max,0.481,kg/kg
2006,LU,max,0.468,kg/kg
2006,NL,max,0.637,kg/kg
