year,region,furnace_type,product,property,value,unit
2006,World,batch,silicon_metal,def,1.5,kg/t
2006,World,batch,ferrosilicon_90perc_si,def,1.4,kg/t
2006,World,batch,ferrosilicon_75perc_si,def,1.3,kg/t
2006,World,batch,ferrosilicon_65perc_si,def,1.3,kg/t
2006,World,sprinkle,silicon_metal,def,1.2,kg/t
2006,World,sprinkle,ferrosilicon_90perc_si,def,1.1,kg/t
2006,World,sprinkle,ferrosilicon_75perc_si,def,1.0,kg/t
2006,World,sprinkle,ferrosilicon_65perc_si,def,1.0,kg/t
2006,World,sprinkle_high750,silicon_metal,def,0.7,kg/t
2006,World,sprinkle_high750,ferrosilicon_90perc_si,def,0.6,kg/t
2006,World,sprinkle_high750,ferrosilicon_75perc_si,def,0.5,kg/t
2006,World,sprinkle_high750,ferrosilicon_65perc_si,def,0.5,kg/t
2006,World,batch,silicon_metal,min,1.350,kg/t
2006,World,batch,ferrosilicon_90perc_si,min,1.260,kg/t
2006,World,batch,ferrosilicon_75perc_si,min,1.170,kg/t
2006,World,batch,ferrosilicon_65perc_si,min,1.170,kg/t
2006,World,sprinkle,silicon_metal,min,1.080,kg/t
2006,World,sprinkle,ferrosilicon_90perc_si,min,0.990,kg/t
2006,World,sprinkle,ferrosilicon_75perc_si,min,0.900,kg/t
2006,World,sprinkle,ferrosilicon_65perc_si,min,0.900,kg/t
2006,World,sprinkle_high750,silicon_metal,min,0.630,kg/t
2006,World,sprinkle_high750,ferrosilicon_90perc_si,min,0.540,kg/t
2006,World,sprinkle_high750,ferrosilicon_75perc_si,min,0.450,kg/t
2006,World,sprinkle_high750,ferrosilicon_65perc_si,min,0.450,kg/t
2006,World,batch,silicon_metal,max,1.650,kg/t
2006,World,batch,ferrosilicon_90perc_si,max,1.540,kg/t
2006,World,batch,ferrosilicon_75perc_si,max,1.430,kg/t
2006,World,batch,ferrosilicon_65perc_si,max,1.430,kg/t
2006,World,sprinkle,silicon_metal,max,1.320,kg/t
2006,World,sprinkle,ferrosilicon_90perc_si,max,1.210,kg/t
2006,World,sprinkle,ferrosilicon_75perc_si,max,1.100,kg/t
2006,World,sprinkle,ferrosilicon_65perc_si,max,1.100,kg/t
2006,World,sprinkle_high750,silicon_metal,max,0.770,kg/t
2006,World,sprinkle_high750,ferrosilicon_90perc_si,max,0.660,kg/t
2006,World,sprinkle_high750,ferrosilicon_75perc_si,max,0.550,kg/t
2006,World,sprinkle_high750,ferrosilicon_65perc_si,max,0.550,kg/t
2006,World,batch,silicon_metal,abs_min,0.0,kg/t
2006,World,batch,ferrosilicon_90perc_si,abs_min,0.0,kg/t
2006,World,batch,ferrosilicon_75perc_si,abs_min,0.0,kg/t
2006,World,batch,ferrosilicon_65perc_si,abs_min,0.0,kg/t
2006,World,sprinkle,silicon_metal,abs_min,0.0,kg/t
2006,World,sprinkle,ferrosilicon_90perc_si,abs_min,0.0,kg/t
2006,World,sprinkle,ferrosilicon_75perc_si,abs_min,0.0,kg/t
2006,World,sprinkle,ferrosilicon_65perc_si,abs_min,0.0,kg/t
2006,World,sprinkle_high750,silicon_metal,abs_min,0.0,kg/t
2006,World,sprinkle_high750,ferrosilicon_90perc_si,abs_min,0.0,kg/t
2006,World,sprinkle_high750,ferrosilicon_75perc_si,abs_min,0.0,kg/t
2006,World,sprinkle_high750,ferrosilicon_65perc_si,abs_min,0.0,kg/t
2006,World,batch,silicon_metal,abs_max,inf,kg/t
2006,World,batch,ferrosilicon_90perc_si,abs_max,inf,kg/t
2006,World,batch,ferrosilicon_75perc_si,abs_max,inf,kg/t
2006,World,batch,ferrosilicon_65perc_si,abs_max,inf,kg/t
2006,World,sprinkle,silicon_metal,abs_max,inf,kg/t
2006,World,sprinkle,ferrosilicon_90perc_si,abs_max,inf,kg/t
2006,World,sprinkle,ferrosilicon_75perc_si,abs_max,inf,kg/t
2006,World,sprinkle,ferrosilicon_65perc_si,abs_max,inf,kg/t
2006,World,sprinkle_high750,silicon_metal,abs_max,inf,kg/t
2006,World,sprinkle_high750,ferrosilicon_90perc_si,abs_max,inf,kg/t
2006,World,sprinkle_high750,ferrosilicon_75perc_si,abs_max,inf,kg/t
2006,World,sprinkle_high750,ferrosilicon_65perc_si,abs_max,inf,kg/t
