year,region,activity,property,value,unit
2006,World,imperial_smelting,def,0.59,t/t
2006,World,direct_smelting,def,0.25,t/t
2006,World,secondary,def,0.2,t/t
2006,World,lead_default,def,0.52,t/t
2006,World,imperial_smelting,min,0.472,t/t
2006,World,direct_smelting,min,0.200,t/t
2006,World,secondary,min,0.160,t/t
2006,World,lead_default,min,0.416,t/t
2006,World,imperial_smelting,max,0.708,t/t
2006,World,direct_smelting,max,0.300,t/t
2006,World,secondary,max,0.240,t/t
2006,World,lead_default,max,0.624,t/t
2006,World,imperial_smelting,abs_min,0.0,t/t
2006,World,direct_smelting,abs_min,0.0,t/t
2006,World,secondary,abs_min,0.0,t/t
2006,World,lead_default,abs_min,0.0,t/t
2006,World,imperial_smelting,abs_nax,inf,t/t
2006,World,direct_smelting,abs_nax,inf,t/t
2006,World,secondary,abs_nax,inf,t/t
2006,World,lead_default,abs_nax,inf,t/t
