year,region,product,property,value,unit
2019,Northern America,cattle-dairy,def,0.59,kg/1000kg/day
2019,Western Europe,cattle-dairy,def,0.54,kg/1000kg/day
2019,Eastern Europe,cattle-dairy,def,0.42,kg/1000kg/day
2019,AUS,cattle-dairy,def,0.72,kg/1000kg/day
2019,Latin America,cattle-dairy,def,0.39,kg/1000kg/day
2019,Latin America,cattle-dairy_hp,def,0.6,kg/1000kg/day
2019,Latin America,cattle-dairy_lp,def,0.28,kg/1000kg/day
2019,AFR,cattle-dairy,def,0.44,kg/1000kg/day
2019,AFR,cattle-dairy_hp,def,0.41,kg/1000kg/day
2019,AFR,cattle-dairy_lp,def,0.45,kg/1000kg/day
2019,Middle East,cattle-dairy,def,0.5,kg/1000kg/day
2019,Middle East,cattle-dairy_hp,def,0.49,kg/1000kg/day
2019,Middle East,cattle-dairy_lp,def,0.51,kg/1000kg/day
2019,ASI,cattle-dairy,def,0.44,kg/1000kg/day
2019,ASI,cattle-dairy_hp,def,0.55,kg/1000kg/day
2019,ASI,cattle-dairy_lp,def,0.41,kg/1000kg/day
2019,Indian Subcontinent,cattle-dairy,def,0.65,kg/1000kg/day
2019,Indian Subcontinent,cattle-dairy_hp,def,0.51,kg/1000kg/day
2019,Indian Subcontinent,cattle-dairy_lp,def,0.7,kg/1000kg/day
2019,Northern America,cattle-other,def,0.4,kg/1000kg/day
2019,Western Europe,cattle-other,def,0.42,kg/1000kg/day
2019,Eastern Europe,cattle-other,def,0.47,kg/1000kg/day
2019,AUS,cattle-other,def,0.46,kg/1000kg/day
2019,Latin America,cattle-other,def,0.31,kg/1000kg/day
2019,Latin America,cattle-other_hp,def,0.36,kg/1000kg/day
2019,Latin America,cattle-other_lp,def,0.29,kg/1000kg/day
2019,AFR,cattle-other,def,0.45,kg/1000kg/day
2019,AFR,cattle-other_hp,def,0.42,kg/1000kg/day
2019,AFR,cattle-other_lp,def,0.44,kg/1000kg/day
2019,Middle East,cattle-other,def,0.56,kg/1000kg/day
2019,Middle East,cattle-other_hp,def,0.51,kg/1000kg/day
2019,Middle East,cattle-other_lp,def,0.59,kg/1000kg/day
2019,ASI,cattle-other,def,0.38,kg/1000kg/day
2019,ASI,cattle-other_hp,def,0.36,kg/1000kg/day
2019,ASI,cattle-other_lp,def,0.39,kg/1000kg/day
2019,Indian Subcontinent,cattle-other,def,0.44,kg/1000kg/day
2019,Indian Subcontinent,cattle-other_hp,def,0.64,kg/1000kg/day
2019,Indian Subcontinent,cattle-other_lp,def,0.41,kg/1000kg/day
2019,Western Europe,buffalo,def,0.45,kg/1000kg/day
2019,Eastern Europe,buffalo,def,0.35,kg/1000kg/day
2019,Latin America,buffalo,def,0.41,kg/1000kg/day
2019,Latin America,buffalo_hp,def,0.41,kg/1000kg/day
2019,Latin America,buffalo_lp,def,0.41,kg/1000kg/day
2019,AFR,buffalo,def,0.42,kg/1000kg/day
2019,AFR,buffalo_hp,def,0.42,kg/1000kg/day
2019,AFR,buffalo_lp,def,0.42,kg/1000kg/day
2019,Middle East,buffalo,def,0.39,kg/1000kg/day
2019,Middle East,buffalo_hp,def,0.39,kg/1000kg/day
2019,Middle East,buffalo_lp,def,0.39,kg/1000kg/day
2019,ASI,buffalo,def,0.44,kg/1000kg/day
2019,ASI,buffalo_hp,def,0.44,kg/1000kg/day
2019,ASI,buffalo_lp,def,0.44,kg/1000kg/day
2019,Indian Subcontinent,buffalo,def,0.58,kg/1000kg/day
2019,Indian Subcontinent,buffalo_hp,def,0.58,kg/1000kg/day
2019,Indian Subcontinent,buffalo_lp,def,0.58,kg/1000kg/day
2019,Northern America,swine-growing,def,0.39,kg/1000kg/day
2019,Western Europe,swine-growing,def,0.65,kg/1000kg/day
2019,Eastern Europe,swine-growing,def,0.63,kg/1000kg/day
2019,AUS,swine-growing,def,0.54,kg/1000kg/day
2019,Latin America,swine-growing,def,0.59,kg/1000kg/day
2019,Latin America,swine-growing_hp,def,0.55,kg/1000kg/day
2019,Latin America,swine-growing_lp,def,0.67,kg/1000kg/day
2019,AFR,swine-growing,def,0.44,kg/1000kg/day
2019,AFR,swine-growing_hp,def,0.33,kg/1000kg/day
