product,property,value,unit
sheep,def,2.3,MJ/piece/day
sheep,min,2.3,MJ/piece/day
sheep,max,2.3,MJ/piece/day
sheep,abs_min,0.0,MJ/piece/day
sheep,abs_max,inf,MJ/piece/day
goat,def,5.0,MJ/piece/day
goat,min,5.0,MJ/piece/day
goat,max,5.0,MJ/piece/day
goat,abs_min,0.0,MJ/piece/day
goat,abs_max,inf,MJ/piece/day
