year,region,product,activity,property,value,unit
2019,World,swine,lagoon,def,0.0,kg/kg
2019,World,swine,liquid-slurry-naturalcover,def,0.0,kg/kg
2019,World,swine,liquid-slurry-nocover,def,0.0,kg/kg
2019,World,swine,liquid-slurry-cover,def,0.0,kg/kg
2019,World,swine,pit-short,def,0.0,kg/kg
2019,World,swine,pit-long,def,0.0,kg/kg
2019,World,swine,daily-spread,def,0.0,kg/kg
2019,World,swine,solid-storage-covered,def,0.0,kg/kg
2019,World,swine,solid-storage-bulking,def,0.02,kg/kg
2019,World,swine,solid-storage-additive,def,0.02,kg/kg
2019,World,swine,solid-storage,def,0.02,kg/kg
2019,World,swine,drylot,def,0.035,kg/kg
2019,World,swine,digester,def,0.0,kg/kg
2019,World,swine,burned,def,0.0,kg/kg
2019,World,swine,bedding,def,0.035,kg/kg
2019,World,swine,bedding-mixing,def,0.035,kg/kg
2019,World,swine,composting-vessel,def,0.0,kg/kg
2019,World,swine,composting-pile,def,0.06,kg/kg
2019,World,swine,composting-intensive,def,0.06,kg/kg
2019,World,swine,composting-passive,def,0.04,kg/kg
2019,World,swine,poultry-litter,def,0.0,kg/kg
2019,World,swine,poultry-nolitter,def,0.0,kg/kg
2019,World,swine,aerobic-natural,def,0.0,kg/kg
2019,World,swine,aerobic-forced,def,0.0,kg/kg
2019,World,swine,pasture,def,0.0,kg/kg
2019,World,swine,lagoon,min,0.0,kg/kg
2019,World,swine,liquid-slurry-naturalcover,min,0.0,kg/kg
2019,World,swine,liquid-slurry-nocover,min,0.0,kg/kg
2019,World,swine,liquid-slurry-cover,min,0.0,kg/kg
2019,World,swine,pit-short,min,0.0,kg/kg
2019,World,swine,pit-long,min,0.0,kg/kg
2019,World,swine,daily-spread,min,0.0,kg/kg
2019,World,swine,solid-storage-covered,min,0.0,kg/kg
2019,World,swine,solid-storage-bulking,min,0.02,kg/kg
2019,World,swine,solid-storage-additive,min,0.02,kg/kg
2019,World,swine,solid-storage,min,0.02,kg/kg
2019,World,swine,drylot,min,0.0,kg/kg
2019,World,swine,digester,min,0.0,kg/kg
2019,World,swine,burned,min,0.0,kg/kg
2019,World,swine,bedding,min,0.035,kg/kg
2019,World,swine,bedding-mixing,min,0.035,kg/kg
2019,World,swine,composting-vessel,min,0.0,kg/kg
2019,World,swine,composting-pile,min,0.06,kg/kg
2019,World,swine,composting-intensive,min,0.06,kg/kg
2019,World,swine,composting-passive,min,0.04,kg/kg
2019,World,swine,poultry-litter,min,0.0,kg/kg
2019,World,swine,poultry-nolitter,min,0.0,kg/kg
2019,World,swine,aerobic-natural,min,0.0,kg/kg
2019,World,swine,aerobic-forced,min,0.0,kg/kg
2019,World,swine,pasture,min,0.0,kg/kg
2019,World,swine,lagoon,max,0.0,kg/kg
2019,World,swine,liquid-slurry-naturalcover,max,0.0,kg/kg
2019,World,swine,liquid-slurry-nocover,max,0.0,kg/kg
2019,World,swine,liquid-slurry-cover,max,0.0,kg/kg
2019,World,swine,pit-short,max,0.0,kg/kg
2019,World,swine,pit-long,max,0.0,kg/kg
2019,World,swine,daily-spread,max,0.0,kg/kg
2019,World,swine,solid-storage-covered,max,0.0,kg/kg
2019,World,swine,solid-storage-bulking,max,0.02,kg/kg
2019,World,swine,solid-storage-additive,max,0.02,kg/kg
2019,World,swine,solid-storage,max,0.02,kg/kg
2019,World,swine,drylot,max,0.07,kg/kg
2019,World,swine,digester,max,0.0,kg/kg
2019,World,swine,burned,max,0.0,kg/kg
2019,World,swine,bedding,max,0.035,kg/kg
2019,World,swine,bedding-mixing,max,0.035,kg/kg
2019,World,swine,composting-vessel,max,0.0,kg/kg
2019,World,swine,composting-pile,max,0.06,kg/kg
2019,World,swine,composting-intensive,max,0.06,kg/kg
2019,World,swine,composting-passive,max,0.04,kg/kg
2019,World,swine,poultry-litter,max,0.0,kg/kg
2019,World,swine,poultry-nolitter,max,0.0,kg/kg
2019,World,swine,aerobic-natural,max,0.0,kg/kg
2019,World,swine,aerobic-forced,max,0.0,kg/kg
2019,World,swine,pasture,max,0.0,kg/kg
2019,World,swine,lagoon,abs_min,0.0,kg/kg
2019,World,swine,liquid-slurry-naturalcover,abs_min,0.0,kg/kg
2019,World,swine,liquid-slurry-nocover,abs_min,0.0,kg/kg
2019,World,swine,liquid-slurry-cover,abs_min,0.0,kg/kg
2019,World,swine,pit-short,abs_min,0.0,kg/kg
2019,World,swine,pit-long,abs_min,0.0,kg/kg
2019,World,swine,daily-spread,abs_min,0.0,kg/kg
2019,World,swine,solid-storage-covered,abs_min,0.0,kg/kg
2019,World,swine,solid-storage-bulking,abs_min,0.0,kg/kg
2019,World,swine,solid-storage-additive,abs_min,0.0,kg/kg
2019,World,swine,solid-storage,abs_min,0.0,kg/kg
2019,World,swine,drylot,abs_min,0.0,kg/kg
2019,World,swine,digester,abs_min,0.0,kg/kg
2019,World,swine,burned,abs_min,0.0,kg/kg
2019,World,swine,bedding,abs_min,0.0,kg/kg
2019,World,swine,bedding-mixing,abs_min,0.0,kg/kg
2019,World,swine,composting-vessel,abs_min,0.0,kg/kg
2019,World,swine,composting-pile,abs_min,0.0,kg/kg
2019,World,swine,composting-intensive,abs_min,0.0,kg/kg
2019,World,swine,composting-passive,abs_min,0.0,kg/kg
2019,World,swine,poultry-litter,abs_min,0.0,kg/kg
2019,World,swine,poultry-nolitter,abs_min,0.0,kg/kg
2019,World,swine,aerobic-natural,abs_min,0.0,kg/kg
2019,World,swine,aerobic-forced,abs_min,0.0,kg/kg
2019,World,swine,pasture,abs_min,0.0,kg/kg
2019,World,swine,lagoon,abs_max,1.0,kg/kg
2019,World,swine,liquid-slurry-naturalcover,abs_max,1.0,kg/kg
2019,World,swine,liquid-slurry-nocover,abs_max,1.0,kg/kg
2019,World,swine,liquid-slurry-cover,abs_max,1.0,kg/kg
2019,World,swine,pit-short,abs_max,1.0,kg/kg
2019,World,swine,pit-long,abs_max,1.0,kg/kg
2019,World,swine,daily-spread,abs_max,1.0,kg/kg
2019,World,swine,solid-storage-covered,abs_max,1.0,kg/kg
2019,World,swine,solid-storage-bulking,abs_max,1.0,kg/kg
2019,World,swine,solid-storage-additive,abs_max,1.0,kg/kg
2019,World,swine,solid-storage,abs_max,1.0,kg/kg
2019,World,swine,drylot,abs_max,1.0,kg/kg
2019,World,swine,digester,abs_max,1.0,kg/kg
2019,World,swine,burned,abs_max,1.0,kg/kg
2019,World,swine,bedding,abs_max,1.0,kg/kg
2019,World,swine,bedding-mixing,abs_max,1.0,kg/kg
2019,World,swine,composting-vessel,abs_max,1.0,kg/kg
2019,World,swine,composting-pile,abs_max,1.0,kg/kg
2019,World,swine,composting-intensive,abs_max,1.0,kg/kg
2019,World,swine,composting-passive,abs_max,1.0,kg/kg
2019,World,swine,poultry-litter,abs_max,1.0,kg/kg
2019,World,swine,poultry-nolitter,abs_max,1.0,kg/kg
2019,World,swine,aerobic-natural,abs_max,1.0,kg/kg
2019,World,swine,aerobic-forced,abs_max,1.0,kg/kg
2019,World,swine,pasture,abs_max,1.0,kg/kg
2019,World,cattle-dairy,lagoon,def,0.0,kg/kg
2019,World,cattle-dairy,liquid-slurry-naturalcover,def,0.0,kg/kg
2019,World,cattle-dairy,liquid-slurry-nocover,def,0.0,kg/kg
2019,World,cattle-dairy,liquid-slurry-cover,def,0.0,kg/kg
2019,World,cattle-dairy,pit-short,def,0.0,kg/kg
2019,World,cattle-dairy,pit-long,def,0.0,kg/kg
2019,World,cattle-dairy,daily-spread,def,0.0,kg/kg
2019,World,cattle-dairy,solid-storage-covered,def,0.0,kg/kg
2019,World,cattle-dairy,solid-storage-bulking,def,0.02,kg/kg
2019,World,cattle-dairy,solid-storage-additive,def,0.02,kg/kg
2019,World,cattle-dairy,solid-storage,def,0.02,kg/kg
2019,World,cattle-dairy,drylot,def,0.035,kg/kg
2019,World,cattle-dairy,digester,def,0.0,kg/kg
2019,World,cattle-dairy,burned,def,0.0,kg/kg
2019,World,cattle-dairy,bedding,def,0.036,kg/kg
2019,World,cattle-dairy,bedding-mixing,def,0.035,kg/kg
2019,World,cattle-dairy,composting-vessel,def,0.0,kg/kg
2019,World,cattle-dairy,composting-pile,def,0.06,kg/kg
2019,World,cattle-dairy,composting-intensive,def,0.06,kg/kg
2019,World,cattle-dairy,composting-passive,def,0.04,kg/kg
2019,World,cattle-dairy,poultry-litter,def,0.0,kg/kg
2019,World,cattle-dairy,poultry-nolitter,def,0.0,kg/kg
2019,World,cattle-dairy,aerobic-natural,def,0.0,kg/kg
2019,World,cattle-dairy,aerobic-forced,def,0.0,kg/kg
2019,World,cattle-dairy,pasture,def,0.0,kg/kg
2019,World,cattle-dairy,lagoon,min,0.0,kg/kg
2019,World,cattle-dairy,liquid-slurry-naturalcover,min,0.0,kg/kg
2019,World,cattle-dairy,liquid-slurry-nocover,min,0.0,kg/kg
2019,World,cattle-dairy,liquid-slurry-cover,min,0.0,kg/kg
2019,World,cattle-dairy,pit-short,min,0.0,kg/kg
2019,World,cattle-dairy,pit-long,min,0.0,kg/kg
2019,World,cattle-dairy,daily-spread,min,0.0,kg/kg
2019,World,cattle-dairy,solid-storage-covered,min,0.0,kg/kg
2019,World,cattle-dairy,solid-storage-bulking,min,0.02,kg/kg
2019,World,cattle-dairy,solid-storage-additive,min,0.02,kg/kg
