year,region,swds_type,property,value,unit
2006,World,managed,def,0.0,kg/yr
2006,World,managed_well_s-a,def,0.0,kg/yr
2006,World,managed_poorly_s-a,def,0.0,kg/yr
2006,World,managed_well_a-a,def,0.0,kg/yr
2006,World,managed_poorly_a-a,def,0.0,kg/yr
2006,World,unmanaged_deep,def,0.0,kg/yr
2006,World,unmanaged_shallow,def,0.0,kg/yr
2006,World,uncharacterised,def,0.0,kg/yr
2006,World,open-dumped,def,0.0,kg/yr
2006,World,managed,min,0.0,kg/yr
2006,World,managed_well_s-a,min,0.0,kg/yr
2006,World,managed_poorly_s-a,min,0.0,kg/yr
2006,World,managed_well_a-a,min,0.0,kg/yr
2006,World,managed_poorly_a-a,min,0.0,kg/yr
2006,World,unmanaged_deep,min,0.0,kg/yr
2006,World,unmanaged_shallow,min,0.0,kg/yr
2006,World,uncharacterised,min,0.0,kg/yr
2006,World,open-dumped,min,0.0,kg/yr
2006,World,managed,max,0.0,kg/yr
2006,World,managed_well_s-a,max,0.0,kg/yr
2006,World,managed_poorly_s-a,max,0.0,kg/yr
2006,World,managed_well_a-a,max,0.0,kg/yr
2006,World,managed_poorly_a-a,max,0.0,kg/yr
2006,World,unmanaged_deep,max,0.0,kg/yr
2006,World,unmanaged_shallow,max,0.0,kg/yr
2006,World,uncharacterised,max,0.0,kg/yr
2006,World,open-dumped,max,0.0,kg/yr
2006,World,managed,abs_min,0.0,kg/yr
2006,World,managed_well_s-a,abs_min,0.0,kg/yr
2006,World,managed_poorly_s-a,abs_min,0.0,kg/yr
2006,World,managed_well_a-a,abs_min,0.0,kg/yr
2006,World,managed_poorly_a-a,abs_min,0.0,kg/yr
2006,World,unmanaged_deep,abs_min,0.0,kg/yr
2006,World,unmanaged_shallow,abs_min,0.0,kg/yr
2006,World,uncharacterised,abs_min,0.0,kg/yr
2006,World,open-dumped,abs_min,0.0,kg/yr
2006,World,managed,abs_max,inf,kg/yr
2006,World,managed_well_s-a,abs_max,inf,kg/yr
2006,World,managed_poorly_s-a,abs_max,inf,kg/yr
2006,World,managed_well_a-a,abs_max,inf,kg/yr
2006,World,managed_poorly_a-a,abs_max,inf,kg/yr
2006,World,unmanaged_deep,abs_max,inf,kg/yr
2006,World,unmanaged_shallow,abs_max,inf,kg/yr
2006,World,uncharacterised,abs_max,inf,kg/yr
2006,World,open-dumped,abs_max,inf,kg/yr
