product,property,value,unit
sheep,def,0.4,MJ/piece/day
goat,def,0.33,MJ/piece/day
sheep,min,0.4,MJ/piece/day
goat,min,0.33,MJ/piece/day
sheep,max,0.4,MJ/piece/day
goat,max,0.33,MJ/piece/day
sheep,abs_min,0.0,MJ/piece/day
goat,abs_min,0.0,MJ/piece/day
sheep,abs_max,inf,MJ/piece/day
goat,abs_max,inf,MJ/piece/day
