year,region,product,property,value,unit
2019,World,sheep-mature,def,55.0,kg/piece
2019,World,sheep-mature_hp,def,65.0,kg/piece
2019,World,sheep-mature_lp,def,45.0,kg/piece
2019,World,sheep-mature_hp_dairy,def,65.0,kg/piece
2019,World,sheep-mature_lp_dairy,def,45.0,kg/piece
2019,World,sheep-mature_hp_wool,def,65.0,kg/piece
2019,World,sheep-mature_lp_wool,def,45.0,kg/piece
2019,World,swine-growing_hp_4to7kg,def,5.0,kg/piece
2019,World,swine-growing_hp_7to20kg,def,12.0,kg/piece
2019,World,swine-growing_hp_20to40kg,def,30.0,kg/piece
2019,World,swine-growing_hp_40to80kg,def,60.0,kg/piece
2019,World,swine-growing_hp_80to120kg,def,100.0,kg/piece
2019,World,swine-growing_hp_piglet,def,7.0,kg/piece
2019,World,swine-growing_lp_piglet,def,6.5,kg/piece
2019,World,camel,def,217.0,kg/piece
2019,World,mule-ass,def,130.0,kg/piece
2019,World,deer,def,120.0,kg/piece
2019,World,reindeer,def,120.0,kg/piece
2019,World,ostrich,def,120.0,kg/piece
2019,World,llama,def,65.0,kg/piece
2019,World,poultry-duck,def,2.7,kg/piece
2019,World,poultry-turkey,def,6.8,kg/piece
2019,World,poultry-turkey_lp,def,6.8,kg/piece
2019,World,poultry-turkey_hp,def,6.8,kg/piece
2019,Northern America,swine-growing,def,77.0,kg/piece
2019,Western Europe,swine-growing,def,76.0,kg/piece
2019,Eastern Europe,swine-growing,def,77.0,kg/piece
2019,AUS,swine-growing,def,61.0,kg/piece
2019,Latin America,swine-growing,def,65.0,kg/piece
2019,AFR,swine-growing,def,49.0,kg/piece
2019,Middle East,swine-growing,def,59.0,kg/piece
2019,ASI,swine-growing,def,58.0,kg/piece
2019,Indian Subcontinent,swine-growing,def,59.0,kg/piece
2019,Latin America,swine-growing_hp,def,81.0,kg/piece
2019,AFR,swine-growing_hp,def,72.0,kg/piece
2019,Middle East,swine-growing_hp,def,70.0,kg/piece
2019,ASI,swine-growing_hp,def,69.0,kg/piece
2019,Indian Subcontinent,swine-growing_hp,def,68.0,kg/piece
2019,Latin America,swine-growing_lp,def,59.0,kg/piece
2019,AFR,swine-growing_lp,def,37.0,kg/piece
2019,Middle East,swine-growing_lp,def,53.0,kg/piece
2019,ASI,swine-growing_lp,def,52.0,kg/piece
2019,Indian Subcontinent,swine-growing_lp,def,53.0,kg/piece
2019,Northern America,sheep-growing_hp,def,40.0,kg/piece
2019,Western Europe,sheep-growing_hp,def,40.0,kg/piece
2019,Eastern Europe,sheep-growing_hp,def,40.0,kg/piece
2019,AUS,sheep-growing_hp,def,40.0,kg/piece
2019,Latin America,sheep-growing_hp,def,31.0,kg/piece
2019,AFR,sheep-growing_hp,def,31.0,kg/piece
2019,Middle East,sheep-growing_hp,def,31.0,kg/piece
2019,ASI,sheep-growing_hp,def,31.0,kg/piece
2019,Indian Subcontinent,sheep-growing_hp,def,31.0,kg/piece
2019,Northern America,sheep-growing_lp,def,40.0,kg/piece
2019,Western Europe,sheep-growing_lp,def,40.0,kg/piece
2019,Eastern Europe,sheep-growing_lp,def,40.0,kg/piece
2019,AUS,sheep-growing_lp,def,40.0,kg/piece
2019,Latin America,sheep-growing_lp,def,31.0,kg/piece
2019,AFR,sheep-growing_lp,def,31.0,kg/piece
2019,Middle East,sheep-growing_lp,def,31.0,kg/piece
2019,ASI,sheep-growing_lp,def,31.0,kg/piece
2019,Indian Subcontinent,sheep-growing_lp,def,31.0,kg/piece
2019,Northern America,sheep-growing_hp_meat,def,40.0,kg/piece
2019,Western Europe,sheep-growing_hp_meat,def,40.0,kg/piece
2019,Eastern Europe,sheep-growing_hp_meat,def,40.0,kg/piece
2019,AUS,sheep-growing_hp_meat,def,40.0,kg/piece
2019,Latin America,sheep-growing_hp_meat,def,31.0,kg/piece
2019,AFR,sheep-growing_hp_meat,def,31.0,kg/piece
2019,Middle East,sheep-growing_hp_meat,def,31.0,kg/piece
2019,ASI,sheep-growing_hp_meat,def,31.0,kg/piece
2019,Indian Subcontinent,sheep-growing_hp_meat,def,31.0,kg/piece
2019,Northern America,sheep-growing_lp_meat,def,40.0,kg/piece
2019,Western Europe,sheep-growing_lp_meat,def,40.0,kg/piece
