region,product,property,value,unit
World,sheep,def,4.6,MJ/kg
World,goat,def,3.0,MJ/kg
World,sheep,min,3.68,MJ/kg
World,goat,min,2.40,MJ/kg
World,sheep,max,5.52,MJ/kg
World,goat,max,3.60,MJ/kg
World,sheep,abs_min,0.0,MJ/kg
World,goat,abs_min,0.0,MJ/kg
World,sheep,abs_max,inf,MJ/kg
World,goat,abs_max,inf,MJ/kg
