year,region,feedstocktype,property,value,unit
2016,World,natural_gas,def,3.951,none
2016,World,natural_gas,min,3.951,none
2016,World,natural_gas,max,3.951,none
2016,World,natural_gas,abs_min,0.0,none
2016,World,natural_gas,abs_max,inf,none
2016,World,natural_gas_co2,def,3.951,none
2016,World,natural_gas_co2,min,3.951,none
2016,World,natural_gas_co2,max,3.951,none
2016,World,natural_gas_co2,abs_min,0.0,none
2016,World,natural_gas_co2,abs_max,inf,none
2016,World,methane,def,3.98,none
2016,World,methane,min,3.98,none
2016,World,methane,max,3.98,none
2016,World,methane,abs_min,0.0,none
2016,World,methane,abs_max,inf,none
2016,World,oil,def,1.873,none
2016,World,oil,min,1.873,none
2016,World,oil,max,1.873,none
2016,World,oil,abs_min,0.0,none
2016,World,oil,abs_max,inf,none
2016,World,naphtha,def,2.287,none
2016,World,naphtha,min,2.287,none
2016,World,naphtha,max,2.287,none
2016,World,naphtha,abs_min,0.0,none
2016,World,naphtha,abs_max,inf,none
2016,World,light_naphtha,def,2.287,none
2016,World,light_naphtha,min,2.287,none
2016,World,light_naphtha,max,2.287,none
2016,World,light_naphtha,abs_min,0.0,none
2016,World,light_naphtha,abs_max,inf,none
2016,World,full_range_naphtha,def,2.05,none
2016,World,full_range_naphtha,min,2.05,none
2016,World,full_range_naphtha,max,2.05,none
2016,World,full_range_naphtha,abs_min,0.0,none
2016,World,full_range_naphtha,abs_max,inf,none
2016,World,fuel_oil,def,1.6515,none
2016,World,fuel_oil,min,1.6515,none
2016,World,fuel_oil,max,1.6515,none
2016,World,fuel_oil,abs_min,0.0,none
2016,World,fuel_oil,abs_max,inf,none
2016,World,light_fuel_oil,def,1.668,none
2016,World,light_fuel_oil,min,1.668,none
2016,World,light_fuel_oil,max,1.668,none
2016,World,light_fuel_oil,abs_min,0.0,none
2016,World,light_fuel_oil,abs_max,inf,none
2016,World,heavy_fuel_oil,def,1.635,none
2016,World,heavy_fuel_oil,min,1.635,none
2016,World,heavy_fuel_oil,max,1.635,none
2016,World,heavy_fuel_oil,abs_min,0.0,none
2016,World,heavy_fuel_oil,abs_max,inf,none
2016,World,coal,def,0.456,none
2016,World,coal,min,0.456,none
2016,World,coal,max,0.456,none
2016,World,coal,abs_min,0.0,none
2016,World,coal,abs_max,inf,none
2016,World,hard_coal,def,0.429,none
2016,World,hard_coal,min,0.429,none
2016,World,hard_coal,max,0.429,none
2016,World,hard_coal,abs_min,0.0,none
2016,World,hard_coal,abs_max,inf,none
2016,World,anthracite,def,0.429,none
2016,World,anthracite,min,0.429,none
2016,World,anthracite,max,0.429,none
2016,World,anthracite,abs_min,0.0,none
2016,World,anthracite,abs_max,inf,none
2016,World,sub_bituminous_coal,def,0.347,none
2016,World,sub_bituminous_coal,min,0.347,none
2016,World,sub_bituminous_coal,max,0.347,none
2016,World,sub_bituminous_coal,abs_min,0.0,none
2016,World,sub_bituminous_coal,abs_max,inf,none
2016,World,other_bituminous_coal,def,0.347,none
2016,World,other_bituminous_coal,min,0.347,none
2016,World,other_bituminous_coal,max,0.347,none
2016,World,other_bituminous_coal,abs_min,0.0,none
2016,World,other_bituminous_coal,abs_max,inf,none
2016,World,lignite,def,0.733,none
2016,World,lignite,min,0.733,none
2016,World,lignite,max,0.733,none
2016,World,lignite,abs_min,0.0,none
2016,World,lignite,abs_max,inf,none
2016,World,coke_oven_gas,def,3.350,none
2016,World,coke_oven_gas,min,3.20,none
2016,World,coke_oven_gas,max,3.50,none
2016,World,coke_oven_gas,abs_min,0.0,none
2016,World,coke_oven_gas,abs_max,inf,none
