year,region,product,activity,property,value,unit
2016,World,water,direct_co2_electrolysis,def,1.05,t/t
2016,World,water,direct_co2_electrolysis,max,1.1,t/t
2016,World,water,direct_co2_electrolysis,min,1,t/t
2016,World,water,direct_co2_electrolysis,abs_min,0,t/t
2016,World,water,direct_co2_electrolysis,abs_max,inf,t/t
2016,World,fresh_water,csr_a_natural_gas,def,0.986,t/t
2016,World,fresh_water,csr_a_natural_gas,min,0.6902,t/t
2016,World,fresh_water,csr_a_natural_gas,max,1.2828,t/t
2016,World,fresh_water,csr_a_natural_gas,abs_min,0.0,t/t
2016,World,fresh_water,csr_a_natural_gas,abs_max,inf,t/t
2016,World,fresh_water,csr_a_natural_gas,def,11,t/t
2016,World,fresh_water,csr_a_natural_gas,min,7.7,t/t
2016,World,fresh_water,csr_a_natural_gas,max,14.3,t/t
2016,World,fresh_water,csr_a_natural_gas,abs_min,0.0,t/t
2016,World,fresh_water,csr_a_natural_gas,abs_max,inf,t/t
2016,World,desalinated_water,csr_a_natural_gas,def,3.6,t/t
2016,World,desalinated_water,csr_a_natural_gas,min,2.52,t/t
2016,World,desalinated_water,csr_a_natural_gas,max,4.68,t/t
2016,World,desalinated_water,csr_a_natural_gas,abs_min,0.0,t/t
2016,World,desalinated_water,csr_a_natural_gas,abs_max,inf,t/t
2016,World,cooling_water,co2_hydrogenation,def,0.53,t/t
2016,World,cooling_water,co2_hydrogenation,min,0.371,t/t
2016,World,cooling_water,co2_hydrogenation,max,0.689,t/t
2016,World,cooling_water,co2_hydrogenation,abs_min,0.0,t/t
2016,World,cooling_water,co2_hydrogenation,abs_max,inf,t/t
2016,World,water,csr_a_natural_gas,def,0.539,t/t
2016,World,water,csr_a_natural_gas,min,0.3773,t/t
2016,World,water,csr_a_natural_gas,max,0.7007,t/t
2016,World,water,csr_a_natural_gas,abs_min,0.0,t/t
2016,World,water,csr_a_natural_gas,abs_max,inf,t/t
2016,EUR,deionised_water,csr_a_natural_gas,def,0.00127,t/t
2016,EUR,deionised_water,csr_a_natural_gas,min,0.000889,t/t
2016,EUR,deionised_water,csr_a_natural_gas,max,0.001651,t/t
2016,EUR,deionised_water,csr_a_natural_gas,abs_min,0.0,t/t
2016,EUR,deionised_water,csr_a_natural_gas,abs_max,inf,t/t
2016,EUR,cooling_water,csr_a_natural_gas,def,200,t/t
2016,EUR,cooling_water,csr_a_natural_gas,min,140,t/t
2016,EUR,cooling_water,csr_a_natural_gas,max,260,t/t
2016,EUR,cooling_water,csr_a_natural_gas,abs_min,0,t/t
2016,EUR,cooling_water,csr_a_natural_gas,abs_max,inf,t/t
2016,EUR,water,co2_hydrogenation,def,2.95,t/t
2016,EUR,water,co2_hydrogenation,min,2.065,t/t
2016,EUR,water,co2_hydrogenation,max,3.835,t/t
