region,waste_type,incin_type,property,value,unit
JP,msw_food,inc_pgm_rotary,abs_max,inf,kg/Gg
JP,msw_garden,inc_cont_stoker,abs_max,inf,kg/Gg
JP,msw_garden,inc_cont_fluid,abs_max,inf,kg/Gg
JP,msw_garden,inc_semi_stoker,abs_max,inf,kg/Gg
JP,msw_garden,inc_semi_fluid,abs_max,inf,kg/Gg
JP,msw_garden,inc_batch_stoker,abs_max,inf,kg/Gg
JP,msw_garden,inc_batch_fluid,abs_max,inf,kg/Gg
JP,msw_garden,inc_pgm_shaft,abs_max,inf,kg/Gg
JP,msw_garden,inc_pgm_fluid,abs_max,inf,kg/Gg
JP,msw_garden,inc_pgm_rotary,abs_max,inf,kg/Gg
JP,msw_paper,inc_cont_stoker,abs_max,inf,kg/Gg
JP,msw_paper,inc_cont_fluid,abs_max,inf,kg/Gg
JP,msw_paper,inc_semi_stoker,abs_max,inf,kg/Gg
JP,msw_paper,inc_semi_fluid,abs_max,inf,kg/Gg
JP,msw_paper,inc_batch_stoker,abs_max,inf,kg/Gg
JP,msw_paper,inc_batch_fluid,abs_max,inf,kg/Gg
JP,msw_paper,inc_pgm_shaft,abs_max,inf,kg/Gg
JP,msw_paper,inc_pgm_fluid,abs_max,inf,kg/Gg
JP,msw_paper,inc_pgm_rotary,abs_max,inf,kg/Gg
JP,msw_wood,inc_cont_stoker,abs_max,inf,kg/Gg
JP,msw_wood,inc_cont_fluid,abs_max,inf,kg/Gg
JP,msw_wood,inc_semi_stoker,abs_max,inf,kg/Gg
JP,msw_wood,inc_semi_fluid,abs_max,inf,kg/Gg
JP,msw_wood,inc_batch_stoker,abs_max,inf,kg/Gg
JP,msw_wood,inc_batch_fluid,abs_max,inf,kg/Gg
JP,msw_wood,inc_pgm_shaft,abs_max,inf,kg/Gg
JP,msw_wood,inc_pgm_fluid,abs_max,inf,kg/Gg
JP,msw_wood,inc_pgm_rotary,abs_max,inf,kg/Gg
JP,msw_textiles,inc_cont_stoker,abs_max,inf,kg/Gg
JP,msw_textiles,inc_cont_fluid,abs_max,inf,kg/Gg
JP,msw_textiles,inc_semi_stoker,abs_max,inf,kg/Gg
JP,msw_textiles,inc_semi_fluid,abs_max,inf,kg/Gg
JP,msw_textiles,inc_batch_stoker,abs_max,inf,kg/Gg
JP,msw_textiles,inc_batch_fluid,abs_max,inf,kg/Gg
JP,msw_textiles,inc_pgm_shaft,abs_max,inf,kg/Gg
JP,msw_textiles,inc_pgm_fluid,abs_max,inf,kg/Gg
JP,msw_textiles,inc_pgm_rotary,abs_max,inf,kg/Gg
JP,msw_nappies,inc_cont_stoker,abs_max,inf,kg/Gg
JP,msw_nappies,inc_cont_fluid,abs_max,inf,kg/Gg
JP,msw_nappies,inc_semi_stoker,abs_max,inf,kg/Gg
JP,msw_nappies,inc_semi_fluid,abs_max,inf,kg/Gg
JP,msw_nappies,inc_batch_stoker,abs_max,inf,kg/Gg
JP,msw_nappies,inc_batch_fluid,abs_max,inf,kg/Gg
JP,msw_nappies,inc_pgm_shaft,abs_max,inf,kg/Gg
JP,msw_nappies,inc_pgm_fluid,abs_max,inf,kg/Gg
JP,msw_nappies,inc_pgm_rotary,abs_max,inf,kg/Gg
JP,msw_rubber,inc_cont_stoker,abs_max,inf,kg/Gg
JP,msw_rubber,inc_cont_fluid,abs_max,inf,kg/Gg
JP,msw_rubber,inc_semi_stoker,abs_max,inf,kg/Gg
JP,msw_rubber,inc_semi_fluid,abs_max,inf,kg/Gg
JP,msw_rubber,inc_batch_stoker,abs_max,inf,kg/Gg
JP,msw_rubber,inc_batch_fluid,abs_max,inf,kg/Gg
JP,msw_rubber,inc_pgm_shaft,abs_max,inf,kg/Gg
JP,msw_rubber,inc_pgm_fluid,abs_max,inf,kg/Gg
JP,msw_rubber,inc_pgm_rotary,abs_max,inf,kg/Gg
JP,msw_plastics,inc_cont_stoker,abs_max,inf,kg/Gg
JP,msw_plastics,inc_cont_fluid,abs_max,inf,kg/Gg
JP,msw_plastics,inc_semi_stoker,abs_max,inf,kg/Gg
JP,msw_plastics,inc_semi_fluid,abs_max,inf,kg/Gg
JP,msw_plastics,inc_batch_stoker,abs_max,inf,kg/Gg
JP,msw_plastics,inc_batch_fluid,abs_max,inf,kg/Gg
JP,msw_plastics,inc_pgm_shaft,abs_max,inf,kg/Gg
JP,msw_plastics,inc_pgm_fluid,abs_max,inf,kg/Gg
JP,msw_plastics,inc_pgm_rotary,abs_max,inf,kg/Gg
JP,msw_metal,inc_cont_stoker,abs_max,inf,kg/Gg
JP,msw_metal,inc_cont_fluid,abs_max,inf,kg/Gg
JP,msw_metal,inc_semi_stoker,abs_max,inf,kg/Gg
JP,msw_metal,inc_semi_fluid,abs_max,inf,kg/Gg
JP,msw_metal,inc_batch_stoker,abs_max,inf,kg/Gg
JP,msw_metal,inc_batch_fluid,abs_max,inf,kg/Gg
JP,msw_metal,inc_pgm_shaft,abs_max,inf,kg/Gg
JP,msw_metal,inc_pgm_fluid,abs_max,inf,kg/Gg
JP,msw_metal,inc_pgm_rotary,abs_max,inf,kg/Gg
JP,msw_glass,inc_cont_stoker,abs_max,inf,kg/Gg
JP,msw_glass,inc_cont_fluid,abs_max,inf,kg/Gg
JP,msw_glass,inc_semi_stoker,abs_max,inf,kg/Gg
JP,msw_glass,inc_semi_fluid,abs_max,inf,kg/Gg
JP,msw_glass,inc_batch_stoker,abs_max,inf,kg/Gg
JP,msw_glass,inc_batch_fluid,abs_max,inf,kg/Gg
JP,msw_glass,inc_pgm_shaft,abs_max,inf,kg/Gg
JP,msw_glass,inc_pgm_fluid,abs_max,inf,kg/Gg
JP,msw_glass,inc_pgm_rotary,abs_max,inf,kg/Gg
JP,msw_other,inc_cont_stoker,abs_max,inf,kg/Gg
JP,msw_other,inc_cont_fluid,abs_max,inf,kg/Gg
JP,msw_other,inc_semi_stoker,abs_max,inf,kg/Gg
JP,msw_other,inc_semi_fluid,abs_max,inf,kg/Gg
JP,msw_other,inc_batch_stoker,abs_max,inf,kg/Gg
JP,msw_other,inc_batch_fluid,abs_max,inf,kg/Gg
JP,msw_other,inc_pgm_shaft,abs_max,inf,kg/Gg
JP,msw_other,inc_pgm_fluid,abs_max,inf,kg/Gg
JP,msw_other,inc_pgm_rotary,abs_max,inf,kg/Gg
JP,isw_food,inc_cont_stoker,abs_max,inf,kg/Gg
JP,isw_food,inc_cont_fluid,abs_max,inf,kg/Gg
JP,isw_food,inc_semi_stoker,abs_max,inf,kg/Gg
JP,isw_food,inc_semi_fluid,abs_max,inf,kg/Gg
JP,isw_food,inc_batch_stoker,abs_max,inf,kg/Gg
JP,isw_food,inc_batch_fluid,abs_max,inf,kg/Gg
JP,isw_food,inc_pgm_shaft,abs_max,inf,kg/Gg
JP,isw_food,inc_pgm_fluid,abs_max,inf,kg/Gg
JP,isw_food,inc_pgm_rotary,abs_max,inf,kg/Gg
JP,isw_textile,inc_cont_stoker,abs_max,inf,kg/Gg
JP,isw_textile,inc_cont_fluid,abs_max,inf,kg/Gg
JP,isw_textile,inc_semi_stoker,abs_max,inf,kg/Gg
JP,isw_textile,inc_semi_fluid,abs_max,inf,kg/Gg
JP,isw_textile,inc_batch_stoker,abs_max,inf,kg/Gg
JP,isw_textile,inc_batch_fluid,abs_max,inf,kg/Gg
JP,isw_textile,inc_pgm_shaft,abs_max,inf,kg/Gg
JP,isw_textile,inc_pgm_fluid,abs_max,inf,kg/Gg
JP,isw_textile,inc_pgm_rotary,abs_max,inf,kg/Gg
JP,isw_wood,inc_cont_stoker,abs_max,inf,kg/Gg
JP,isw_wood,inc_cont_fluid,abs_max,inf,kg/Gg
JP,isw_wood,inc_semi_stoker,abs_max,inf,kg/Gg
JP,isw_wood,inc_semi_fluid,abs_max,inf,kg/Gg
JP,isw_wood,inc_batch_stoker,abs_max,inf,kg/Gg
JP,isw_wood,inc_batch_fluid,abs_max,inf,kg/Gg
JP,isw_wood,inc_pgm_shaft,abs_max,inf,kg/Gg
JP,isw_wood,inc_pgm_fluid,abs_max,inf,kg/Gg
JP,isw_wood,inc_pgm_rotary,abs_max,inf,kg/Gg
JP,isw_paper,inc_cont_stoker,abs_max,inf,kg/Gg
JP,isw_paper,inc_cont_fluid,abs_max,inf,kg/Gg
JP,isw_paper,inc_semi_stoker,abs_max,inf,kg/Gg
JP,isw_paper,inc_semi_fluid,abs_max,inf,kg/Gg
JP,isw_paper,inc_batch_stoker,abs_max,inf,kg/Gg
JP,isw_paper,inc_batch_fluid,abs_max,inf,kg/Gg
JP,isw_paper,inc_pgm_shaft,abs_max,inf,kg/Gg
JP,isw_paper,inc_pgm_fluid,abs_max,inf,kg/Gg
JP,isw_paper,inc_pgm_rotary,abs_max,inf,kg/Gg
JP,isw_petroleum,inc_cont_stoker,abs_max,inf,kg/Gg
JP,isw_petroleum,inc_cont_fluid,abs_max,inf,kg/Gg
JP,isw_petroleum,inc_semi_stoker,abs_max,inf,kg/Gg
JP,isw_petroleum,inc_semi_fluid,abs_max,inf,kg/Gg
JP,isw_petroleum,inc_batch_stoker,abs_max,inf,kg/Gg
JP,isw_petroleum,inc_batch_fluid,abs_max,inf,kg/Gg
JP,isw_petroleum,inc_pgm_shaft,abs_max,inf,kg/Gg
JP,isw_petroleum,inc_pgm_fluid,abs_max,inf,kg/Gg
JP,isw_petroleum,inc_pgm_rotary,abs_max,inf,kg/Gg
JP,isw_rubber,inc_cont_stoker,abs_max,inf,kg/Gg
JP,isw_rubber,inc_cont_fluid,abs_max,inf,kg/Gg
JP,isw_rubber,inc_semi_stoker,abs_max,inf,kg/Gg
JP,isw_rubber,inc_semi_fluid,abs_max,inf,kg/Gg
JP,isw_rubber,inc_batch_stoker,abs_max,inf,kg/Gg
JP,isw_rubber,inc_batch_fluid,abs_max,inf,kg/Gg
JP,isw_rubber,inc_pgm_shaft,abs_max,inf,kg/Gg
JP,isw_rubber,inc_pgm_fluid,abs_max,inf,kg/Gg
JP,isw_rubber,inc_pgm_rotary,abs_max,inf,kg/Gg
JP,isw_construction,inc_cont_stoker,abs_max,inf,kg/Gg
JP,isw_construction,inc_cont_fluid,abs_max,inf,kg/Gg
JP,isw_construction,inc_semi_stoker,abs_max,inf,kg/Gg
JP,isw_construction,inc_semi_fluid,abs_max,inf,kg/Gg
JP,isw_construction,inc_batch_stoker,abs_max,inf,kg/Gg
JP,isw_construction,inc_batch_fluid,abs_max,inf,kg/Gg
JP,isw_construction,inc_pgm_shaft,abs_max,inf,kg/Gg
JP,isw_construction,inc_pgm_fluid,abs_max,inf,kg/Gg
JP,isw_construction,inc_pgm_rotary,abs_max,inf,kg/Gg
JP,isw_other,inc_cont_stoker,abs_max,inf,kg/Gg
JP,isw_other,inc_cont_fluid,abs_max,inf,kg/Gg
JP,isw_other,inc_semi_stoker,abs_max,inf,kg/Gg
JP,isw_other,inc_semi_fluid,abs_max,inf,kg/Gg
JP,isw_other,inc_batch_stoker,abs_max,inf,kg/Gg
JP,isw_other,inc_batch_fluid,abs_max,inf,kg/Gg
JP,isw_other,inc_pgm_shaft,abs_max,inf,kg/Gg
JP,isw_other,inc_pgm_fluid,abs_max,inf,kg/Gg
JP,isw_other,inc_pgm_rotary,abs_max,inf,kg/Gg
JP,ow_hazard,inc_cont_stoker,abs_max,inf,kg/Gg
JP,ow_hazard,inc_cont_fluid,abs_max,inf,kg/Gg
JP,ow_hazard,inc_semi_stoker,abs_max,inf,kg/Gg
JP,ow_hazard,inc_semi_fluid,abs_max,inf,kg/Gg
JP,ow_hazard,inc_batch_stoker,abs_max,inf,kg/Gg
JP,ow_hazard,inc_batch_fluid,abs_max,inf,kg/Gg
JP,ow_hazard,inc_pgm_shaft,abs_max,inf,kg/Gg
JP,ow_hazard,inc_pgm_fluid,abs_max,inf,kg/Gg
JP,ow_hazard,inc_pgm_rotary,abs_max,inf,kg/Gg
JP,ow_clinical,inc_cont_stoker,abs_max,inf,kg/Gg
JP,ow_clinical,inc_cont_fluid,abs_max,inf,kg/Gg
JP,ow_clinical,inc_semi_stoker,abs_max,inf,kg/Gg
JP,ow_clinical,inc_semi_fluid,abs_max,inf,kg/Gg
JP,ow_clinical,inc_batch_stoker,abs_max,inf,kg/Gg
JP,ow_clinical,inc_batch_fluid,abs_max,inf,kg/Gg
JP,ow_clinical,inc_pgm_shaft,abs_max,inf,kg/Gg
JP,ow_clinical,inc_pgm_fluid,abs_max,inf,kg/Gg
JP,ow_clinical,inc_pgm_rotary,abs_max,inf,kg/Gg
JP,sludge_dom,inc_cont_stoker,abs_max,inf,kg/Gg
JP,sludge_dom,inc_cont_fluid,abs_max,inf,kg/Gg
JP,sludge_dom,inc_semi_stoker,abs_max,inf,kg/Gg
JP,sludge_dom,inc_semi_fluid,abs_max,inf,kg/Gg
JP,sludge_dom,inc_batch_stoker,abs_max,inf,kg/Gg
JP,sludge_dom,inc_batch_fluid,abs_max,inf,kg/Gg
JP,sludge_dom,inc_pgm_shaft,abs_max,inf,kg/Gg
JP,sludge_dom,inc_pgm_fluid,abs_max,inf,kg/Gg
JP,sludge_dom,inc_pgm_rotary,abs_max,inf,kg/Gg
JP,sludge_ind,inc_cont_stoker,abs_max,inf,kg/Gg
JP,sludge_ind,inc_cont_fluid,abs_max,inf,kg/Gg
JP,sludge_ind,inc_semi_stoker,abs_max,inf,kg/Gg
JP,sludge_ind,inc_semi_fluid,abs_max,inf,kg/Gg
JP,sludge_ind,inc_batch_stoker,abs_max,inf,kg/Gg
JP,sludge_ind,inc_batch_fluid,abs_max,inf,kg/Gg
JP,sludge_ind,inc_pgm_shaft,abs_max,inf,kg/Gg
JP,sludge_ind,inc_pgm_fluid,abs_max,inf,kg/Gg
JP,sludge_ind,inc_pgm_rotary,abs_max,inf,kg/Gg
JP,msw_food,open_burn,def,600.0,kg/Gg
JP,msw_garden,open_burn,def,600.0,kg/Gg
JP,msw_paper,open_burn,def,1350.0,kg/Gg
JP,msw_wood,open_burn,def,1260.0,kg/Gg
JP,msw_textiles,open_burn,def,1200.0,kg/Gg
JP,msw_nappies,open_burn,def,600.0,kg/Gg
JP,msw_rubber,open_burn,def,1260.0,kg/Gg
JP,msw_plastics,open_burn,def,1500.0,kg/Gg
JP,msw_metal,open_burn,def,1500.0,kg/Gg
JP,msw_glass,open_burn,def,1500.0,kg/Gg
JP,msw_other,open_burn,def,1350.0,kg/Gg
JP,msw_food,open_burn,min,0.0,kg/Gg
JP,msw_garden,open_burn,min,0.0,kg/Gg
JP,msw_paper,open_burn,min,0.0,kg/Gg
JP,msw_wood,open_burn,min,0.0,kg/Gg
JP,msw_textiles,open_burn,min,0.0,kg/Gg
JP,msw_nappies,open_burn,min,0.0,kg/Gg
JP,msw_rubber,open_burn,min,0.0,kg/Gg
JP,msw_plastics,open_burn,min,0.0,kg/Gg
JP,msw_metal,open_burn,min,0.0,kg/Gg
JP,msw_glass,open_burn,min,0.0,kg/Gg
JP,msw_other,open_burn,min,0.0,kg/Gg
JP,msw_food,open_burn,max,1200.0,kg/Gg
JP,msw_garden,open_burn,max,1200.0,kg/Gg
JP,msw_paper,open_burn,max,2700.0,kg/Gg
JP,msw_wood,open_burn,max,2520.0,kg/Gg
JP,msw_textiles,open_burn,max,2400.0,kg/Gg
JP,msw_nappies,open_burn,max,1200.0,kg/Gg
JP,msw_rubber,open_burn,max,2520.0,kg/Gg
JP,msw_plastics,open_burn,max,3000.0,kg/Gg
JP,msw_metal,open_burn,max,3000.0,kg/Gg
JP,msw_glass,open_burn,max,3000.0,kg/Gg
JP,msw_other,open_burn,max,2700.0,kg/Gg
JP,msw_food,open_burn,abs_min,0.0,kg/Gg
JP,msw_garden,open_burn,abs_min,0.0,kg/Gg
JP,msw_paper,open_burn,abs_min,0.0,kg/Gg
JP,msw_wood,open_burn,abs_min,0.0,kg/Gg
JP,msw_textiles,open_burn,abs_min,0.0,kg/Gg
JP,msw_nappies,open_burn,abs_min,0.0,kg/Gg
JP,msw_rubber,open_burn,abs_min,0.0,kg/Gg
JP,msw_plastics,open_burn,abs_min,0.0,kg/Gg
JP,msw_metal,open_burn,abs_min,0.0,kg/Gg
JP,msw_glass,open_burn,abs_min,0.0,kg/Gg
JP,msw_other,open_burn,abs_min,0.0,kg/Gg
JP,msw_food,open_burn,abs_max,inf,kg/Gg
JP,msw_garden,open_burn,abs_max,inf,kg/Gg
JP,msw_paper,open_burn,abs_max,inf,kg/Gg
JP,msw_wood,open_burn,abs_max,inf,kg/Gg
JP,msw_textiles,open_burn,abs_max,inf,kg/Gg
JP,msw_nappies,open_burn,abs_max,inf,kg/Gg
JP,msw_rubber,open_burn,abs_max,inf,kg/Gg
JP,msw_plastics,open_burn,abs_max,inf,kg/Gg
JP,msw_metal,open_burn,abs_max,inf,kg/Gg
JP,msw_glass,open_burn,abs_max,inf,kg/Gg
JP,msw_other,open_burn,abs_max,inf,kg/Gg
JP,msw_food,inc_continuous,def,50.0,kg/Gg
JP,msw_garden,inc_continuous,def,50.0,kg/Gg
JP,msw_paper,inc_continuous,def,50.0,kg/Gg
JP,msw_wood,inc_continuous,def,50.0,kg/Gg
JP,msw_textiles,inc_continuous,def,50.0,kg/Gg
JP,msw_nappies,inc_continuous,def,50.0,kg/Gg
JP,msw_rubber,inc_continuous,def,50.0,kg/Gg
JP,msw_plastics,inc_continuous,def,50.0,kg/Gg
JP,msw_metal,inc_continuous,def,50.0,kg/Gg
JP,msw_glass,inc_continuous,def,50.0,kg/Gg
JP,msw_other,inc_continuous,def,50.0,kg/Gg
JP,isw_food,inc_continuous,def,100.0,kg/Gg
JP,isw_textile,inc_continuous,def,100.0,kg/Gg
JP,isw_wood,inc_continuous,def,100.0,kg/Gg
JP,isw_paper,inc_continuous,def,100.0,kg/Gg
JP,isw_petroleum,inc_continuous,def,100.0,kg/Gg
JP,isw_rubber,inc_continuous,def,100.0,kg/Gg
JP,isw_construction,inc_continuous,def,100.0,kg/Gg
JP,isw_other,inc_continuous,def,100.0,kg/Gg
JP,ow_hazard,inc_continuous,def,100.0,kg/Gg
JP,ow_clinical,inc_continuous,def,100.0,kg/Gg
JP,sludge_dom,inc_continuous,def,900.0,kg/Gg
JP,sludge_ind,inc_continuous,def,450.0,kg/Gg
JP,msw_food,inc_continuous,min,0.0,kg/Gg
JP,msw_garden,inc_continuous,min,0.0,kg/Gg
JP,msw_paper,inc_continuous,min,0.0,kg/Gg
JP,msw_wood,inc_continuous,min,0.0,kg/Gg
JP,msw_textiles,inc_continuous,min,0.0,kg/Gg
JP,msw_nappies,inc_continuous,min,0.0,kg/Gg
JP,msw_rubber,inc_continuous,min,0.0,kg/Gg
JP,msw_plastics,inc_continuous,min,0.0,kg/Gg
JP,msw_metal,inc_continuous,min,0.0,kg/Gg
JP,msw_glass,inc_continuous,min,0.0,kg/Gg
JP,msw_other,inc_continuous,min,0.0,kg/Gg
JP,isw_food,inc_continuous,min,0.0,kg/Gg
JP,isw_textile,inc_continuous,min,0.0,kg/Gg
JP,isw_wood,inc_continuous,min,0.0,kg/Gg
JP,isw_paper,inc_continuous,min,0.0,kg/Gg
JP,isw_petroleum,inc_continuous,min,0.0,kg/Gg
JP,isw_rubber,inc_continuous,min,0.0,kg/Gg
JP,isw_construction,inc_continuous,min,0.0,kg/Gg
JP,isw_other,inc_continuous,min,0.0,kg/Gg
JP,ow_hazard,inc_continuous,min,0.0,kg/Gg
JP,ow_clinical,inc_continuous,min,0.0,kg/Gg
JP,sludge_dom,inc_continuous,min,0.0,kg/Gg
JP,sludge_ind,inc_continuous,min,0.0,kg/Gg
JP,msw_food,inc_continuous,max,100.0,kg/Gg
JP,msw_garden,inc_continuous,max,100.0,kg/Gg
JP,msw_paper,inc_continuous,max,100.0,kg/Gg
JP,msw_wood,inc_continuous,max,100.0,kg/Gg
JP,msw_textiles,inc_continuous,max,100.0,kg/Gg
JP,msw_nappies,inc_continuous,max,100.0,kg/Gg
JP,msw_rubber,inc_continuous,max,100.0,kg/Gg
JP,msw_plastics,inc_continuous,max,100.0,kg/Gg
JP,msw_metal,inc_continuous,max,100.0,kg/Gg
JP,msw_glass,inc_continuous,max,100.0,kg/Gg
JP,msw_other,inc_continuous,max,100.0,kg/Gg
JP,isw_food,inc_continuous,max,200.0,kg/Gg
JP,isw_textile,inc_continuous,max,200.0,kg/Gg
JP,isw_wood,inc_continuous,max,200.0,kg/Gg
JP,isw_paper,inc_continuous,max,200.0,kg/Gg
JP,isw_petroleum,inc_continuous,max,200.0,kg/Gg
JP,isw_rubber,inc_continuous,max,200.0,kg/Gg
JP,isw_construction,inc_continuous,max,200.0,kg/Gg
JP,isw_other,inc_continuous,max,200.0,kg/Gg
JP,ow_hazard,inc_continuous,max,200.0,kg/Gg
JP,ow_clinical,inc_continuous,max,200.0,kg/Gg
JP,sludge_dom,inc_continuous,max,1800.0,kg/Gg
JP,sludge_ind,inc_continuous,max,900.0,kg/Gg
JP,msw_food,inc_continuous,abs_min,0.0,kg/Gg
JP,msw_garden,inc_continuous,abs_min,0.0,kg/Gg
JP,msw_paper,inc_continuous,abs_min,0.0,kg/Gg
JP,msw_wood,inc_continuous,abs_min,0.0,kg/Gg
JP,msw_textiles,inc_continuous,abs_min,0.0,kg/Gg
JP,msw_nappies,inc_continuous,abs_min,0.0,kg/Gg
JP,msw_rubber,inc_continuous,abs_min,0.0,kg/Gg
JP,msw_plastics,inc_continuous,abs_min,0.0,kg/Gg
JP,msw_metal,inc_continuous,abs_min,0.0,kg/Gg
JP,msw_glass,inc_continuous,abs_min,0.0,kg/Gg
JP,msw_other,inc_continuous,abs_min,0.0,kg/Gg
JP,isw_food,inc_continuous,abs_min,0.0,kg/Gg
JP,isw_textile,inc_continuous,abs_min,0.0,kg/Gg
JP,isw_wood,inc_continuous,abs_min,0.0,kg/Gg
JP,isw_paper,inc_continuous,abs_min,0.0,kg/Gg
JP,isw_petroleum,inc_continuous,abs_min,0.0,kg/Gg
JP,isw_rubber,inc_continuous,abs_min,0.0,kg/Gg
JP,isw_construction,inc_continuous,abs_min,0.0,kg/Gg
JP,isw_other,inc_continuous,abs_min,0.0,kg/Gg
JP,ow_hazard,inc_continuous,abs_min,0.0,kg/Gg
JP,ow_clinical,inc_continuous,abs_min,0.0,kg/Gg
JP,sludge_dom,inc_continuous,abs_min,0.0,kg/Gg
JP,sludge_ind,inc_continuous,abs_min,0.0,kg/Gg
JP,msw_food,inc_continuous,abs_max,inf,kg/Gg
JP,msw_garden,inc_continuous,abs_max,inf,kg/Gg
JP,msw_paper,inc_continuous,abs_max,inf,kg/Gg
JP,msw_wood,inc_continuous,abs_max,inf,kg/Gg
JP,msw_textiles,inc_continuous,abs_max,inf,kg/Gg
JP,msw_nappies,inc_continuous,abs_max,inf,kg/Gg
JP,msw_rubber,inc_continuous,abs_max,inf,kg/Gg
JP,msw_plastics,inc_continuous,abs_max,inf,kg/Gg
JP,msw_metal,inc_continuous,abs_max,inf,kg/Gg
JP,msw_glass,inc_continuous,abs_max,inf,kg/Gg
JP,msw_other,inc_continuous,abs_max,inf,kg/Gg
JP,isw_food,inc_continuous,abs_max,inf,kg/Gg
JP,isw_textile,inc_continuous,abs_max,inf,kg/Gg
JP,isw_wood,inc_continuous,abs_max,inf,kg/Gg
JP,isw_paper,inc_continuous,abs_max,inf,kg/Gg
JP,isw_petroleum,inc_continuous,abs_max,inf,kg/Gg
JP,isw_rubber,inc_continuous,abs_max,inf,kg/Gg
JP,isw_construction,inc_continuous,abs_max,inf,kg/Gg
JP,isw_other,inc_continuous,abs_max,inf,kg/Gg
JP,ow_hazard,inc_continuous,abs_max,inf,kg/Gg
JP,ow_clinical,inc_continuous,abs_max,inf,kg/Gg
JP,sludge_dom,inc_continuous,abs_max,inf,kg/Gg
JP,sludge_ind,inc_continuous,abs_max,inf,kg/Gg
JP,msw_food,inc_semi-continuous,def,50.0,kg/Gg
JP,msw_garden,inc_semi-continuous,def,50.0,kg/Gg
JP,msw_paper,inc_semi-continuous,def,50.0,kg/Gg
JP,msw_wood,inc_semi-continuous,def,50.0,kg/Gg
JP,msw_textiles,inc_semi-continuous,def,50.0,kg/Gg
JP,msw_nappies,inc_semi-continuous,def,50.0,kg/Gg
JP,msw_rubber,inc_semi-continuous,def,50.0,kg/Gg
JP,msw_plastics,inc_semi-continuous,def,50.0,kg/Gg
JP,msw_metal,inc_semi-continuous,def,50.0,kg/Gg
JP,msw_glass,inc_semi-continuous,def,50.0,kg/Gg
JP,msw_other,inc_semi-continuous,def,50.0,kg/Gg
JP,isw_food,inc_semi-continuous,def,100.0,kg/Gg
JP,isw_textile,inc_semi-continuous,def,100.0,kg/Gg
JP,isw_wood,inc_semi-continuous,def,100.0,kg/Gg
JP,isw_paper,inc_semi-continuous,def,100.0,kg/Gg
JP,isw_petroleum,inc_semi-continuous,def,100.0,kg/Gg
JP,isw_rubber,inc_semi-continuous,def,100.0,kg/Gg
JP,isw_construction,inc_semi-continuous,def,100.0,kg/Gg
JP,isw_other,inc_semi-continuous,def,100.0,kg/Gg
JP,ow_hazard,inc_semi-continuous,def,100.0,kg/Gg
JP,ow_clinical,inc_semi-continuous,def,100.0,kg/Gg
JP,sludge_dom,inc_semi-continuous,def,900.0,kg/Gg
JP,sludge_ind,inc_semi-continuous,def,450.0,kg/Gg
JP,msw_food,inc_semi-continuous,min,0.0,kg/Gg
JP,msw_garden,inc_semi-continuous,min,0.0,kg/Gg
JP,msw_paper,inc_semi-continuous,min,0.0,kg/Gg
JP,msw_wood,inc_semi-continuous,min,0.0,kg/Gg
JP,msw_textiles,inc_semi-continuous,min,0.0,kg/Gg
JP,msw_nappies,inc_semi-continuous,min,0.0,kg/Gg
JP,msw_rubber,inc_semi-continuous,min,0.0,kg/Gg
JP,msw_plastics,inc_semi-continuous,min,0.0,kg/Gg
JP,msw_metal,inc_semi-continuous,min,0.0,kg/Gg
JP,msw_glass,inc_semi-continuous,min,0.0,kg/Gg
JP,msw_other,inc_semi-continuous,min,0.0,kg/Gg
JP,isw_food,inc_semi-continuous,min,0.0,kg/Gg
JP,isw_textile,inc_semi-continuous,min,0.0,kg/Gg
JP,isw_wood,inc_semi-continuous,min,0.0,kg/Gg
JP,isw_paper,inc_semi-continuous,min,0.0,kg/Gg
JP,isw_petroleum,inc_semi-continuous,min,0.0,kg/Gg
JP,isw_rubber,inc_semi-continuous,min,0.0,kg/Gg
JP,isw_construction,inc_semi-continuous,min,0.0,kg/Gg
JP,isw_other,inc_semi-continuous,min,0.0,kg/Gg
JP,ow_hazard,inc_semi-continuous,min,0.0,kg/Gg
JP,ow_clinical,inc_semi-continuous,min,0.0,kg/Gg
JP,sludge_dom,inc_semi-continuous,min,0.0,kg/Gg
JP,sludge_ind,inc_semi-continuous,min,0.0,kg/Gg
JP,msw_food,inc_semi-continuous,max,100.0,kg/Gg
JP,msw_garden,inc_semi-continuous,max,100.0,kg/Gg
JP,msw_paper,inc_semi-continuous,max,100.0,kg/Gg
JP,msw_wood,inc_semi-continuous,max,100.0,kg/Gg
JP,msw_textiles,inc_semi-continuous,max,100.0,kg/Gg
JP,msw_nappies,inc_semi-continuous,max,100.0,kg/Gg
JP,msw_rubber,inc_semi-continuous,max,100.0,kg/Gg
JP,msw_plastics,inc_semi-continuous,max,100.0,kg/Gg
JP,msw_metal,inc_semi-continuous,max,100.0,kg/Gg
JP,msw_glass,inc_semi-continuous,max,100.0,kg/Gg
JP,msw_other,inc_semi-continuous,max,100.0,kg/Gg
JP,isw_food,inc_semi-continuous,max,200.0,kg/Gg
JP,isw_textile,inc_semi-continuous,max,200.0,kg/Gg
JP,isw_wood,inc_semi-continuous,max,200.0,kg/Gg
JP,isw_paper,inc_semi-continuous,max,200.0,kg/Gg
JP,isw_petroleum,inc_semi-continuous,max,200.0,kg/Gg
