year,region,product,activity,feedstocktype,property,value,unit
2006,World,methanol,csr_a,natural_gas,abs_max,inf,t/t
2006,World,methanol,csr_a,natural_gas,abs_min,0.0000,t/t
2006,World,methanol,csr_a,natural_gas,def,0.7604,t/t
2006,World,methanol,csr_a,natural_gas,max,0.9885,t/t
2006,World,methanol,csr_a,natural_gas,min,0.5323,t/t
2006,World,methanol,csr_b,natural_gas,abs_max,inf,t/t
2006,World,methanol,csr_b,natural_gas,abs_min,0.0000,t/t
2006,World,methanol,csr_b,natural_gas,def,0.6958,t/t
2006,World,methanol,csr_b,natural_gas,max,0.9046,t/t
2006,World,methanol,csr_b,natural_gas,min,0.4871,t/t
2006,World,methanol,csr_c1,natural_gas_co2,abs_max,inf,t/t
2006,World,methanol,csr_c1,natural_gas_co2,abs_min,0.0000,t/t
2006,World,methanol,csr_c1,natural_gas_co2,def,0.6104,t/t
2006,World,methanol,csr_c1,natural_gas_co2,max,0.7935,t/t
2006,World,methanol,csr_c1,natural_gas_co2,min,0.4273,t/t
2006,World,methanol,csr_c1,natural_gas,abs_max,inf,t/t
2006,World,methanol,csr_c1,natural_gas,abs_min,0.0000,t/t
2006,World,methanol,csr_c1,natural_gas,def,0.6542,t/t
2006,World,methanol,csr_c1,natural_gas,max,0.8504,t/t
2006,World,methanol,csr_c1,natural_gas,min,0.4579,t/t
2006,World,methanol,csr_c2,natural_gas,abs_max,inf,t/t
2006,World,methanol,csr_c2,natural_gas,abs_min,0.0000,t/t
2006,World,methanol,csr_c2,natural_gas,def,0.6104,t/t
2006,World,methanol,csr_c2,natural_gas,max,0.7935,t/t
2006,World,methanol,csr_c2,natural_gas,min,0.4273,t/t
2006,World,methanol,csr_c3,natural_gas,abs_max,inf,t/t
2006,World,methanol,csr_c3,natural_gas,abs_min,0.0000,t/t
2006,World,methanol,csr_c3,natural_gas,def,0.6583,t/t
2006,World,methanol,csr_c3,natural_gas,max,0.8558,t/t
2006,World,methanol,csr_c3,natural_gas,min,0.4608,t/t
2006,World,methanol,csr_c4,natural_gas,abs_max,inf,t/t
2006,World,methanol,csr_c4,natural_gas,abs_min,0.0000,t/t
2006,World,methanol,csr_c4,natural_gas,def,0.6271,t/t
2006,World,methanol,csr_c4,natural_gas,max,0.8152,t/t
2006,World,methanol,csr_c4,natural_gas,min,0.4390,t/t
2006,World,methanol,pox,anthracite,abs_max,inf,t/t
2006,World,methanol,pox,anthracite,abs_min,0.0000,t/t
2006,World,methanol,pox,anthracite,def,2.6227,t/t
2006,World,methanol,pox,anthracite,max,3.4095,t/t
2006,World,methanol,pox,anthracite,min,1.8359,t/t
2006,World,methanol,pox,lignite,abs_max,inf,t/t
2006,World,methanol,pox,lignite,abs_min,0.0000,t/t
2006,World,methanol,pox,lignite,def,2.5830,t/t
2006,World,methanol,pox,lignite,max,3.3578,t/t
2006,World,methanol,pox,lignite,min,1.8081,t/t
2006,World,methanol,pox,oil,abs_max,inf,t/t
2006,World,methanol,pox,oil,abs_min,0.0000,t/t
2006,World,methanol,pox,oil,def,0.8700,t/t
2006,World,methanol,pox,oil,max,1.1310,t/t
2006,World,methanol,pox,oil,min,0.6090,t/t
2006,World,aromatics,sc,gas_oil,abs_max,inf,t/t
2006,World,aromatics,sc,gas_oil,abs_min,0.0,t/t
2006,World,aromatics,sc,gas_oil,def,0.124,t/t
2006,World,aromatics,sc,gas_oil,max,0.1364,t/t
2006,World,aromatics,sc,gas_oil,min,0.1116,t/t
2006,World,aromatics,sc,naphtha,abs_max,inf,t/t
2006,World,aromatics,sc,naphtha,abs_min,0.0,t/t
2006,World,aromatics,sc,naphtha,def,0.104,t/t
2006,World,aromatics,sc,naphtha,max,0.1144,t/t
2006,World,aromatics,sc,naphtha,min,0.0936,t/t
2006,World,butadiene,sc,butane,abs_max,inf,t/t
2006,World,butadiene,sc,butane,abs_min,0.0,t/t
2006,World,butadiene,sc,butane,def,0.044,t/t
2006,World,butadiene,sc,butane,max,0.0484,t/t
2006,World,butadiene,sc,butane,min,0.0396,t/t
2006,World,butadiene,sc,ethane,abs_max,inf,t/t
2006,World,butadiene,sc,ethane,abs_min,0.0,t/t
2006,World,butadiene,sc,ethane,def,0.023,t/t
2006,World,butadiene,sc,ethane,max,0.0253,t/t
2006,World,butadiene,sc,ethane,min,0.0207,t/t
2006,World,butadiene,sc,gas_oil,abs_max,inf,t/t
2006,World,butadiene,sc,gas_oil,abs_min,0.0,t/t
2006,World,butadiene,sc,gas_oil,def,0.05,t/t
2006,World,butadiene,sc,gas_oil,max,0.055,t/t
2006,World,butadiene,sc,gas_oil,min,0.045,t/t
2006,World,butadiene,sc,naphtha,abs_max,inf,t/t
2006,World,butadiene,sc,naphtha,abs_min,0.0,t/t
2006,World,butadiene,sc,naphtha,def,0.05,t/t
2006,World,butadiene,sc,naphtha,max,0.055,t/t
2006,World,butadiene,sc,naphtha,min,0.045,t/t
2006,World,butadiene,sc,other_petro_products,abs_max,inf,t/t
2006,World,butadiene,sc,other_petro_products,abs_min,0.0,t/t
2006,World,butadiene,sc,other_petro_products,def,0.05,t/t
2006,World,butadiene,sc,other_petro_products,max,0.055,t/t
2006,World,butadiene,sc,other_petro_products,min,0.045,t/t
2006,World,butadiene,sc,propane,abs_max,inf,t/t
2006,World,butadiene,sc,propane,abs_min,0.0,t/t
2006,World,butadiene,sc,propane,def,0.048,t/t
2006,World,butadiene,sc,propane,max,0.0528,t/t
2006,World,butadiene,sc,propane,min,0.0432,t/t
2006,World,c5_c6,sc,butane,abs_max,inf,t/t
2006,World,c5_c6,sc,butane,abs_min,0.0,t/t
2006,World,c5_c6,sc,butane,def,0.108,t/t
2006,World,c5_c6,sc,butane,max,0.119,t/t
2006,World,c5_c6,sc,butane,min,0.0972,t/t
2006,World,c5_c6,sc,ethane,abs_max,inf,t/t
2006,World,c5_c6,sc,ethane,abs_min,0.0,t/t
2006,World,c5_c6,sc,ethane,def,0.026,t/t
2006,World,c5_c6,sc,ethane,max,0.0286,t/t
2006,World,c5_c6,sc,ethane,min,0.0234,t/t
2006,World,c5_c6,sc,gas_oil,abs_max,inf,t/t
2006,World,c5_c6,sc,gas_oil,abs_min,0.0,t/t
2006,World,c5_c6,sc,gas_oil,def,0.021,t/t
2006,World,c5_c6,sc,gas_oil,max,0.0231,t/t
2006,World,c5_c6,sc,gas_oil,min,0.0189,t/t
2006,World,c5_c6,sc,naphtha,abs_max,inf,t/t
2006,World,c5_c6,sc,naphtha,abs_min,0.0,t/t
2006,World,c5_c6,sc,naphtha,def,0.04,t/t
2006,World,c5_c6,sc,naphtha,max,0.044,t/t
2006,World,c5_c6,sc,naphtha,min,0.036,t/t
2006,World,c5_c6,sc,other_petro_products,abs_max,inf,t/t
2006,World,c5_c6,sc,other_petro_products,abs_min,0.0,t/t
2006,World,c5_c6,sc,other_petro_products,def,0.04,t/t
2006,World,c5_c6,sc,other_petro_products,max,0.044,t/t
2006,World,c5_c6,sc,other_petro_products,min,0.036,t/t
2006,World,c5_c6,sc,propane,abs_max,inf,t/t
2006,World,c5_c6,sc,propane,abs_min,0.0,t/t
2006,World,c5_c6,sc,propane,def,0.063,t/t
2006,World,c5_c6,sc,propane,max,0.0693,t/t
2006,World,c5_c6,sc,propane,min,0.0567,t/t
2006,World,c7_plus_non_aromatics,sc,butane,abs_max,inf,t/t
2006,World,c7_plus_non_aromatics,sc,butane,abs_min,0.0,t/t
2006,World,c7_plus_non_aromatics,sc,butane,def,0.0,t/t
2006,World,c7_plus_non_aromatics,sc,butane,max,0.0,t/t
2006,World,c7_plus_non_aromatics,sc,butane,min,0.0,t/t
2006,World,c7_plus_non_aromatics,sc,ethane,abs_max,inf,t/t
2006,World,c7_plus_non_aromatics,sc,ethane,abs_min,0.0,t/t
2006,World,c7_plus_non_aromatics,sc,ethane,def,0.0,t/t
2006,World,c7_plus_non_aromatics,sc,ethane,max,0.0,t/t
2006,World,c7_plus_non_aromatics,sc,ethane,min,0.0,t/t
2006,World,c7_plus_non_aromatics,sc,gas_oil,abs_max,inf,t/t
2006,World,c7_plus_non_aromatics,sc,gas_oil,abs_min,0.0,t/t
2006,World,c7_plus_non_aromatics,sc,gas_oil,def,0.021,t/t
2006,World,c7_plus_non_aromatics,sc,gas_oil,max,0.0231,t/t
2006,World,c7_plus_non_aromatics,sc,gas_oil,min,0.0189,t/t
2006,World,c7_plus_non_aromatics,sc,naphtha,abs_max,inf,t/t
2006,World,c7_plus_non_aromatics,sc,naphtha,abs_min,0.0,t/t
2006,World,c7_plus_non_aromatics,sc,naphtha,def,0.012,t/t
2006,World,c7_plus_non_aromatics,sc,naphtha,max,0.0132,t/t
2006,World,c7_plus_non_aromatics,sc,naphtha,min,0.0108,t/t
2006,World,c7_plus_non_aromatics,sc,other_petro_products,abs_max,inf,t/t
2006,World,c7_plus_non_aromatics,sc,other_petro_products,abs_min,0.0,t/t
2006,World,c7_plus_non_aromatics,sc,other_petro_products,def,0.012,t/t
2006,World,c7_plus_non_aromatics,sc,other_petro_products,max,0.0132,t/t
2006,World,c7_plus_non_aromatics,sc,other_petro_products,min,0.0108,t/t
2006,World,c7_plus_non_aromatics,sc,propane,abs_max,inf,t/t
2006,World,c7_plus_non_aromatics,sc,propane,abs_min,0.0,t/t
2006,World,c7_plus_non_aromatics,sc,propane,def,0.0,t/t
2006,World,c7_plus_non_aromatics,sc,propane,max,0.0,t/t
2006,World,c7_plus_non_aromatics,sc,propane,min,0.0,t/t
2006,World,ethane_propane_after_recycle,sc,butane,abs_max,inf,t/t
2006,World,ethane_propane_after_recycle,sc,butane,abs_min,0.0,t/t
2006,World,ethane_propane_after_recycle,sc,butane,def,0.0,t/t
2006,World,ethane_propane_after_recycle,sc,butane,max,0.0,t/t
2006,World,ethane_propane_after_recycle,sc,butane,min,0.0,t/t
2006,World,ethane_propane_after_recycle,sc,ethane,abs_max,inf,t/t
2006,World,ethane_propane_after_recycle,sc,ethane,abs_min,0.0,t/t
2006,World,ethane_propane_after_recycle,sc,ethane,def,0.0,t/t
2006,World,ethane_propane_after_recycle,sc,ethane,max,0.0,t/t
2006,World,ethane_propane_after_recycle,sc,ethane,min,0.0,t/t
2006,World,ethane_propane_after_recycle,sc,gas_oil,abs_max,inf,t/t
2006,World,ethane_propane_after_recycle,sc,gas_oil,abs_min,0.0,t/t
2006,World,ethane_propane_after_recycle,sc,gas_oil,def,0.0,t/t
2006,World,ethane_propane_after_recycle,sc,gas_oil,max,0.0,t/t
2006,World,ethane_propane_after_recycle,sc,gas_oil,min,0.0,t/t
2006,World,ethane_propane_after_recycle,sc,naphtha,abs_max,inf,t/t
2006,World,ethane_propane_after_recycle,sc,naphtha,abs_min,0.0,t/t
2006,World,ethane_propane_after_recycle,sc,naphtha,def,0.0,t/t
2006,World,ethane_propane_after_recycle,sc,naphtha,max,0.0,t/t
2006,World,ethane_propane_after_recycle,sc,naphtha,min,0.0,t/t
2006,World,ethane_propane_after_recycle,sc,other_petro_products,abs_max,inf,t/t
2006,World,ethane_propane_after_recycle,sc,other_petro_products,abs_min,0.0,t/t
2006,World,ethane_propane_after_recycle,sc,other_petro_products,def,0.0,t/t
