year,region,cement_type,property,value,unit
2006,World,portland,def,2.9,GJ/tonne
2006,World,portland,min,2.9,GJ/tonne
2006,World,portland,max,2.9,GJ/tonne
2006,World,portland,abs_min,0,GJ/tonne
2006,World,portland,abs_max,inf,GJ/tonne
