year,region,product,property,value,unit
2006,World,cement,def,150,kg/m3
2006,World,cement,min,150,kg/m3
2006,World,cement,max,375,kg/m3
2006,World,cement,abs_min,0,kg/m3
2006,World,cement,abs_max,inf,kg/m3
2006,World,water,def,110,kg/m3
2006,World,water,min,110,kg/m3
2006,World,water,max,190,kg/m3
2006,World,water,abs_min,0,kg/m3
2006,World,water,abs_max,inf,kg/m3
2006,World,aggregate,def,1930,kg/m3
2006,World,aggregate,min,1880,kg/m3
2006,World,aggregate,max,1970,kg/m3
2006,World,aggregate,abs_min,0,kg/m3
2006,World,aggregate,abs_max,inf,kg/m3
2006,World,electricity,def,14,kWh/m3
2006,World,electricity,min,14,kWh/m3
2006,World,electricity,max,14,kWh/m3
2006,World,electricity,abs_min,0,kWh/m3
2006,World,electricity,abs_max,inf,kWh/m3
