year,region,property,value,unit
2006,US,def,65,years
2006,US,min,56,years
2006,US,max,82,years
2006,US,abs_min,0,years
2006,US,abs_max,inf,years
2006,CN,def,35,years
2006,CN,min,4,years
2006,CN,max,73,years
2006,CN,abs_min,0,years
2006,CN,abs_max,inf,years
2006,EUR,def,70,years
2006,EUR,min,50,years
2006,EUR,max,90,years
2006,EUR,abs_min,0,years
2006,EUR,abs_max,inf,years
2006,IN,def,40,years
2006,IN,min,10,years
2006,IN,max,90,years
2006,IN,abs_min,0,years
2006,IN,abs_max,inf,years
2006,World,def,40,years
2006,World,min,10,years
2006,World,max,90,years
2006,World,abs_min,0,years
2006,World,abs_max,inf,years
