year,region,product,property,value,unit
2006,World,cement,def,300,kg/m3
2006,World,cement,min,200,kg/m3
2006,World,cement,max,400,kg/m3
2006,World,cement,abs_min,0,kg/m3
2006,World,cement,abs_max,inf,kg/m3
2006,World,water,def,250,kg/m3
2006,World,water,min,200,kg/m3
2006,World,water,max,300,kg/m3
2006,World,water,abs_min,0,kg/m3
2006,World,water,abs_max,inf,kg/m3
2006,World,sand,def,1400,kg/m3
2006,World,sand,min,1200,kg/m3
2006,World,sand,max,1600,kg/m3
2006,World,sand,abs_min,0,kg/m3
2006,World,sand,abs_max,inf,kg/m3
2006,World,electricity,def,1.8,kWh/m3
2006,World,electricity,min,1.6,kWh/m3
2006,World,electricity,max,2,kWh/m3
2006,World,electricity,abs_min,0,kWh/m3
2006,World,electricity,abs_max,inf,kWh/m3
2006,World,lime,def,50,kg/m3
2006,World,lime,min,0,kg/m3
2006,World,lime,max,100,kg/m3
2006,World,lime,abs_min,0,kg/m3
2006,World,lime,abs_max,inf,kg/m3
