"",cancer_cell_module_1,cancer_cell_module_2,cancer_cell_module_3,cancer_cell_module_4,cancer_cell_module_5,cancer_cell_module_6,cancer_cell_module_7,cancer_cell_module_8,cancer_cell_module_9,cancer_cell_module_10,cancer_cell_module_11,cancer_cell_module_12,cancer_cell_module_13,cancer_cell_module_14,cancer_cell_module_15,cancer_cell_module_16,cancer_cell_module_17
cancer_state_1_0.1,-0.686036702735519,-0.448463943047691,1.72926574654232,-0.502740856564552,-0.05266431589997,-0.540881994234047,-0.543032446452165,-0.0406304136981527,-0.550260605640129,-0.470004829135414,-0.374696162608101,0.699443287816657,-0.440420654472204,-0.601564302259516,-0.204770188474304,-0.156933996524894,-0.557967338759556
cancer_state_0_0.1,1.45202674561922,-0.270444668333533,-0.286936500237114,-0.244333081002334,-0.229154888584477,1.05539818769394,-0.607330608856414,-0.312641389186152,1.25256946764889,1.09220702070364,-0.0858054601373159,0.963688004265399,1.00397665188758,0.923272049595453,0.0758209345842903,-0.131766638404666,1.05615522366226
cancer_state_6_0.1,-0.598106469991414,-0.0308427389123751,-0.856269305071646,2.34291365149401,-0.391689993563926,-0.556549898716185,0.723335207084366,-0.29441214972507,-0.710689518015499,-0.546427153359023,-0.242483612706077,-1.15907465041508,-0.57559284187276,-0.5266862064974,-0.242259510593406,-0.204110390142741,-0.155462676868989
cancer_state_2_0.1,-0.688785593582896,-0.438006379960293,-0.662850114832338,-0.30151725285705,-0.368688795277608,-0.427303395519898,1.70430523350028,-0.316800220469213,-0.71900354142776,-0.502831374486675,-0.260545675364416,-0.987533311579286,-0.452700741259084,-0.613078028005134,-0.261360047971928,-0.158739921237325,0.475507855047225
cancer_state_6_0.2,-0.193049947156112,-0.0561583679935292,-0.355230571635142,0.0155667409281698,0.980480379794267,-0.133621157905217,-0.310509691215518,3.32884787419131,0.0953735723506153,0.11266886430584,3.11358671273827,-0.381736713954496,0.208840148791899,0.399755711461403,1.00957256755393,2.10582644354836,-0.674418522167829
cancer_state_2_0.2,1.22994108782546,-0.275520496958951,-0.23661817665572,-0.216780411909069,-0.218874086535244,0.263361943341718,-0.639973889493783,-0.316245607560686,1.37393169372818,0.481306302690596,-0.155003936947708,0.72563078983146,0.235835147307578,1.24055885294124,0.00798015156133745,-0.164401273986924,0.921665266005638
cancer_state_7_0.2,-0.404014622207019,-0.390548688710428,0.916510515486778,-0.299880100301253,3.97751900157013,-0.311955453475639,-0.721722479140989,1.11172842321405,0.280129535733811,0.0448200240541614,0.71209138836977,0.138017342972156,0.620525361340341,0.127423570005512,1.5793354564432,0.561246978868226,-1.0737073385231
cancer_state_10_1,-0.486918946741671,1.53283847013702,-0.770591229284478,-0.386711507664401,-0.214915973450917,-0.130901525358713,-0.325462651352724,-0.136027610872214,-0.61805887090166,-0.495032400583149,-0.110178377906449,-0.930312711508415,-0.421962669623662,-0.142239448163226,-0.168161395883965,-0.111328850823082,-1.26737831953661
cancer_state_15_0.7,-0.693333256979559,-0.395563312944095,1.37770888170915,-0.450691785289929,0.421909572745099,-0.505837167130221,-0.605265216056521,-0.195559357704652,-0.351178775612075,-0.549734839355677,-0.355329516108855,0.165524481504094,-0.257523408138545,-0.333760546294425,-0.259334949550119,-0.171481802652427,-0.920832500919866
cancer_state_13_0.4,-0.354945104490908,-0.0495977169325213,-0.172988650202146,0.0506018410646614,2.52213816953456,-0.0679762987433238,-0.39807339611655,3.02119480979558,0.179390563865449,0.422221406461633,2.8931961811588,-0.545441922332012,0.955737566535027,0.79861269120908,0.999306364807445,6.92771607773646,-1.19665939509144
cancer_state_20_0.7,0.644366271141854,-0.380021771876539,-0.88486958263363,4.52636014971039,-0.399990940365875,-0.198530870358145,-0.922248786366579,-0.324906001154935,0.208707602477627,0.11690172616369,-0.186443478286914,-0.348079962757149,-0.385167423921616,1.00879323543041,-0.199014658527837,-0.127179894571653,-0.660584239269787
cancer_state_3_0.4,-0.503275224314237,2.82231456315846,-0.876888457370485,-0.399068157976788,-0.32700176582829,0.218211192750589,-0.433301272747058,-0.431220961453075,-0.820962208757391,-0.570263801906705,-0.298144548479698,-0.953814640710874,-0.437936329255278,-0.400592561245988,-0.253079274374273,-0.202267875348433,-1.56096308052513
