year,region,property,value,unit
2006,JO,min,0.595,kg/kg
2006,KW,min,0.525,kg/kg
2006,LB,min,0.322,kg/kg
2006,PS,min,0.203,kg/kg
2006,SY,min,0.161,kg/kg
2006,TR,min,0.588,kg/kg
2006,DZ,min,0.0,kg/kg
2006,MA,min,0.007,kg/kg
2006,TN,min,0.35,kg/kg
2006,MG,min,0.0,kg/kg
2006,MU,min,0.0,kg/kg
2006,UG,min,0.0,kg/kg
2006,CM,min,0.0,kg/kg
2006,NE,min,0.448,kg/kg
2006,BG,min,0.518,kg/kg
2006,CZ,min,0.455,kg/kg
2006,HU,min,0.49,kg/kg
2006,PL,min,0.434,kg/kg
2006,RO,min,0.532,kg/kg
2006,SK,min,0.539,kg/kg
2006,DK,min,0.021,kg/kg
2006,EE,min,0.462,kg/kg
2006,FI,min,0.315,kg/kg
2006,IS,min,0.504,kg/kg
2006,IE,min,0.371,kg/kg
2006,LV,min,0.637,kg/kg
2006,LT,min,0.602,kg/kg
2006,NO,min,0.042,kg/kg
2006,SE,min,0.007,kg/kg
2006,GB,min,0.322,kg/kg
2006,BA,min,0.574,kg/kg
2006,HR,min,0.658,kg/kg
2006,GR,min,0.581,kg/kg
2006,IT,min,0.322,kg/kg
2006,MT,min,0.637,kg/kg
2006,ME,min,0.616,kg/kg
2006,PT,min,0.434,kg/kg
2006,RS,min,0.497,kg/kg
2006,SI,min,0.399,kg/kg
2006,ES,min,0.434,kg/kg
2006,MK,min,0.7,kg/kg
2006,AT,min,0.021,kg/kg
2006,BE,min,0.014,kg/kg
2006,FR,min,0.217,kg/kg
2006,DE,min,0.0,kg/kg
2006,LU,min,0.126,kg/kg
2006,NL,min,0.014,kg/kg
2006,CH,min,0.0,kg/kg
2006,AI,min,0.7,kg/kg
2006,AG,min,0.7,kg/kg
2006,CU,min,0.588,kg/kg
2006,DM,min,0.7,kg/kg
2006,GD,min,0.63,kg/kg
2006,HT,min,0.0,kg/kg
2006,JM,min,0.7,kg/kg
2006,KN,min,0.7,kg/kg
2006,LC,min,0.7,kg/kg
2006,VC,min,0.595,kg/kg
2006,TT,min,0.0,kg/kg
2006,BZ,min,0.7,kg/kg
2006,CR,min,0.504,kg/kg
2006,GT,min,0.154,kg/kg
2006,MX,min,0.672,kg/kg
2006,NI,min,0.196,kg/kg
2006,PA,min,0.392,kg/kg
2006,CL,min,0.7,kg/kg
2006,CO,min,0.322,kg/kg
2006,GY,min,0.413,kg/kg
2006,PY,min,0.308,kg/kg
2006,PE,min,0.462,kg/kg
2006,SR,min,0.0,kg/kg
2006,UY,min,0.021,kg/kg
2006,VE,min,0.0,kg/kg
2006,BM,min,0.084,kg/kg
2006,CA,min,0.0,kg/kg
2006,US,min,0.378,kg/kg
2006,AU,min,0.364,kg/kg
2006,NZ,min,0.595,kg/kg
2006,HK,max,0.663,kg/kg
2006,MO,max,0.299,kg/kg
2006,JP,max,0.013,kg/kg
2006,KR,max,0.234,kg/kg
2006,SG,max,0.039,kg/kg
2006,AM,max,1.3,kg/kg
2006,CY,max,1.118,kg/kg
2006,IL,max,1.157,kg/kg
2006,JO,max,1.105,kg/kg
2006,KW,max,0.975,kg/kg
2006,LB,max,0.598,kg/kg
2006,PS,max,0.377,kg/kg
2006,SY,max,0.299,kg/kg
2006,TR,max,1.092,kg/kg
2006,DZ,max,0.0,kg/kg
2006,MA,max,0.013,kg/kg
2006,TN,max,0.65,kg/kg
2006,MG,max,0.0,kg/kg
2006,MU,max,0.0,kg/kg
2006,UG,max,0.0,kg/kg
2006,CM,max,0.0,kg/kg
2006,NE,max,0.832,kg/kg
2006,BG,max,0.962,kg/kg
2006,CZ,max,0.845,kg/kg
2006,HU,max,0.91,kg/kg
2006,PL,max,0.806,kg/kg
2006,RO,max,0.988,kg/kg
2006,SK,max,1.001,kg/kg
2006,DK,max,0.039,kg/kg
2006,EE,max,0.858,kg/kg
2006,FI,max,0.585,kg/kg
2006,IS,max,0.936,kg/kg
2006,IE,max,0.689,kg/kg
2006,LV,max,1.183,kg/kg
2006,LT,max,1.118,kg/kg
2006,NO,max,0.078,kg/kg
2006,SE,max,0.013,kg/kg
2006,GB,max,0.598,kg/kg
2006,BA,max,1.066,kg/kg
2006,HR,max,1.222,kg/kg
2006,GR,max,1.079,kg/kg
2006,IT,max,0.598,kg/kg
2006,MT,max,1.183,kg/kg
2006,ME,max,1.144,kg/kg
2006,PT,max,0.806,kg/kg
2006,RS,max,0.923,kg/kg
2006,SI,max,0.741,kg/kg
2006,ES,max,0.806,kg/kg
2006,MK,max,1.3,kg/kg
2006,AT,max,0.039,kg/kg
2006,BE,max,0.026,kg/kg
2006,FR,max,0.403,kg/kg
2006,DE,max,0.0,kg/kg
2006,LU,max,0.234,kg/kg
2006,NL,max,0.026,kg/kg
2006,CH,max,0.0,kg/kg
2006,AI,max,1.3,kg/kg
2006,AG,max,1.3,kg/kg
2006,CU,max,1.092,kg/kg
2006,DM,max,1.3,kg/kg
2006,GD,max,1.17,kg/kg
2006,HT,max,0.0,kg/kg
2006,JM,max,1.3,kg/kg
2006,KN,max,1.3,kg/kg
2006,LC,max,1.3,kg/kg
2006,VC,max,1.105,kg/kg
2006,TT,max,0.0,kg/kg
2006,BZ,max,1.3,kg/kg
2006,CR,max,0.936,kg/kg
2006,GT,max,0.286,kg/kg
2006,MX,max,1.248,kg/kg
2006,NI,max,0.364,kg/kg
2006,PA,max,0.728,kg/kg
2006,CL,max,1.3,kg/kg
2006,CO,max,0.598,kg/kg
2006,GY,max,0.767,kg/kg
2006,PY,max,0.572,kg/kg
2006,PE,max,0.858,kg/kg
2006,SR,max,0.0,kg/kg
2006,UY,max,0.039,kg/kg
2006,VE,max,0.0,kg/kg
2006,BM,max,0.156,kg/kg
2006,CA,max,0.0,kg/kg
2006,US,max,0.702,kg/kg
2006,AU,max,0.676,kg/kg
2006,NZ,max,1.105,kg/kg
2006,HK,abs_min,0.0,kg/kg
2006,MO,abs_min,0.0,kg/kg
2006,JP,abs_min,0.0,kg/kg
2006,KR,abs_min,0.0,kg/kg
2006,SG,abs_min,0.0,kg/kg
2006,AM,abs_min,0.0,kg/kg
2006,CY,abs_min,0.0,kg/kg
2006,IL,abs_min,0.0,kg/kg
2006,JO,abs_min,0.0,kg/kg
2006,KW,abs_min,0.0,kg/kg
2006,LB,abs_min,0.0,kg/kg
2006,PS,abs_min,0.0,kg/kg
2006,SY,abs_min,0.0,kg/kg
2006,TR,abs_min,0.0,kg/kg
2006,DZ,abs_min,0.0,kg/kg
2006,MA,abs_min,0.0,kg/kg
2006,TN,abs_min,0.0,kg/kg
2006,MG,abs_min,0.0,kg/kg
2006,MU,abs_min,0.0,kg/kg
2006,UG,abs_min,0.0,kg/kg
2006,CM,abs_min,0.0,kg/kg
2006,NE,abs_min,0.0,kg/kg
2006,BG,abs_min,0.0,kg/kg
2006,CZ,abs_min,0.0,kg/kg
2006,HU,abs_min,0.0,kg/kg
2006,PL,abs_min,0.0,kg/kg
2006,RO,abs_min,0.0,kg/kg
2006,SK,abs_min,0.0,kg/kg
2006,DK,abs_min,0.0,kg/kg
2006,EE,abs_min,0.0,kg/kg
2006,FI,abs_min,0.0,kg/kg
2006,IS,abs_min,0.0,kg/kg
2006,IE,abs_min,0.0,kg/kg
2006,LV,abs_min,0.0,kg/kg
2006,LT,abs_min,0.0,kg/kg
2006,NO,abs_min,0.0,kg/kg
2006,SE,abs_min,0.0,kg/kg
2006,GB,abs_min,0.0,kg/kg
2006,BA,abs_min,0.0,kg/kg
2006,HR,abs_min,0.0,kg/kg
2006,GR,abs_min,0.0,kg/kg
2006,IT,abs_min,0.0,kg/kg
2006,MT,abs_min,0.0,kg/kg
2006,ME,abs_min,0.0,kg/kg
2006,PT,abs_min,0.0,kg/kg
2006,RS,abs_min,0.0,kg/kg
2006,SI,abs_min,0.0,kg/kg
2006,ES,abs_min,0.0,kg/kg
2006,MK,abs_min,0.0,kg/kg
2006,AT,abs_min,0.0,kg/kg
2006,BE,abs_min,0.0,kg/kg
2006,FR,abs_min,0.0,kg/kg
2006,DE,abs_min,0.0,kg/kg
2006,LU,abs_min,0.0,kg/kg
2006,NL,abs_min,0.0,kg/kg
2006,CH,abs_min,0.0,kg/kg
2006,AI,abs_min,0.0,kg/kg
2006,AG,abs_min,0.0,kg/kg
2006,CU,abs_min,0.0,kg/kg
2006,DM,abs_min,0.0,kg/kg
2006,GD,abs_min,0.0,kg/kg
2006,HT,abs_min,0.0,kg/kg
2006,JM,abs_min,0.0,kg/kg
2006,KN,abs_min,0.0,kg/kg
2006,LC,abs_min,0.0,kg/kg
2006,VC,abs_min,0.0,kg/kg
2006,TT,abs_min,0.0,kg/kg
2006,BZ,abs_min,0.0,kg/kg
2006,CR,abs_min,0.0,kg/kg
2006,GT,abs_min,0.0,kg/kg
2006,MX,abs_min,0.0,kg/kg
2006,NI,abs_min,0.0,kg/kg
2006,PA,abs_min,0.0,kg/kg
2006,CL,abs_min,0.0,kg/kg
2006,CO,abs_min,0.0,kg/kg
2006,GY,abs_min,0.0,kg/kg
2006,PY,abs_min,0.0,kg/kg
2006,PE,abs_min,0.0,kg/kg
2006,SR,abs_min,0.0,kg/kg
2006,UY,abs_min,0.0,kg/kg
2006,VE,abs_min,0.0,kg/kg
2006,BM,abs_min,0.0,kg/kg
2006,CA,abs_min,0.0,kg/kg
2006,US,abs_min,0.0,kg/kg
2006,AU,abs_min,0.0,kg/kg
2006,NZ,abs_min,0.0,kg/kg
2006,HK,abs_max,1.0,kg/kg
2006,MO,abs_max,1.0,kg/kg
2006,JP,abs_max,1.0,kg/kg
2006,KR,abs_max,1.0,kg/kg
2006,SG,abs_max,1.0,kg/kg
2006,AM,abs_max,1.0,kg/kg
2006,CY,abs_max,1.0,kg/kg
2006,IL,abs_max,1.0,kg/kg
2006,JO,abs_max,1.0,kg/kg
2006,KW,abs_max,1.0,kg/kg
2006,LB,abs_max,1.0,kg/kg
2006,PS,abs_max,1.0,kg/kg
2006,SY,abs_max,1.0,kg/kg
2006,TR,abs_max,1.0,kg/kg
2006,DZ,abs_max,1.0,kg/kg
2006,MA,abs_max,1.0,kg/kg
2006,TN,abs_max,1.0,kg/kg
2006,MG,abs_max,1.0,kg/kg
2006,MU,abs_max,1.0,kg/kg
2006,UG,abs_max,1.0,kg/kg
2006,CM,abs_max,1.0,kg/kg
2006,NE,abs_max,1.0,kg/kg
2006,BG,abs_max,1.0,kg/kg
2006,CZ,abs_max,1.0,kg/kg
2006,HU,abs_max,1.0,kg/kg
2006,PL,abs_max,1.0,kg/kg
2006,RO,abs_max,1.0,kg/kg
2006,SK,abs_max,1.0,kg/kg
2006,DK,abs_max,1.0,kg/kg
2006,EE,abs_max,1.0,kg/kg
2006,FI,abs_max,1.0,kg/kg
2006,IS,abs_max,1.0,kg/kg
2006,IE,abs_max,1.0,kg/kg
2006,LV,abs_max,1.0,kg/kg
2006,LT,abs_max,1.0,kg/kg
2006,NO,abs_max,1.0,kg/kg
2006,SE,abs_max,1.0,kg/kg
2006,GB,abs_max,1.0,kg/kg
2006,BA,abs_max,1.0,kg/kg
2006,HR,abs_max,1.0,kg/kg
2006,GR,abs_max,1.0,kg/kg
2006,IT,abs_max,1.0,kg/kg
2006,MT,abs_max,1.0,kg/kg
2006,ME,abs_max,1.0,kg/kg
2006,PT,abs_max,1.0,kg/kg
2006,RS,abs_max,1.0,kg/kg
2006,SI,abs_max,1.0,kg/kg
2006,ES,abs_max,1.0,kg/kg
2006,MK,abs_max,1.0,kg/kg
2006,AT,abs_max,1.0,kg/kg
2006,BE,abs_max,1.0,kg/kg
2006,FR,abs_max,1.0,kg/kg
2006,DE,abs_max,1.0,kg/kg
2006,LU,abs_max,1.0,kg/kg
2006,NL,abs_max,1.0,kg/kg
2006,CH,abs_max,1.0,kg/kg
2006,AI,abs_max,1.0,kg/kg
2006,AG,abs_max,1.0,kg/kg
2006,CU,abs_max,1.0,kg/kg
2006,DM,abs_max,1.0,kg/kg
2006,GD,abs_max,1.0,kg/kg
2006,HT,abs_max,1.0,kg/kg
2006,JM,abs_max,1.0,kg/kg
2006,KN,abs_max,1.0,kg/kg
2006,LC,abs_max,1.0,kg/kg
2006,VC,abs_max,1.0,kg/kg
2006,TT,abs_max,1.0,kg/kg
2006,BZ,abs_max,1.0,kg/kg
2006,CR,abs_max,1.0,kg/kg
2006,GT,abs_max,1.0,kg/kg
2006,MX,abs_max,1.0,kg/kg
2006,NI,abs_max,1.0,kg/kg
2006,PA,abs_max,1.0,kg/kg
2006,CL,abs_max,1.0,kg/kg
2006,CO,abs_max,1.0,kg/kg
2006,GY,abs_max,1.0,kg/kg
2006,PY,abs_max,1.0,kg/kg
2006,PE,abs_max,1.0,kg/kg
2006,SR,abs_max,1.0,kg/kg
2006,UY,abs_max,1.0,kg/kg
2006,VE,abs_max,1.0,kg/kg
2006,BM,abs_max,1.0,kg/kg
2006,CA,abs_max,1.0,kg/kg
2006,US,abs_max,1.0,kg/kg
2006,AU,abs_max,1.0,kg/kg
2006,NZ,abs_max,1.0,kg/kg
2006,Eastern Asia,def,0.23,kg/kg
2006,Western Asia,def,0.68,kg/kg
2006,Northern Africa,def,0.17,kg/kg
2006,Eastern Africa,def,0.0,kg/kg
2006,Middle Africa,def,0.0,kg/kg
2006,Western Africa,def,0.64,kg/kg
2006,Eastern Europe,def,0.71,kg/kg
2006,Northern Europe,def,0.47,kg/kg
2006,Southern Europe,def,0.76,kg/kg
2006,Western Europe,def,0.08,kg/kg
2006,Caribbean,def,0.78,kg/kg
2006,Central America,def,0.62,kg/kg
2006,South America,def,0.4,kg/kg
2006,Northern America,def,0.22,kg/kg
2006,Australia and New Zealand,def,0.69,kg/kg
2006,Eastern Asia,min,0.161,kg/kg
2006,Western Asia,min,0.476,kg/kg
2006,Northern Africa,min,0.119,kg/kg
2006,Eastern Africa,min,0.0,kg/kg
2006,Middle Africa,min,0.0,kg/kg
2006,Western Africa,min,0.448,kg/kg
2006,Eastern Europe,min,0.497,kg/kg
2006,Northern Europe,min,0.329,kg/kg
2006,Southern Europe,min,0.532,kg/kg
2006,Western Europe,min,0.056,kg/kg
2006,Caribbean,min,0.546,kg/kg
2006,Central America,min,0.434,kg/kg
2006,South America,min,0.28,kg/kg
2006,Northern America,min,0.154,kg/kg
2006,Australia and New Zealand,min,0.483,kg/kg
2006,Eastern Asia,max,0.299,kg/kg
2006,Western Asia,max,0.884,kg/kg
2006,Northern Africa,max,0.221,kg/kg
2006,Eastern Africa,max,0.0,kg/kg
2006,Middle Africa,max,0.0,kg/kg
2006,Western Africa,max,0.832,kg/kg
2006,Eastern Europe,max,0.923,kg/kg
2006,Northern Europe,max,0.611,kg/kg
2006,Southern Europe,max,0.988,kg/kg
2006,Western Europe,max,0.104,kg/kg
2006,Caribbean,max,1.014,kg/kg
2006,Central America,max,0.806,kg/kg
2006,South America,max,0.52,kg/kg
2006,Northern America,max,0.286,kg/kg
2006,Australia and New Zealand,max,0.897,kg/kg
2006,Eastern Asia,abs_min,0.0,kg/kg
2006,Western Asia,abs_min,0.0,kg/kg
2006,Northern Africa,abs_min,0.0,kg/kg
2006,Eastern Africa,abs_min,0.0,kg/kg
2006,Middle Africa,abs_min,0.0,kg/kg
2006,Western Africa,abs_min,0.0,kg/kg
2006,Eastern Europe,abs_min,0.0,kg/kg
2006,Northern Europe,abs_min,0.0,kg/kg
2006,Southern Europe,abs_min,0.0,kg/kg
2006,Western Europe,abs_min,0.0,kg/kg
2006,Caribbean,abs_min,0.0,kg/kg
2006,Central America,abs_min,0.0,kg/kg
2006,South America,abs_min,0.0,kg/kg
2006,Northern America,abs_min,0.0,kg/kg
2006,Australia and New Zealand,abs_min,0.0,kg/kg
2006,Eastern Asia,abs_max,1.0,kg/kg
2006,Western Asia,abs_max,1.0,kg/kg
2006,Northern Africa,abs_max,1.0,kg/kg
2006,Eastern Africa,abs_max,1.0,kg/kg
2006,Middle Africa,abs_max,1.0,kg/kg
2006,Western Africa,abs_max,1.0,kg/kg
2006,Eastern Europe,abs_max,1.0,kg/kg
2006,Northern Europe,abs_max,1.0,kg/kg
2006,Southern Europe,abs_max,1.0,kg/kg
2006,Western Europe,abs_max,1.0,kg/kg
2006,Caribbean,abs_max,1.0,kg/kg
2006,Central America,abs_max,1.0,kg/kg
2006,South America,abs_max,1.0,kg/kg
2006,Northern America,abs_max,1.0,kg/kg
2006,Australia and New Zealand,abs_max,1.0,kg/kg
