year,region,property,value,unit
2006,HK,def,0.51,kg/kg
2006,MO,def,0.23,kg/kg
2006,JP,def,0.01,kg/kg
2006,KR,def,0.18,kg/kg
2006,SG,def,0.03,kg/kg
2006,AM,def,1.0,kg/kg
2006,CY,def,0.86,kg/kg
2006,IL,def,0.89,kg/kg
2006,JO,def,0.85,kg/kg
2006,KW,def,0.75,kg/kg
2006,LB,def,0.46,kg/kg
2006,PS,def,0.29,kg/kg
2006,SY,def,0.23,kg/kg
2006,TR,def,0.84,kg/kg
2006,DZ,def,0.0,kg/kg
2006,MA,def,0.01,kg/kg
2006,TN,def,0.5,kg/kg
2006,MG,def,0.0,kg/kg
2006,MU,def,0.0,kg/kg
2006,UG,def,0.0,kg/kg
2006,CM,def,0.0,kg/kg
2006,NE,def,0.64,kg/kg
2006,BG,def,0.74,kg/kg
2006,CZ,def,0.65,kg/kg
2006,HU,def,0.7,kg/kg
2006,PL,def,0.62,kg/kg
2006,RO,def,0.76,kg/kg
2006,SK,def,0.77,kg/kg
2006,DK,def,0.03,kg/kg
2006,EE,def,0.66,kg/kg
2006,FI,def,0.45,kg/kg
2006,IS,def,0.72,kg/kg
2006,IE,def,0.53,kg/kg
2006,LV,def,0.91,kg/kg
2006,LT,def,0.86,kg/kg
2006,NO,def,0.06,kg/kg
2006,SE,def,0.01,kg/kg
2006,GB,def,0.46,kg/kg
2006,BA,def,0.82,kg/kg
2006,HR,def,0.94,kg/kg
2006,GR,def,0.83,kg/kg
2006,IT,def,0.46,kg/kg
2006,MT,def,0.91,kg/kg
2006,ME,def,0.88,kg/kg
2006,PT,def,0.62,kg/kg
2006,RS,def,0.71,kg/kg
2006,SI,def,0.57,kg/kg
2006,ES,def,0.62,kg/kg
2006,MK,def,1.0,kg/kg
2006,AT,def,0.03,kg/kg
2006,BE,def,0.02,kg/kg
2006,FR,def,0.31,kg/kg
2006,DE,def,0.0,kg/kg
2006,LU,def,0.18,kg/kg
2006,NL,def,0.02,kg/kg
2006,CH,def,0.0,kg/kg
2006,AI,def,1.0,kg/kg
2006,AG,def,1.0,kg/kg
2006,CU,def,0.84,kg/kg
2006,DM,def,1.0,kg/kg
2006,GD,def,0.9,kg/kg
2006,HT,def,0.0,kg/kg
2006,JM,def,1.0,kg/kg
2006,KN,def,1.0,kg/kg
2006,LC,def,1.0,kg/kg
2006,VC,def,0.85,kg/kg
2006,TT,def,0.0,kg/kg
2006,BZ,def,1.0,kg/kg
2006,CR,def,0.72,kg/kg
2006,GT,def,0.22,kg/kg
2006,MX,def,0.96,kg/kg
2006,NI,def,0.28,kg/kg
2006,PA,def,0.56,kg/kg
2006,CL,def,1.0,kg/kg
2006,CO,def,0.46,kg/kg
2006,GY,def,0.59,kg/kg
2006,PY,def,0.44,kg/kg
2006,PE,def,0.66,kg/kg
2006,SR,def,0.0,kg/kg
2006,UY,def,0.03,kg/kg
2006,VE,def,0.0,kg/kg
2006,BM,def,0.12,kg/kg
2006,CA,def,0.0,kg/kg
2006,US,def,0.54,kg/kg
2006,AU,def,0.52,kg/kg
2006,NZ,def,0.85,kg/kg
2006,HK,min,0.357,kg/kg
2006,MO,min,0.161,kg/kg
2006,JP,min,0.007,kg/kg
2006,KR,min,0.126,kg/kg
2006,SG,min,0.021,kg/kg
2006,AM,min,0.7,kg/kg
2006,CY,min,0.602,kg/kg
2006,IL,min,0.623,kg/kg
