year,region,msw_frac,property,value,unit
2006,OM,msw_garden,def,0.0,kg/kg
2006,QA,msw_garden,def,0.0,kg/kg
2006,PS,msw_garden,def,0.068,kg/kg
2006,SY,msw_garden,def,0.0,kg/kg
2006,MA,msw_garden,def,0.0,kg/kg
2006,ER,msw_garden,def,0.0,kg/kg
2006,MG,msw_garden,def,0.347,kg/kg
2006,SC,msw_garden,def,0.0,kg/kg
2006,UG,msw_garden,def,0.0,kg/kg
2006,TZ,msw_garden,def,0.0,kg/kg
2006,ZW,msw_garden,def,0.0,kg/kg
2006,LS,msw_garden,def,0.0,kg/kg
2006,CI,msw_garden,def,0.0,kg/kg
2006,GM,msw_garden,def,0.0,kg/kg
2006,MR,msw_garden,def,0.0,kg/kg
2006,TG,msw_garden,def,0.1,kg/kg
2006,BY,msw_garden,def,0.0,kg/kg
2006,BG,msw_garden,def,0.0,kg/kg
2006,CZ,msw_garden,def,0.003,kg/kg
2006,HU,msw_garden,def,0.053,kg/kg
2006,PL,msw_garden,def,0.0,kg/kg
2006,RU,msw_garden,def,0.041,kg/kg
2006,SK,msw_garden,def,0.12,kg/kg
2006,DK,msw_garden,def,0.088,kg/kg
2006,EE,msw_garden,def,0.014,kg/kg
2006,FI,msw_garden,def,0.045,kg/kg
2006,IS,msw_garden,def,0.0,kg/kg
2006,IE,msw_garden,def,0.0,kg/kg
2006,LT,msw_garden,def,0.1,kg/kg
2006,NO,msw_garden,def,0.035,kg/kg
2006,GB,msw_garden,def,0.057,kg/kg
2006,BA,msw_garden,def,0.0,kg/kg
2006,HR,msw_garden,def,0.0,kg/kg
2006,MT,msw_garden,def,0.0,kg/kg
2006,ME,msw_garden,def,0.0,kg/kg
2006,PT,msw_garden,def,0.02,kg/kg
2006,RS,msw_garden,def,0.018,kg/kg
2006,AT,msw_garden,def,0.04,kg/kg
2006,BE,msw_garden,def,0.0,kg/kg
2006,FR,msw_garden,def,0.05,kg/kg
2006,DE,msw_garden,def,0.0,kg/kg
2006,LU,msw_garden,def,0.017,kg/kg
2006,GP,msw_garden,def,0.0,kg/kg
2006,GT,msw_garden,def,0.0,kg/kg
2006,HN,msw_garden,def,0.0,kg/kg
2006,NI,msw_garden,def,0.1,kg/kg
2006,AR,msw_garden,def,0.0,kg/kg
2006,GY,msw_garden,def,0.0,kg/kg
2006,VE,msw_garden,def,0.056,kg/kg
2006,BM,msw_garden,def,0.079,kg/kg
2006,CA,msw_garden,def,0.165,kg/kg
2006,US,msw_garden,def,0.079,kg/kg
2006,CN,msw_glass,def,0.041,kg/kg
2006,JP,msw_glass,def,0.07,kg/kg
2006,MN,msw_glass,def,0.037,kg/kg
2006,KR,msw_glass,def,0.023,kg/kg
2006,ID,msw_glass,def,0.02,kg/kg
2006,LA,msw_glass,def,0.085,kg/kg
2006,MY,msw_glass,def,0.033,kg/kg
2006,MM,msw_glass,def,0.0,kg/kg
2006,PH,msw_glass,def,0.025,kg/kg
2006,SG,msw_glass,def,0.009,kg/kg
2006,TH,msw_glass,def,0.051,kg/kg
2006,VN,msw_glass,def,0.058,kg/kg
2006,BD,msw_glass,def,0.011,kg/kg
2006,IN,msw_glass,def,0.004,kg/kg
2006,NP,msw_glass,def,0.03,kg/kg
2006,LK,msw_glass,def,0.013,kg/kg
2006,CY,msw_glass,def,0.053,kg/kg
2006,JO,msw_glass,def,0.03,kg/kg
2006,OM,msw_glass,def,0.029,kg/kg
2006,SA,msw_glass,def,0.04,kg/kg
2006,PS,msw_glass,def,0.02,kg/kg
2006,TR,msw_glass,def,0.034,kg/kg
2006,AE,msw_glass,def,0.034,kg/kg
2006,TN,msw_glass,def,0.03,kg/kg
2006,KE,msw_glass,def,0.02,kg/kg
2006,MU,msw_glass,def,0.012,kg/kg
2006,TZ,msw_glass,def,0.032,kg/kg
2006,ZM,msw_glass,def,0.02,kg/kg
2006,ZW,msw_glass,def,0.02,kg/kg
2006,CM,msw_glass,def,0.011,kg/kg
2006,ZA,msw_glass,def,0.09,kg/kg
2006,GH,msw_glass,def,0.0,kg/kg
2006,ML,msw_glass,def,0.012,kg/kg
2006,NG,msw_glass,def,0.026,kg/kg
2006,BG,msw_glass,def,0.0,kg/kg
2006,CZ,msw_glass,def,0.0,kg/kg
2006,HU,msw_glass,def,0.02,kg/kg
2006,PL,msw_glass,def,0.0,kg/kg
2006,RO,msw_glass,def,0.0,kg/kg
2006,RU,msw_glass,def,0.0,kg/kg
2006,DK,msw_glass,def,0.029,kg/kg
2006,EE,msw_glass,def,0.06,kg/kg
2006,FI,msw_glass,def,0.005,kg/kg
2006,IS,msw_glass,def,0.0,kg/kg
2006,IE,msw_glass,def,0.0,kg/kg
2006,LV,msw_glass,def,0.206,kg/kg
2006,LT,msw_glass,def,0.0,kg/kg
2006,SE,msw_glass,def,0.0,kg/kg
2006,GB,msw_glass,def,0.03,kg/kg
2006,HR,msw_glass,def,0.037,kg/kg
2006,GR,msw_glass,def,0.042,kg/kg
2006,IT,msw_glass,def,0.059,kg/kg
2006,PT,msw_glass,def,0.032,kg/kg
2006,RS,msw_glass,def,0.042,kg/kg
2006,SI,msw_glass,def,0.0,kg/kg
2006,ES,msw_glass,def,0.033,kg/kg
2006,FR,msw_glass,def,0.0,kg/kg
2006,DE,msw_glass,def,0.031,kg/kg
2006,LU,msw_glass,def,0.0,kg/kg
2006,NL,msw_glass,def,0.04,kg/kg
2006,CH,msw_glass,def,0.0,kg/kg
2006,JM,msw_glass,def,0.03,kg/kg
2006,MX,msw_glass,def,0.058,kg/kg
2006,NI,msw_glass,def,0.01,kg/kg
2006,AR,msw_glass,def,0.031,kg/kg
2006,BR,msw_glass,def,0.04,kg/kg
2006,PE,msw_glass,def,0.02,kg/kg
2006,CA,msw_glass,def,0.031,kg/kg
2006,US,msw_glass,def,0.052,kg/kg
2006,AU,msw_glass,def,0.056,kg/kg
2006,NZ,msw_glass,def,0.0,kg/kg
2006,CN,msw_metal,def,0.011,kg/kg
2006,JP,msw_metal,def,0.08,kg/kg
2006,MN,msw_metal,def,0.001,kg/kg
2006,KR,msw_metal,def,0.017,kg/kg
2006,ID,msw_metal,def,0.02,kg/kg
2006,LA,msw_metal,def,0.038,kg/kg
2006,MY,msw_metal,def,0.025,kg/kg
2006,MM,msw_metal,def,0.0,kg/kg
2006,PH,msw_metal,def,0.048,kg/kg
2006,SG,msw_metal,def,0.186,kg/kg
2006,TH,msw_metal,def,0.036,kg/kg
2006,VN,msw_metal,def,0.011,kg/kg
2006,BD,msw_metal,def,0.016,kg/kg
2006,IN,msw_metal,def,0.002,kg/kg
2006,NP,msw_metal,def,0.005,kg/kg
2006,LK,msw_metal,def,0.013,kg/kg
2006,CY,msw_metal,def,0.008,kg/kg
2006,JO,msw_metal,def,0.01,kg/kg
2006,OM,msw_metal,def,0.026,kg/kg
2006,SA,msw_metal,def,0.06,kg/kg
2006,PS,msw_metal,def,0.024,kg/kg
2006,TR,msw_metal,def,0.014,kg/kg
2006,AE,msw_metal,def,0.024,kg/kg
2006,TN,msw_metal,def,0.02,kg/kg
2006,KE,msw_metal,def,0.01,kg/kg
2006,MU,msw_metal,def,0.02,kg/kg
2006,TZ,msw_metal,def,0.019,kg/kg
2006,ZM,msw_metal,def,0.01,kg/kg
2006,ZW,msw_metal,def,0.07,kg/kg
2006,CM,msw_metal,def,0.014,kg/kg
2006,ZA,msw_metal,def,0.065,kg/kg
2006,GH,msw_metal,def,0.0,kg/kg
2006,ML,msw_metal,def,0.048,kg/kg
2006,NG,msw_metal,def,0.032,kg/kg
2006,BG,msw_metal,def,0.0,kg/kg
2006,CZ,msw_metal,def,0.0,kg/kg
2006,HU,msw_metal,def,0.02,kg/kg
2006,PL,msw_metal,def,0.0,kg/kg
2006,RO,msw_metal,def,0.0,kg/kg
2006,RU,msw_metal,def,0.0,kg/kg
2006,DK,msw_metal,def,0.033,kg/kg
2006,EE,msw_metal,def,0.04,kg/kg
2006,FI,msw_metal,def,0.0,kg/kg
2006,IS,msw_metal,def,0.0,kg/kg
2006,IE,msw_metal,def,0.0,kg/kg
2006,LV,msw_metal,def,0.024,kg/kg
2006,LT,msw_metal,def,0.0,kg/kg
2006,SE,msw_metal,def,0.0,kg/kg
2006,GB,msw_metal,def,0.037,kg/kg
2006,HR,msw_metal,def,0.021,kg/kg
2006,GR,msw_metal,def,0.032,kg/kg
2006,IT,msw_metal,def,0.024,kg/kg
2006,PT,msw_metal,def,0.016,kg/kg
2006,RS,msw_metal,def,0.014,kg/kg
2006,SI,msw_metal,def,0.0,kg/kg
2006,ES,msw_metal,def,0.03,kg/kg
2006,FR,msw_metal,def,0.0,kg/kg
2006,DE,msw_metal,def,0.028,kg/kg
2006,LU,msw_metal,def,0.0,kg/kg
2006,NL,msw_metal,def,0.04,kg/kg
2006,CH,msw_metal,def,0.0,kg/kg
2006,JM,msw_metal,def,0.02,kg/kg
2006,MX,msw_metal,def,0.051,kg/kg
2006,NI,msw_metal,def,0.01,kg/kg
2006,AR,msw_metal,def,0.018,kg/kg
2006,BR,msw_metal,def,0.022,kg/kg
2006,PE,msw_metal,def,0.02,kg/kg
2006,CA,msw_metal,def,0.034,kg/kg
2006,US,msw_metal,def,0.094,kg/kg
2006,AU,msw_metal,def,0.036,kg/kg
2006,NZ,msw_metal,def,0.0,kg/kg
2006,CN,msw_nappies,def,0.0,kg/kg
2006,JP,msw_nappies,def,0.0,kg/kg
2006,MN,msw_nappies,def,0.0,kg/kg
2006,KR,msw_nappies,def,0.0,kg/kg
2006,ID,msw_nappies,def,0.0,kg/kg
2006,LA,msw_nappies,def,0.0,kg/kg
2006,MY,msw_nappies,def,0.0,kg/kg
2006,MM,msw_nappies,def,0.0,kg/kg
2006,PH,msw_nappies,def,0.0,kg/kg
2006,SG,msw_nappies,def,0.0,kg/kg
2006,TH,msw_nappies,def,0.0,kg/kg
2006,VN,msw_nappies,def,0.0,kg/kg
2006,BD,msw_nappies,def,0.0,kg/kg
2006,IN,msw_nappies,def,0.0,kg/kg
2006,NP,msw_nappies,def,0.0,kg/kg
2006,LK,msw_nappies,def,0.0,kg/kg
2006,CY,msw_nappies,def,0.0,kg/kg
2006,JO,msw_nappies,def,0.0,kg/kg
2006,OM,msw_nappies,def,0.0,kg/kg
2006,SA,msw_nappies,def,0.0,kg/kg
2006,PS,msw_nappies,def,0.0,kg/kg
2006,TR,msw_nappies,def,0.029,kg/kg
2006,AE,msw_nappies,def,0.0,kg/kg
2006,TN,msw_nappies,def,0.0,kg/kg
2006,KE,msw_nappies,def,0.0,kg/kg
2006,MU,msw_nappies,def,0.0,kg/kg
2006,TZ,msw_nappies,def,0.0,kg/kg
2006,ZM,msw_nappies,def,0.0,kg/kg
2006,ZW,msw_nappies,def,0.0,kg/kg
2006,CM,msw_nappies,def,0.0,kg/kg
2006,ZA,msw_nappies,def,0.0,kg/kg
2006,GH,msw_nappies,def,0.0,kg/kg
2006,ML,msw_nappies,def,0.0,kg/kg
2006,NG,msw_nappies,def,0.0,kg/kg
2006,BG,msw_nappies,def,0.0,kg/kg
2006,CZ,msw_nappies,def,0.0,kg/kg
2006,HU,msw_nappies,def,0.0,kg/kg
2006,PL,msw_nappies,def,0.0,kg/kg
2006,RO,msw_nappies,def,0.0,kg/kg
2006,RU,msw_nappies,def,0.0,kg/kg
2006,DK,msw_nappies,def,0.0,kg/kg
2006,EE,msw_nappies,def,0.0,kg/kg
2006,FI,msw_nappies,def,0.0,kg/kg
2006,IS,msw_nappies,def,0.051,kg/kg
2006,IE,msw_nappies,def,0.063,kg/kg
2006,LV,msw_nappies,def,0.0,kg/kg
2006,LT,msw_nappies,def,0.0,kg/kg
2006,SE,msw_nappies,def,0.03,kg/kg
2006,GB,msw_nappies,def,0.031,kg/kg
2006,HR,msw_nappies,def,0.04,kg/kg
2006,GR,msw_nappies,def,0.0,kg/kg
2006,IT,msw_nappies,def,0.0,kg/kg
2006,PT,msw_nappies,def,0.0,kg/kg
2006,RS,msw_nappies,def,0.04,kg/kg
2006,SI,msw_nappies,def,0.0,kg/kg
2006,ES,msw_nappies,def,0.0,kg/kg
2006,FR,msw_nappies,def,0.069,kg/kg
2006,DE,msw_nappies,def,0.0,kg/kg
2006,LU,msw_nappies,def,0.05,kg/kg
2006,NL,msw_nappies,def,0.0,kg/kg
2006,CH,msw_nappies,def,0.0,kg/kg
2006,JM,msw_nappies,def,0.0,kg/kg
2006,MX,msw_nappies,def,0.0,kg/kg
2006,NI,msw_nappies,def,0.0,kg/kg
2006,AR,msw_nappies,def,0.057,kg/kg
2006,BR,msw_nappies,def,0.0,kg/kg
2006,PE,msw_nappies,def,0.0,kg/kg
2006,CA,msw_nappies,def,0.0,kg/kg
2006,US,msw_nappies,def,0.0,kg/kg
2006,AU,msw_nappies,def,0.04,kg/kg
2006,NZ,msw_nappies,def,0.03,kg/kg
2006,CN,msw_other,def,0.085,kg/kg
2006,JP,msw_other,def,0.04,kg/kg
2006,MN,msw_other,def,0.173,kg/kg
2006,KR,msw_other,def,0.617,kg/kg
2006,ID,msw_other,def,0.02,kg/kg
2006,LA,msw_other,def,0.223,kg/kg
2006,MY,msw_other,def,0.32,kg/kg
2006,MM,msw_other,def,0.14,kg/kg
2006,PH,msw_other,def,0.178,kg/kg
2006,SG,msw_other,def,0.314,kg/kg
2006,TH,msw_other,def,0.142,kg/kg
2006,VN,msw_other,def,0.219,kg/kg
2006,BD,msw_other,def,0.088,kg/kg
2006,IN,msw_other,def,0.35,kg/kg
2006,NP,msw_other,def,0.07,kg/kg
2006,LK,msw_other,def,0.047,kg/kg
2006,CY,msw_other,def,0.174,kg/kg
2006,JO,msw_other,def,0.14,kg/kg
2006,OM,msw_other,def,0.138,kg/kg
2006,SA,msw_other,def,0.07,kg/kg
2006,PS,msw_other,def,0.177,kg/kg
2006,TR,msw_other,def,0.199,kg/kg
2006,AE,msw_other,def,0.044,kg/kg
2006,TN,msw_other,def,0.129,kg/kg
2006,KE,msw_other,def,0.149,kg/kg
2006,MU,msw_other,def,0.044,kg/kg
2006,TZ,msw_other,def,0.084,kg/kg
2006,ZM,msw_other,def,0.48,kg/kg
2006,ZW,msw_other,def,0.33,kg/kg
2006,CM,msw_other,def,0.527,kg/kg
2006,ZA,msw_other,def,0.14,kg/kg
2006,GH,msw_other,def,0.07,kg/kg
2006,ML,msw_other,def,0.619,kg/kg
2006,NG,msw_other,def,0.106,kg/kg
2006,BG,msw_other,def,0.508,kg/kg
2006,CZ,msw_other,def,0.28,kg/kg
2006,HU,msw_other,def,0.35,kg/kg
2006,PL,msw_other,def,0.448,kg/kg
2006,RO,msw_other,def,0.392,kg/kg
2006,RU,msw_other,def,0.218,kg/kg
2006,DK,msw_other,def,0.163,kg/kg
2006,EE,msw_other,def,0.18,kg/kg
2006,FI,msw_other,def,0.23,kg/kg
2006,IS,msw_other,def,0.354,kg/kg
2006,IE,msw_other,def,0.291,kg/kg
2006,LV,msw_other,def,0.6,kg/kg
2006,LT,msw_other,def,0.604,kg/kg
2006,SE,msw_other,def,0.25,kg/kg
2006,GB,msw_other,def,0.182,kg/kg
2006,HR,msw_other,def,0.023,kg/kg
2006,GR,msw_other,def,0.115,kg/kg
2006,IT,msw_other,def,0.123,kg/kg
2006,PT,msw_other,def,0.322,kg/kg
2006,RS,msw_other,def,0.144,kg/kg
2006,SI,msw_other,def,0.38,kg/kg
2006,ES,msw_other,def,0.06,kg/kg
2006,FR,msw_other,def,0.267,kg/kg
2006,DE,msw_other,def,0.0,kg/kg
2006,LU,msw_other,def,0.0,kg/kg
2006,NL,msw_other,def,0.12,kg/kg
2006,CH,msw_other,def,0.0,kg/kg
2006,JM,msw_other,def,0.0,kg/kg
2006,MX,msw_other,def,0.12,kg/kg
2006,NI,msw_other,def,0.061,kg/kg
2006,AR,msw_other,def,0.053,kg/kg
2006,BR,msw_other,def,0.053,kg/kg
2006,PE,msw_other,def,0.11,kg/kg
2006,CA,msw_other,def,0.237,kg/kg
2006,US,msw_other,def,0.042,kg/kg
2006,AU,msw_other,def,0.046,kg/kg
2006,NZ,msw_other,def,0.436,kg/kg
2006,CN,msw_paper,def,0.085,kg/kg
2006,JP,msw_paper,def,0.46,kg/kg
2006,MN,msw_paper,def,0.043,kg/kg
2006,KR,msw_paper,def,0.226,kg/kg
2006,ID,msw_paper,def,0.1,kg/kg
2006,LA,msw_paper,def,0.033,kg/kg
2006,MY,msw_paper,def,0.2,kg/kg
2006,MM,msw_paper,def,0.04,kg/kg
2006,PH,msw_paper,def,0.195,kg/kg
2006,SG,msw_paper,def,0.151,kg/kg
2006,TH,msw_paper,def,0.146,kg/kg
2006,VN,msw_paper,def,0.107,kg/kg
2006,BD,msw_paper,def,0.126,kg/kg
2006,IN,msw_paper,def,0.064,kg/kg
2006,NP,msw_paper,def,0.07,kg/kg
2006,LK,msw_paper,def,0.106,kg/kg
2006,CY,msw_paper,def,0.225,kg/kg
2006,JO,msw_paper,def,0.13,kg/kg
2006,OM,msw_paper,def,0.194,kg/kg
2006,SA,msw_paper,def,0.21,kg/kg
2006,PS,msw_paper,def,0.073,kg/kg
2006,TR,msw_paper,def,0.081,kg/kg
2006,AE,msw_paper,def,0.243,kg/kg
2006,TN,msw_paper,def,0.089,kg/kg
2006,KE,msw_paper,def,0.059,kg/kg
2006,MU,msw_paper,def,0.141,kg/kg
2006,TZ,msw_paper,def,0.109,kg/kg
2006,ZM,msw_paper,def,0.03,kg/kg
2006,ZW,msw_paper,def,0.18,kg/kg
2006,CM,msw_paper,def,0.08,kg/kg
2006,ZA,msw_paper,def,0.145,kg/kg
2006,GH,msw_paper,def,0.08,kg/kg
2006,ML,msw_paper,def,0.048,kg/kg
2006,NG,msw_paper,def,0.097,kg/kg
2006,BG,msw_paper,def,0.134,kg/kg
2006,CZ,msw_paper,def,0.16,kg/kg
2006,HU,msw_paper,def,0.15,kg/kg
2006,PL,msw_paper,def,0.147,kg/kg
2006,RO,msw_paper,def,0.103,kg/kg
2006,RU,msw_paper,def,0.425,kg/kg
2006,DK,msw_paper,def,0.232,kg/kg
2006,EE,msw_paper,def,0.2,kg/kg
2006,FI,msw_paper,def,0.208,kg/kg
2006,IS,msw_paper,def,0.103,kg/kg
2006,IE,msw_paper,def,0.198,kg/kg
2006,LV,msw_paper,def,0.064,kg/kg
2006,LT,msw_paper,def,0.057,kg/kg
2006,SE,msw_paper,def,0.1,kg/kg
2006,GB,msw_paper,def,0.183,kg/kg
2006,HR,msw_paper,def,0.232,kg/kg
2006,GR,msw_paper,def,0.226,kg/kg
2006,IT,msw_paper,def,0.392,kg/kg
2006,PT,msw_paper,def,0.1,kg/kg
2006,RS,msw_paper,def,0.13,kg/kg
2006,SI,msw_paper,def,0.226,kg/kg
2006,ES,msw_paper,def,0.19,kg/kg
2006,FR,msw_paper,def,0.149,kg/kg
2006,DE,msw_paper,def,0.155,kg/kg
2006,LU,msw_paper,def,0.089,kg/kg
2006,NL,msw_paper,def,0.26,kg/kg
2006,CH,msw_paper,def,0.172,kg/kg
2006,JM,msw_paper,def,0.15,kg/kg
2006,MX,msw_paper,def,0.136,kg/kg
2006,NI,msw_paper,def,0.091,kg/kg
2006,AR,msw_paper,def,0.137,kg/kg
2006,BR,msw_paper,def,0.176,kg/kg
2006,PE,msw_paper,def,0.06,kg/kg
2006,CA,msw_paper,def,0.323,kg/kg
2006,US,msw_paper,def,0.143,kg/kg
2006,AU,msw_paper,def,0.13,kg/kg
2006,NZ,msw_paper,def,0.109,kg/kg
2006,CN,msw_plastics,def,0.13,kg/kg
2006,JP,msw_plastics,def,0.09,kg/kg
2006,MN,msw_plastics,def,0.038,kg/kg
2006,KR,msw_plastics,def,0.0,kg/kg
2006,ID,msw_plastics,def,0.08,kg/kg
2006,LA,msw_plastics,def,0.078,kg/kg
2006,MY,msw_plastics,def,0.098,kg/kg
2006,MM,msw_plastics,def,0.02,kg/kg
2006,PH,msw_plastics,def,0.138,kg/kg
2006,SG,msw_plastics,def,0.105,kg/kg
2006,TH,msw_plastics,def,0.139,kg/kg
2006,VN,msw_plastics,def,0.129,kg/kg
2006,BD,msw_plastics,def,0.147,kg/kg
2006,IN,msw_plastics,def,0.051,kg/kg
2006,NP,msw_plastics,def,0.025,kg/kg
2006,LK,msw_plastics,def,0.057,kg/kg
2006,CY,msw_plastics,def,0.067,kg/kg
2006,JO,msw_plastics,def,0.17,kg/kg
2006,OM,msw_plastics,def,0.313,kg/kg
2006,SA,msw_plastics,def,0.13,kg/kg
2006,PS,msw_plastics,def,0.14,kg/kg
2006,TR,msw_plastics,def,0.059,kg/kg
2006,AE,msw_plastics,def,0.242,kg/kg
2006,TN,msw_plastics,def,0.089,kg/kg
2006,KE,msw_plastics,def,0.119,kg/kg
2006,MU,msw_plastics,def,0.117,kg/kg
2006,TZ,msw_plastics,def,0.093,kg/kg
2006,ZM,msw_plastics,def,0.07,kg/kg
2006,ZW,msw_plastics,def,0.0,kg/kg
2006,CM,msw_plastics,def,0.071,kg/kg
2006,ZA,msw_plastics,def,0.265,kg/kg
2006,GH,msw_plastics,def,0.08,kg/kg
2006,ML,msw_plastics,def,0.024,kg/kg
2006,NG,msw_plastics,def,0.087,kg/kg
2006,BG,msw_plastics,def,0.0,kg/kg
2006,CZ,msw_plastics,def,0.0,kg/kg
2006,HU,msw_plastics,def,0.17,kg/kg
2006,PL,msw_plastics,def,0.0,kg/kg
2006,RO,msw_plastics,def,0.0,kg/kg
2006,RU,msw_plastics,def,0.0,kg/kg
2006,DK,msw_plastics,def,0.092,kg/kg
2006,EE,msw_plastics,def,0.09,kg/kg
2006,FI,msw_plastics,def,0.079,kg/kg
2006,IS,msw_plastics,def,0.0,kg/kg
2006,IE,msw_plastics,def,0.0,kg/kg
2006,LV,msw_plastics,def,0.085,kg/kg
2006,LT,msw_plastics,def,0.0,kg/kg
2006,SE,msw_plastics,def,0.0,kg/kg
2006,GB,msw_plastics,def,0.18,kg/kg
2006,HR,msw_plastics,def,0.229,kg/kg
2006,GR,msw_plastics,def,0.111,kg/kg
2006,IT,msw_plastics,def,0.276,kg/kg
2006,PT,msw_plastics,def,0.125,kg/kg
2006,RS,msw_plastics,def,0.139,kg/kg
2006,SI,msw_plastics,def,0.0,kg/kg
2006,ES,msw_plastics,def,0.107,kg/kg
2006,FR,msw_plastics,def,0.218,kg/kg
2006,DE,msw_plastics,def,0.104,kg/kg
2006,LU,msw_plastics,def,0.297,kg/kg
2006,NL,msw_plastics,def,0.19,kg/kg
2006,CH,msw_plastics,def,0.446,kg/kg
2006,JM,msw_plastics,def,0.12,kg/kg
2006,MX,msw_plastics,def,0.107,kg/kg
2006,NI,msw_plastics,def,0.081,kg/kg
2006,AR,msw_plastics,def,0.146,kg/kg
2006,BR,msw_plastics,def,0.175,kg/kg
2006,PE,msw_plastics,def,0.09,kg/kg
2006,CA,msw_plastics,def,0.131,kg/kg
2006,US,msw_plastics,def,0.185,kg/kg
2006,AU,msw_plastics,def,0.167,kg/kg
2006,NZ,msw_plastics,def,0.0,kg/kg
2006,CN,msw_rubber,def,0.0,kg/kg
2006,JP,msw_rubber,def,0.0,kg/kg
2006,MN,msw_rubber,def,0.0,kg/kg
2006,KR,msw_rubber,def,0.0,kg/kg
2006,ID,msw_rubber,def,0.0,kg/kg
2006,LA,msw_rubber,def,0.0,kg/kg
2006,MY,msw_rubber,def,0.0,kg/kg
2006,MM,msw_rubber,def,0.0,kg/kg
2006,PH,msw_rubber,def,0.0,kg/kg
2006,SG,msw_rubber,def,0.004,kg/kg
2006,TH,msw_rubber,def,0.0,kg/kg
