,date1,date2,vx,vy,xcount_x,xcount_y
0,2015-01-05,2015-02-04,,,,
1,2015-01-10,2015-02-09,,,,
2,2015-01-15,2015-02-14,,,,
3,2015-01-20,2015-02-19,,,,
4,2015-01-25,2015-02-24,-161.94400963310616,-28.684311244801503,91.78526765723315,83.83366295656708
5,2015-01-30,2015-03-01,-167.36409412047902,-31.181951949135982,79.6768715239059,72.84552805428848
6,2015-02-04,2015-03-06,-174.117685743645,-34.905651470286294,33.33142192539928,31.379524816905505
7,2015-02-09,2015-03-11,-181.26655093363993,-39.111319574623465,151.71364494632041,134.1291052276291
8,2015-02-14,2015-03-16,-187.85447649905106,-42.97256032182079,211.09830289246042,185.36737189417335
9,2015-02-19,2015-03-21,-192.37690742391746,-46.082892898961056,152.2361986352335,133.6023647923446
10,2015-02-24,2015-03-26,-194.3679600601964,-48.449393724372605,151.29465511612096,133.14615263757784
11,2015-03-01,2015-03-31,-194.76979080982056,-50.178171855801324,197.59688700366274,174.0485090902643
12,2015-03-06,2015-04-05,-194.64267170748136,-51.404905055536005,238.8366551852581,209.85323906005377
13,2015-03-11,2015-04-10,-194.9967861902758,-52.56813614454359,44.79561691536699,38.55318937544416
14,2015-03-16,2015-04-15,-196.15057609664765,-54.35017322040303,0.0,0.0
15,2015-03-21,2015-04-20,-198.9288610157017,-57.07643007899815,0.0,0.0
16,2015-03-26,2015-04-25,-203.51736965615981,-60.96306700510065,0.0,0.0
17,2015-03-31,2015-04-30,-208.87288383397282,-66.26360147211578,0.0,0.0
18,2015-04-05,2015-05-05,-213.87155324341978,-73.23370624508716,68.09972256333907,60.452777318736025
19,2015-04-10,2015-05-10,-218.22660897388874,-81.25739593694644,206.13621997276877,183.95560827963428
20,2015-04-15,2015-05-15,-222.12082347031856,-88.91806533493956,493.8171977334035,439.1459518179196
21,2015-04-20,2015-05-20,-225.1978219772561,-95.1935982526484,555.6856189823355,494.1830138789867
22,2015-04-25,2015-05-25,-227.54617247192942,-100.17250262071092,754.8850223221053,674.7288651855304
23,2015-04-30,2015-05-30,-228.49681445733322,-102.83559331162387,813.5323008830377,715.6679313003858
24,2015-05-05,2015-06-04,-228.32456081318568,-103.01233058465463,690.6711350138366,594.8044008442525
25,2015-05-10,2015-06-09,-226.01815050694222,-100.438557726665,435.46229615641687,372.882180344217
26,2015-05-15,2015-06-14,-220.26549510162542,-94.9405428269884,415.6568537842119,356.9287292259337
27,2015-05-20,2015-06-19,-210.6710318465995,-87.50731331270221,588.93962603604,503.2955997263067
28,2015-05-25,2015-06-24,-199.22737894846995,-80.04521836123838,743.4478794535253,656.8384818543838
29,2015-05-30,2015-06-29,-188.09182194010975,-74.18550571928196,912.4398767976525,836.1672881713828
30,2015-06-04,2015-07-04,-177.3146382981162,-69.36181341300254,739.1424172834684,694.0436987167162
31,2015-06-09,2015-07-09,-167.8899943358765,-65.59770036802492,674.7671133632468,617.0847587481949
32,2015-06-14,2015-07-14,-161.21722574253218,-63.711352849090076,245.16748468582568,210.87722450215222
33,2015-06-19,2015-07-19,-157.8709680770231,-63.92542976212364,56.42929848499716,44.725697508011535
34,2015-06-24,2015-07-24,-155.4568953141377,-64.68053603145705,157.31687030046578,157.3714385238609
35,2015-06-29,2015-07-29,-153.3483781585269,-65.93742588490501,42.11524712008145,56.553576754670075
36,2015-07-04,2015-08-03,-153.0965248187304,-67.2544609491976,497.71907046724823,512.4209143269497
37,2015-07-09,2015-08-08,-154.53857721892845,-67.85447865421663,1217.6439982301004,1224.399711947445
38,2015-07-14,2015-08-13,-157.2730980242863,-68.51561999725556,1565.8408769774896,1567.7976756680202
39,2015-07-19,2015-08-18,-161.402303504769,-69.28117453018147,1439.8659174902184,1442.0636195631441
40,2015-07-24,2015-08-23,-167.16424782457122,-69.94853991904553,725.5437583749249,731.2026959291775
41,2015-07-29,2015-08-28,-173.64383971430465,-70.135691717379,282.0750714184612,290.1190000836675
42,2015-08-03,2015-09-02,-179.23443766983928,-70.58251099275131,173.17081804061718,176.48909424189333
43,2015-08-08,2015-09-07,-184.24495139052985,-72.7287078892356,409.86024215978387,411.17863812215546
44,2015-08-13,2015-09-12,-188.97277375936167,-76.40866739480275,566.3537559394886,569.024154888551
45,2015-08-18,2015-09-17,-193.26304571508237,-80.40682422762181,643.7745702468392,648.920807876721
46,2015-08-23,2015-09-22,-196.9567072134655,-83.4985110488752,656.0225414414267,662.5674375184653
47,2015-08-28,2015-09-27,-199.8730044688378,-84.50240532904903,594.8863455606488,599.6809801046418
48,2015-09-02,2015-10-02,-201.48616936172002,-83.1374683716811,294.6856821025949,296.7194620905775
49,2015-09-07,2015-10-07,-200.92004066479652,-79.60958917349471,385.927505114807,392.2080630973255
50,2015-09-12,2015-10-12,-198.26112618690567,-73.68336061457019,862.0219739510226,873.4642584990279
51,2015-09-17,2015-10-17,-194.04627468222304,-66.11241187862409,1421.3233070902188,1436.9512074644736
52,2015-09-22,2015-10-22,-188.76596198909328,-57.70866907014995,1952.094474652853,1971.0236978687462
53,2015-09-27,2015-10-27,-182.91076753899785,-49.282780782262776,2341.71851170607,2363.1450328674996
54,2015-10-02,2015-11-01,-176.9932325076275,-41.37456319581667,2291.0322220153907,2311.7837550965787
55,2015-10-07,2015-11-06,-171.4978090917017,-33.97558748675909,1323.3606478584243,1334.8435157817798
56,2015-10-12,2015-11-11,-166.3323144214004,-27.32285065055452,353.77769710656503,356.1396998267828
57,2015-10-17,2015-11-16,-161.446174597921,-21.46554755099436,0.0,0.0
58,2015-10-22,2015-11-21,-156.8393896212673,-16.40367818807868,0.0,0.0
59,2015-10-27,2015-11-26,-152.5119594914362,-12.137242561807058,0.0,0.0
60,2015-11-01,2015-12-01,-148.46388420842797,-8.666240672179923,0.0,0.0
