Period,net_income,depreciation,capex,working_capital_change,owner_earnings
2025Q2,335600000.0,30200000.0,-27900000.0,-617800000.0,-279900000.0
2025Q1,189100000.0,30000000.0,-35800000.0,300600000.0,483900000.0
2024Q4,348699900.0,26200000.0,-32000000.0,-2084300000.0,-1741400100.0
2024Q3,645700000.0,30600000.0,-37700000.0,1531900000.0,2170500000.0
2024Q2,389500000.0,29200000.0,-27700000.0,-340000000.0,51000000.0
2024Q1,395200000.0,30100000.0,-28300000.0,-1275300000.0,-878300000.0
2023Q4,330600000.0,27900000.0,-45700000.0,3075700000.0,3388500000.0
2023Q3,202000000.0,28100000.0,-32800000.0,-1939800000.0,-1742500000.0
2023Q2,392900000.0,15000000.0,-27200000.0,-193700000.0,187000000.0
2023Q1,358300000.0,37800000.0,-29100000.0,706800000.0,1073800000.0
2022Q4,289200000.0,-11500000.0,-31400000.0,1104200000.0,1350500000.0
2022Q3,510300000.0,38600000.0,-26400000.0,-905000000.0,-382500000.0
2022Q2,367300000.0,40000000.0,-22600000.0,-2035800000.0,-1651100000.0
2022Q1,240400000.0,43400000.0,-21800000.0,-2476900000.0,-2214900000.0
2021Q4,316500000.0,-81500000.0,-27900000.0,-260700000.0,-53600000.0
2021Q3,328600000.0,59900000.0,-24800000.0,-200300000.0,163400000.0
2021Q2,182900000.0,92100000.0,-26700000.0,1639100000.0,1887400000.0
2021Q1,153000000.0,49300000.0,-30900000.0,-2705300000.0,-2533900000.0
2020Q4,135400000.0,60500000.0,-19600000.0,-5032600000.0,-4856300000.0
2020Q3,231100000.0,29800000.0,-22000000.0,72500000.0,311400000.0
2020Q2,265500000.0,27300000.0,-38400000.0,2789700000.0,3044100000.0
2020Q1,161000000.0,28500000.0,-39100000.0,-2184200000.0,-2033800000.0
2019Q4,296200000.0,63600000.0,-43400000.0,-196600000.0,119800000.0
2019Q3,242000000.0,-8400000.0,-42600000.0,1212800000.0,1403800000.0
2019Q2,281200000.0,27500000.0,-36800000.0,1053100000.0,1325000000.0
2019Q1,280900000.0,27400000.0,-28100000.0,1228100000.0,1508300000.0
2018Q4,249100000.0,26500000.0,-48500000.0,-12200000.0,214900000.0
2018Q3,-284700000.0,25400000.0,-36000000.0,825300000.0,530000000.0
2018Q2,285500000.0,24900000.0,-30500000.0,-388200000.0,-108300000.0
2018Q1,273500000.0,24600000.0,-29100000.0,-1053600000.0,-784600000.0
2017Q4,266900000.0,25000000.0,-40600000.0,181200000.0,432500000.0
2017Q3,252300000.0,25000000.0,-16900000.0,395000000.0,655400000.0
2017Q2,245100000.0,26900000.0,-20500000.0,713800000.0,965300000.0
2017Q1,229900000.0,26500000.0,-27300000.0,291300000.0,520400000.0
2016Q4,248000000.0,25800000.0,-24900000.0,-1545400000.0,-1296500000.0
2016Q3,236000000.0,25300000.0,-18500000.0,-133200000.0,109600000.0
2016Q2,236800000.0,25200000.0,-24400000.0,1063100000.0,1300700000.0
2016Q1,210600000.0,25400000.0,-17200000.0,787100000.0,1005900000.0
2015Q4,226100000.0,25500000.0,-26900000.0,-1165400000.0,-940700000.0
2015Q3,203800000.0,25400000.0,-20200000.0,0.0,209000000.0
