region,year,property,value,unit
GH,2019,def,4990000,tonnes
GH,2020,def,5120000,tonnes
GH,2021,def,5600000,tonnes
GR,2007,def,16667000,tonnes
GR,2008,def,16500000,tonnes
GR,2009,def,16000000,tonnes
GR,2010,def,15000000,tonnes
GR,2011,def,14000000,tonnes
GR,2012,def,5005000,tonnes
GR,2013,def,5990000,tonnes
GR,2014,def,5560000,tonnes
GR,2015,def,5290000,tonnes
GR,2016,def,5000000,tonnes
GR,2017,def,6246000,tonnes
GR,2018,def,6580000,tonnes
GR,2019,def,5540000,tonnes
GR,2020,def,5450000,tonnes
GR,2021,def,5700000,tonnes
GP,2007,def,230000,tonnes
GP,2008,def,230000,tonnes
GP,2009,def,230000,tonnes
GP,2010,def,230000,tonnes
GP,2011,def,230000,tonnes
GP,2012,def,300000,tonnes
GP,2013,def,300000,tonnes
GP,2014,def,300000,tonnes
GP,2015,def,300000,tonnes
GP,2016,def,300000,tonnes
GP,2017,def,300000,tonnes
GP,2018,def,310000,tonnes
GP,2019,def,310000,tonnes
GP,2020,def,310000,tonnes
GP,2021,def,310000,tonnes
GT,2007,def,2500000,tonnes
GT,2008,def,2500000,tonnes
GT,2009,def,2750000,tonnes
GT,2010,def,2000000,tonnes
GT,2011,def,1500000,tonnes
GT,2012,def,2880000,tonnes
GT,2013,def,2970000,tonnes
GT,2014,def,3500000,tonnes
GT,2015,def,3500000,tonnes
GT,2016,def,3500000,tonnes
GT,2017,def,3440000,tonnes
GT,2018,def,3030000,tonnes
GT,2019,def,2890000,tonnes
GT,2020,def,3230000,tonnes
GT,2021,def,3380000,tonnes
GN,2012,def,317000,tonnes
GN,2013,def,377000,tonnes
GN,2014,def,435000,tonnes
GN,2015,def,500000,tonnes
GN,2016,def,500000,tonnes
GN,2017,def,1280000,tonnes
GN,2018,def,1380000,tonnes
GN,2019,def,1500000,tonnes
GN,2020,def,1540000,tonnes
GN,2021,def,1590000,tonnes
GY,2012,def,,tonnes
GY,2013,def,,tonnes
GY,2014,def,2000,tonnes
GY,2015,def,100000,tonnes
GY,2016,def,400000,tonnes
GY,2017,def,400000,tonnes
GY,2018,def,410000,tonnes
GY,2019,def,410000,tonnes
GY,2020,def,400000,tonnes
GY,2021,def,400000,tonnes
HT,2007,def,290000,tonnes
HT,2008,def,290000,tonnes
HT,2009,def,290000,tonnes
HT,2010,def,290000,tonnes
HT,2011,def,290000,tonnes
HT,2012,def,75000,tonnes
HT,2013,def,100000,tonnes
HT,2014,def,200000,tonnes
HT,2015,def,200000,tonnes
HT,2016,def,200000,tonnes
HT,2017,def,300000,tonnes
HT,2018,def,300000,tonnes
HT,2019,def,300000,tonnes
HT,2020,def,300000,tonnes
HT,2021,def,300000,tonnes
HN,2007,def,1776000,tonnes
HN,2008,def,1784000,tonnes
HN,2009,def,1700000,tonnes
HN,2010,def,1800000,tonnes
HN,2011,def,1710000,tonnes
HN,2012,def,1730000,tonnes
HN,2013,def,1700000,tonnes
HN,2014,def,1700000,tonnes
HN,2015,def,1700000,tonnes
HN,2016,def,1700000,tonnes
HN,2017,def,2140000,tonnes
HN,2018,def,1960000,tonnes
HN,2019,def,1800000,tonnes
HN,2020,def,1490000,tonnes
HN,2021,def,1650000,tonnes
HK,2007,def,1000000,tonnes
HK,2008,def,1000000,tonnes
HK,2009,def,1000000,tonnes
HK,2010,def,1000000,tonnes
HK,2011,def,1000000,tonnes
HK,2012,def,1675000,tonnes
HK,2013,def,1768000,tonnes
HK,2014,def,1900000,tonnes
HK,2015,def,1900000,tonnes
HK,2016,def,1900000,tonnes
HK,2017,def,1580000,tonnes
HK,2018,def,1640000,tonnes
HK,2019,def,1600000,tonnes
HK,2020,def,1500000,tonnes
HK,2021,def,1500000,tonnes
HU,2007,def,3552000,tonnes
HU,2008,def,3544000,tonnes
HU,2009,def,3200000,tonnes
HU,2010,def,3200000,tonnes
HU,2011,def,3200000,tonnes
HU,2012,def,1870000,tonnes
HU,2013,def,2022000,tonnes
HU,2014,def,1610000,tonnes
HU,2015,def,1750000,tonnes
HU,2016,def,2000000,tonnes
HU,2017,def,1663000,tonnes
HU,2018,def,1670000,tonnes
HU,2019,def,2500000,tonnes
HU,2020,def,2300000,tonnes
HU,2021,def,2500000,tonnes
IN,2007,def,170000000,tonnes
IN,2008,def,185000000,tonnes
IN,2009,def,205000000,tonnes
IN,2010,def,220000000,tonnes
IN,2011,def,240000000,tonnes
IN,2012,def,270000000,tonnes
IN,2013,def,280000000,tonnes
IN,2014,def,280000000,tonnes
IN,2015,def,300000000,tonnes
IN,2016,def,290000000,tonnes
IN,2017,def,308000000,tonnes
IN,2018,def,310000000,tonnes
IN,2019,def,334000000,tonnes
IN,2020,def,290000000,tonnes
IN,2021,def,350000000,tonnes
ID,2007,def,36000000,tonnes
ID,2008,def,36000000,tonnes
ID,2009,def,22195000,tonnes
ID,2010,def,28000000,tonnes
ID,2011,def,30000000,tonnes
ID,2012,def,52350000,tonnes
ID,2013,def,56690000,tonnes
ID,2014,def,56760000,tonnes
ID,2015,def,59850000,tonnes
ID,2016,def,62000000,tonnes
ID,2017,def,69279000,tonnes
ID,2018,def,75213000,tonnes
ID,2019,def,71900000,tonnes
ID,2020,def,62700000,tonnes
ID,2021,def,65000000,tonnes
IR,2007,def,41000000,tonnes
IR,2008,def,44400000,tonnes
IR,2009,def,50000000,tonnes
IR,2010,def,55000000,tonnes
IR,2011,def,61000000,tonnes
IR,2012,def,70250000,tonnes
IR,2013,def,68700000,tonnes
IR,2014,def,66700000,tonnes
IR,2015,def,58600000,tonnes
IR,2016,def,55000000,tonnes
IR,2017,def,55200000,tonnes
IR,2018,def,55400000,tonnes
IR,2019,def,60400000,tonnes
IR,2020,def,68300000,tonnes
IR,2021,def,62000000,tonnes
IQ,2007,def,4500000,tonnes
IQ,2008,def,6453000,tonnes
IQ,2009,def,6500000,tonnes
IQ,2010,def,6500000,tonnes
IQ,2011,def,8000000,tonnes
IQ,2012,def,10000000,tonnes
IQ,2013,def,12000000,tonnes
IQ,2014,def,9000000,tonnes
IQ,2015,def,10000000,tonnes
IQ,2016,def,10000000,tonnes
IQ,2017,def,14000000,tonnes
IQ,2018,def,24000000,tonnes
IQ,2019,def,27000000,tonnes
IQ,2020,def,28000000,tonnes
IQ,2021,def,29000000,tonnes
IE,2007,def,4700000,tonnes
IE,2008,def,3900000,tonnes
IE,2009,def,2600000,tonnes
IE,2010,def,2600000,tonnes
IE,2011,def,2600000,tonnes
IE,2012,def,1198000,tonnes
IE,2013,def,2000000,tonnes
IE,2014,def,2000000,tonnes
IE,2015,def,2500000,tonnes
IE,2016,def,2500000,tonnes
IE,2017,def,3300000,tonnes
IE,2018,def,4000000,tonnes
IE,2019,def,3700000,tonnes
IE,2020,def,3400000,tonnes
IE,2021,def,3500000,tonnes
IL,2007,def,5000000,tonnes
IL,2008,def,4819000,tonnes
IL,2009,def,4759000,tonnes
IL,2010,def,5139000,tonnes
IL,2011,def,5200000,tonnes
IL,2012,def,5892000,tonnes
IL,2013,def,6398000,tonnes
IL,2014,def,6603000,tonnes
IL,2015,def,6904000,tonnes
IL,2016,def,7000000,tonnes
IL,2017,def,6361000,tonnes
IL,2018,def,5858000,tonnes
IL,2019,def,5000000,tonnes
IL,2020,def,5250000,tonnes
IL,2021,def,5700000,tonnes
IT,2007,def,47542000,tonnes
IT,2008,def,43030000,tonnes
IT,2009,def,36317000,tonnes
IT,2010,def,34408000,tonnes
IT,2011,def,33120000,tonnes
IT,2012,def,26240000,tonnes
IT,2013,def,23100000,tonnes
IT,2014,def,21400000,tonnes
IT,2015,def,22000000,tonnes
IT,2016,def,22000000,tonnes
IT,2017,def,19300000,tonnes
IT,2018,def,19300000,tonnes
IT,2019,def,19200000,tonnes
IT,2020,def,20400000,tonnes
IT,2021,def,23500000,tonnes
JM,2007,def,592000,tonnes
JM,2008,def,725000,tonnes
JM,2009,def,737000,tonnes
JM,2010,def,723000,tonnes
JM,2011,def,700000,tonnes
JM,2012,def,760000,tonnes
JM,2013,def,825000,tonnes
JM,2014,def,830000,tonnes
JM,2015,def,808000,tonnes
JM,2016,def,911000,tonnes
JM,2017,def,846000,tonnes
JM,2018,def,787000,tonnes
JM,2019,def,759000,tonnes
JM,2020,def,940000,tonnes
JM,2021,def,979000,tonnes
JP,2007,def,67685000,tonnes
JP,2008,def,62810000,tonnes
JP,2009,def,54800000,tonnes
JP,2010,def,51526000,tonnes
JP,2011,def,51291000,tonnes
JP,2012,def,54737000,tonnes
JP,2013,def,57962000,tonnes
JP,2014,def,57913000,tonnes
JP,2015,def,54827000,tonnes
JP,2016,def,53255000,tonnes
JP,2017,def,55195000,tonnes
JP,2018,def,55307000,tonnes
JP,2019,def,53462000,tonnes
JP,2020,def,50905000,tonnes
JP,2021,def,50083000,tonnes
JO,2007,def,4255000,tonnes
JO,2008,def,4375000,tonnes
JO,2009,def,3876000,tonnes
JO,2010,def,3929000,tonnes
JO,2011,def,4000000,tonnes
JO,2012,def,4060000,tonnes
JO,2013,def,4200000,tonnes
JO,2014,def,4400000,tonnes
JO,2015,def,4550000,tonnes
JO,2016,def,4800000,tonnes
JO,2017,def,4680000,tonnes
JO,2018,def,4940000,tonnes
JO,2019,def,3470000,tonnes
JO,2020,def,3320000,tonnes
JO,2021,def,3720000,tonnes
KZ,2007,def,5699000,tonnes
KZ,2008,def,5837000,tonnes
KZ,2009,def,5694000,tonnes
KZ,2010,def,6686000,tonnes
KZ,2011,def,7642000,tonnes
KZ,2012,def,7050000,tonnes
KZ,2013,def,7072000,tonnes
KZ,2014,def,8140000,tonnes
KZ,2015,def,8729000,tonnes
KZ,2016,def,9204000,tonnes
KZ,2017,def,9398000,tonnes
KZ,2018,def,9913000,tonnes
KZ,2019,def,10268000,tonnes
KZ,2020,def,10962000,tonnes
KZ,2021,def,12313000,tonnes
KE,2007,def,2546000,tonnes
KE,2008,def,2829000,tonnes
KE,2009,def,3320000,tonnes
KE,2010,def,3710000,tonnes
KE,2011,def,3969000,tonnes
KE,2012,def,4694000,tonnes
KE,2013,def,5059000,tonnes
KE,2014,def,5883000,tonnes
KE,2015,def,6353000,tonnes
KE,2016,def,6707000,tonnes
KE,2017,def,6230000,tonnes
KE,2018,def,6070000,tonnes
KE,2019,def,6163000,tonnes
KE,2020,def,7474000,tonnes
KE,2021,def,9248000,tonnes
KP,2007,def,6130000,tonnes
KP,2008,def,6415000,tonnes
KP,2009,def,6400000,tonnes
KP,2010,def,6400000,tonnes
KP,2011,def,6400000,tonnes
KP,2012,def,6446000,tonnes
KP,2013,def,6600000,tonnes
KP,2014,def,6675000,tonnes
KP,2015,def,6697000,tonnes
KP,2016,def,6800000,tonnes
KP,2017,def,6840000,tonnes
KP,2018,def,5830000,tonnes
KP,2019,def,5600000,tonnes
KP,2020,def,5690000,tonnes
KP,2021,def,5960000,tonnes
KR,2007,def,52182000,tonnes
KR,2008,def,51653000,tonnes
KR,2009,def,50127000,tonnes
KR,2010,def,47420000,tonnes
KR,2011,def,48300000,tonnes
KR,2012,def,46862000,tonnes
KR,2013,def,47291000,tonnes
KR,2014,def,47048000,tonnes
KR,2015,def,52044000,tonnes
KR,2016,def,55000000,tonnes
KR,2017,def,57400000,tonnes
KR,2018,def,52093000,tonnes
KR,2019,def,50635000,tonnes
KR,2020,def,47518000,tonnes
KR,2021,def,49864000,tonnes
XK,2007,def,470000,tonnes
XK,2008,def,590000,tonnes
XK,2009,def,600000,tonnes
XK,2010,def,600000,tonnes
XK,2011,def,600000,tonnes
XK,2012,def,535000,tonnes
XK,2013,def,560000,tonnes
XK,2014,def,630000,tonnes
XK,2015,def,590000,tonnes
XK,2016,def,710000,tonnes
XK,2017,def,840000,tonnes
XK,2018,def,850000,tonnes
XK,2019,def,816000,tonnes
XK,2020,def,815000,tonnes
XK,2021,def,848000,tonnes
KW,2007,def,2200000,tonnes
KW,2008,def,2600000,tonnes
KW,2009,def,2000000,tonnes
KW,2010,def,2000000,tonnes
KW,2011,def,2250000,tonnes
KW,2012,def,2400000,tonnes
KW,2013,def,3000000,tonnes
KW,2014,def,3800000,tonnes
KW,2015,def,4200000,tonnes
KW,2016,def,4000000,tonnes
KW,2017,def,3400000,tonnes
KW,2018,def,3400000,tonnes
KW,2019,def,3900000,tonnes
KW,2020,def,3400000,tonnes
KW,2021,def,3500000,tonnes
KG,2007,def,1230000,tonnes
KG,2008,def,1218000,tonnes
KG,2009,def,579000,tonnes
KG,2010,def,600000,tonnes
KG,2011,def,650000,tonnes
KG,2012,def,1239000,tonnes
KG,2013,def,1676000,tonnes
KG,2014,def,1730000,tonnes
KG,2015,def,1496000,tonnes
KG,2016,def,1289000,tonnes
KG,2017,def,1505000,tonnes
KG,2018,def,1931000,tonnes
KG,2019,def,1947000,tonnes
KG,2020,def,1874000,tonnes
KG,2021,def,2468000,tonnes
LA,2007,def,400000,tonnes
LA,2008,def,400000,tonnes
LA,2009,def,400000,tonnes
LA,2010,def,400000,tonnes
LA,2011,def,400000,tonnes
LA,2012,def,1500000,tonnes
LA,2013,def,1500000,tonnes
LA,2014,def,1900000,tonnes
LA,2015,def,2000000,tonnes
LA,2016,def,2000000,tonnes
LA,2017,def,3938000,tonnes
LA,2018,def,4800000,tonnes
LA,2019,def,5208000,tonnes
LA,2020,def,6162000,tonnes
LA,2021,def,14412000,tonnes
LV,2007,def,300000,tonnes
LV,2008,def,310000,tonnes
LV,2009,def,650000,tonnes
LV,2010,def,1100000,tonnes
LV,2011,def,1100000,tonnes
LV,2012,def,901000,tonnes
LV,2013,def,1000000,tonnes
LV,2014,def,1100000,tonnes
LV,2015,def,1100000,tonnes
LV,2016,def,1100000,tonnes
LV,2017,def,1000000,tonnes
LV,2018,def,1000000,tonnes
LV,2019,def,1100000,tonnes
LV,2020,def,1100000,tonnes
LV,2021,def,1200000,tonnes
LB,2007,def,3945000,tonnes
LB,2008,def,4250000,tonnes
LB,2009,def,4900000,tonnes
LB,2010,def,5227000,tonnes
LB,2011,def,5500000,tonnes
LB,2012,def,5309000,tonnes
LB,2013,def,5831000,tonnes
LB,2014,def,5517000,tonnes
LB,2015,def,5580000,tonnes
LB,2016,def,5401000,tonnes
LB,2017,def,5149000,tonnes
LB,2018,def,4702000,tonnes
LB,2019,def,3203000,tonnes
LB,2020,def,1958000,tonnes
LB,2021,def,1810000,tonnes
LR,2007,def,157000,tonnes
LR,2008,def,94000,tonnes
LR,2009,def,71000,tonnes
LR,2010,def,72000,tonnes
LR,2011,def,61000,tonnes
LR,2012,def,122000,tonnes
LR,2013,def,194000,tonnes
LR,2014,def,295000,tonnes
LR,2015,def,298000,tonnes
LR,2016,def,241000,tonnes
LR,2017,def,285000,tonnes
LR,2018,def,332000,tonnes
LR,2019,def,343000,tonnes
LR,2020,def,416000,tonnes
LR,2021,def,535000,tonnes
LY,2007,def,5206000,tonnes
LY,2008,def,5509000,tonnes
LY,2009,def,6500000,tonnes
LY,2010,def,6000000,tonnes
LY,2011,def,3000000,tonnes
LY,2012,def,2000000,tonnes
LY,2013,def,2000000,tonnes
LY,2014,def,7000000,tonnes
LY,2015,def,5000000,tonnes
LY,2016,def,4300000,tonnes
LY,2017,def,4500000,tonnes
LY,2018,def,4500000,tonnes
LY,2019,def,3600000,tonnes
LY,2020,def,3100000,tonnes
LY,2021,def,4100000,tonnes
LT,2007,def,1105000,tonnes
LT,2008,def,1076000,tonnes
LT,2009,def,583000,tonnes
LT,2010,def,834000,tonnes
LT,2011,def,834000,tonnes
LT,2012,def,1015000,tonnes
LT,2013,def,1070000,tonnes
LT,2014,def,903000,tonnes
LT,2015,def,980000,tonnes
LT,2016,def,1010000,tonnes
LT,2017,def,1023000,tonnes
LT,2018,def,1151000,tonnes
LT,2019,def,1223000,tonnes
LT,2020,def,1221000,tonnes
LT,2021,def,1354000,tonnes
LU,2007,def,1081000,tonnes
LU,2008,def,1091000,tonnes
LU,2009,def,1000000,tonnes
LU,2010,def,1078000,tonnes
LU,2011,def,1100000,tonnes
LU,2012,def,1040000,tonnes
LU,2013,def,980000,tonnes
LU,2014,def,1060000,tonnes
LU,2015,def,1080000,tonnes
LU,2016,def,1100000,tonnes
LU,2017,def,1200000,tonnes
LU,2018,def,1080000,tonnes
LU,2019,def,1150000,tonnes
LU,2020,def,1140000,tonnes
LU,2021,def,1150000,tonnes
MG,2007,def,945000,tonnes
MG,2008,def,916000,tonnes
MG,2009,def,909000,tonnes
MG,2010,def,820000,tonnes
MG,2011,def,981000,tonnes
MG,2012,def,230000,tonnes
MG,2013,def,230000,tonnes
MG,2014,def,240000,tonnes
MG,2015,def,240000,tonnes
MG,2016,def,240000,tonnes
MG,2017,def,200000,tonnes
MG,2018,def,130000,tonnes
MG,2019,def,120000,tonnes
MG,2020,def,150000,tonnes
MG,2021,def,150000,tonnes
MW,2007,def,270000,tonnes
MW,2008,def,360000,tonnes
MW,2009,def,390000,tonnes
MW,2010,def,420000,tonnes
MW,2011,def,420000,tonnes
MW,2012,def,240000,tonnes
MW,2013,def,230000,tonnes
MW,2014,def,270000,tonnes
MW,2015,def,280000,tonnes
MW,2016,def,310000,tonnes
MW,2017,def,211000,tonnes
MW,2018,def,232000,tonnes
MW,2019,def,243000,tonnes
MW,2020,def,520000,tonnes
MW,2021,def,670000,tonnes
MY,2007,def,185000,tonnes
MY,2008,def,230000,tonnes
MY,2009,def,232000,tonnes
MY,2010,def,188000,tonnes
MY,2011,def,203000,tonnes
MY,2012,def,21726000,tonnes
MY,2013,def,21457000,tonnes
MY,2014,def,21700000,tonnes
MY,2015,def,22000000,tonnes
MY,2016,def,22000000,tonnes
MY,2017,def,18800000,tonnes
MY,2018,def,17556000,tonnes
MY,2019,def,16102000,tonnes
MY,2020,def,19936000,tonnes
MY,2021,def,20900000,tonnes
ML,2007,def,19480000,tonnes
ML,2008,def,19629000,tonnes
ML,2009,def,19457000,tonnes
ML,2010,def,19762000,tonnes
ML,2011,def,19500000,tonnes
ML,2012,def,,tonnes
ML,2013,def,440000,tonnes
ML,2014,def,660000,tonnes
ML,2015,def,630000,tonnes
ML,2016,def,630000,tonnes
ML,2017,def,670000,tonnes
ML,2018,def,1000000,tonnes
ML,2019,def,1540000,tonnes
ML,2020,def,1700000,tonnes
ML,2021,def,1800000,tonnes
MQ,2007,def,220000,tonnes
MQ,2008,def,220000,tonnes
MQ,2009,def,220000,tonnes
MQ,2010,def,220000,tonnes
MQ,2011,def,220000,tonnes
MQ,2012,def,150000,tonnes
MQ,2013,def,150000,tonnes
MQ,2014,def,150000,tonnes
MQ,2015,def,150000,tonnes
MQ,2016,def,150000,tonnes
MQ,2017,def,150000,tonnes
MQ,2018,def,150000,tonnes
MQ,2019,def,150000,tonnes
MQ,2020,def,150000,tonnes
MQ,2021,def,150000,tonnes
MR,2007,def,410000,tonnes
MR,2008,def,322000,tonnes
MR,2009,def,340000,tonnes
MR,2010,def,350000,tonnes
MR,2011,def,400000,tonnes
MR,2012,def,630000,tonnes
MR,2013,def,690000,tonnes
MR,2014,def,870000,tonnes
MR,2015,def,860000,tonnes
MR,2016,def,880000,tonnes
MR,2017,def,850000,tonnes
MR,2018,def,1023000,tonnes
MR,2019,def,1000000,tonnes
MR,2020,def,970000,tonnes
MR,2021,def,998000,tonnes
MX,2007,def,38757000,tonnes
MX,2008,def,37139000,tonnes
MX,2009,def,35160000,tonnes
MX,2010,def,34503000,tonnes
MX,2011,def,35400000,tonnes
MX,2012,def,36184000,tonnes
MX,2013,def,34612000,tonnes
MX,2014,def,36597000,tonnes
MX,2015,def,39613000,tonnes
MX,2016,def,40000000,tonnes
MX,2017,def,41601000,tonnes
MX,2018,def,48328000,tonnes
MX,2019,def,45163000,tonnes
MX,2020,def,47833000,tonnes
MX,2021,def,51559000,tonnes
MD,2007,def,800000,tonnes
MD,2008,def,750000,tonnes
MD,2009,def,700000,tonnes
MD,2010,def,900000,tonnes
MD,2011,def,900000,tonnes
MD,2012,def,1200000,tonnes
MD,2013,def,1150000,tonnes
MD,2014,def,1300000,tonnes
MD,2015,def,1200000,tonnes
MD,2016,def,1300000,tonnes
MD,2017,def,1116000,tonnes
MD,2018,def,1233000,tonnes
MD,2019,def,1329000,tonnes
MD,2020,def,1235000,tonnes
MD,2021,def,1243000,tonnes
MN,2007,def,180000,tonnes
MN,2008,def,269000,tonnes
MN,2009,def,235000,tonnes
MN,2010,def,323000,tonnes
MN,2011,def,300000,tonnes
MN,2012,def,349000,tonnes
MN,2013,def,259000,tonnes
MN,2014,def,411000,tonnes
MN,2015,def,410000,tonnes
MN,2016,def,429000,tonnes
MN,2017,def,675000,tonnes
MN,2018,def,934000,tonnes
MN,2019,def,1098000,tonnes
MN,2020,def,1182000,tonnes
MN,2021,def,1293000,tonnes
MA,2007,def,12792000,tonnes
MA,2008,def,14047000,tonnes
MA,2009,def,14519000,tonnes
MA,2010,def,14000000,tonnes
MA,2011,def,12000000,tonnes
MA,2012,def,16270000,tonnes
MA,2013,def,16870000,tonnes
MA,2014,def,15710000,tonnes
MA,2015,def,16000000,tonnes
MA,2016,def,16000000,tonnes
MA,2017,def,13850000,tonnes
MA,2018,def,13380000,tonnes
MA,2019,def,13690000,tonnes
MA,2020,def,12300000,tonnes
MA,2021,def,14000000,tonnes
MZ,2007,def,665000,tonnes
MZ,2008,def,744000,tonnes
MZ,2009,def,777000,tonnes
MZ,2010,def,884000,tonnes
MZ,2011,def,976000,tonnes
MZ,2012,def,1184000,tonnes
MZ,2013,def,1299000,tonnes
MZ,2014,def,1512000,tonnes
MZ,2015,def,1585000,tonnes
MZ,2016,def,1900000,tonnes
MZ,2017,def,2350000,tonnes
MZ,2018,def,2400000,tonnes
MZ,2019,def,2700000,tonnes
MZ,2020,def,2800000,tonnes
MZ,2021,def,3000000,tonnes
NA,2007,def,,tonnes
NA,2008,def,,tonnes
NA,2009,def,,tonnes
NA,2010,def,5000,tonnes
NA,2011,def,250000,tonnes
NA,2012,def,501000,tonnes
NA,2013,def,662000,tonnes
NA,2014,def,731000,tonnes
NA,2015,def,796000,tonnes
NA,2016,def,800000,tonnes
NA,2017,def,780000,tonnes
NA,2018,def,930000,tonnes
NA,2019,def,1000000,tonnes
NA,2020,def,901000,tonnes
NA,2021,def,970000,tonnes
NP,2007,def,300000,tonnes
NP,2008,def,295000,tonnes
NP,2009,def,295000,tonnes
NP,2010,def,295000,tonnes
NP,2011,def,295000,tonnes
NP,2012,def,2720000,tonnes
NP,2013,def,2990000,tonnes
NP,2014,def,3100000,tonnes
NP,2015,def,2000000,tonnes
NP,2016,def,2200000,tonnes
NP,2017,def,8050000,tonnes
NP,2018,def,8900000,tonnes
NP,2019,def,9860000,tonnes
NP,2020,def,8250000,tonnes
NP,2021,def,9000000,tonnes
NL,2007,def,2700000,tonnes
NL,2008,def,2700000,tonnes
NL,2009,def,2700000,tonnes
NL,2010,def,2700000,tonnes
NL,2011,def,2700000,tonnes
NL,2012,def,1940000,tonnes
NL,2013,def,2050000,tonnes
NL,2014,def,2610000,tonnes
NL,2015,def,2260000,tonnes
NL,2016,def,2300000,tonnes
NL,2017,def,2030000,tonnes
NL,2018,def,2940000,tonnes
NL,2019,def,3440000,tonnes
NL,2020,def,2980000,tonnes
NL,2021,def,2500000,tonnes
NC,2007,def,122000,tonnes
NC,2008,def,137000,tonnes
NC,2009,def,138000,tonnes
NC,2010,def,160000,tonnes
NC,2011,def,150000,tonnes
NC,2012,def,125000,tonnes
NC,2013,def,119000,tonnes
NC,2014,def,106000,tonnes
NC,2015,def,112000,tonnes
NC,2016,def,104000,tonnes
NC,2017,def,104000,tonnes
NC,2018,def,86000,tonnes
NC,2019,def,77000,tonnes
NC,2020,def,73000,tonnes
NC,2021,def,68000,tonnes
NZ,2007,def,1100000,tonnes
NZ,2008,def,1100000,tonnes
NZ,2009,def,1100000,tonnes
NZ,2010,def,1200000,tonnes
NZ,2011,def,1100000,tonnes
NZ,2012,def,1140000,tonnes
NZ,2013,def,1200000,tonnes
NZ,2014,def,1100000,tonnes
NZ,2015,def,1200000,tonnes
NZ,2016,def,900000,tonnes
NZ,2017,def,360000,tonnes
NZ,2018,def,450000,tonnes
NZ,2019,def,1000000,tonnes
NZ,2020,def,2980000,tonnes
NZ,2021,def,2500000,tonnes
NI,2007,def,530000,tonnes
NI,2008,def,530000,tonnes
NI,2009,def,650000,tonnes
NI,2010,def,600000,tonnes
NI,2011,def,600000,tonnes
NI,2012,def,620000,tonnes
NI,2013,def,650000,tonnes
NI,2014,def,700000,tonnes
NI,2015,def,700000,tonnes
NI,2016,def,700000,tonnes
NI,2017,def,780000,tonnes
NI,2018,def,680000,tonnes
NI,2019,def,580000,tonnes
NI,2020,def,510000,tonnes
NI,2021,def,512000,tonnes
NE,2007,def,42000,tonnes
NE,2008,def,40000,tonnes
NE,2009,def,40000,tonnes
NE,2010,def,40000,tonnes
NE,2011,def,40000,tonnes
NE,2012,def,75000,tonnes
NE,2013,def,29000,tonnes
NE,2014,def,21000,tonnes
NE,2015,def,51000,tonnes
NE,2016,def,51000,tonnes
NE,2017,def,51000,tonnes
NE,2018,def,190000,tonnes
NE,2019,def,350000,tonnes
NE,2020,def,350000,tonnes
NE,2021,def,400000,tonnes
NG,2007,def,4700000,tonnes
NG,2008,def,5000000,tonnes
NG,2009,def,5000000,tonnes
NG,2010,def,6000000,tonnes
NG,2011,def,11600000,tonnes
NG,2012,def,16000000,tonnes
NG,2013,def,20000000,tonnes
NG,2014,def,20000000,tonnes
NG,2015,def,21000000,tonnes
NG,2016,def,22000000,tonnes
NG,2017,def,19000000,tonnes
NG,2018,def,22000000,tonnes
NG,2019,def,23000000,tonnes
NG,2020,def,26000000,tonnes
NG,2021,def,29000000,tonnes
MK,2017,def,901000,tonnes
MK,2018,def,921000,tonnes
MK,2019,def,896000,tonnes
MK,2020,def,928000,tonnes
MK,2021,def,935000,tonnes
NO,2007,def,1700000,tonnes
NO,2008,def,1700000,tonnes
NO,2009,def,1650000,tonnes
NO,2010,def,1650000,tonnes
NO,2011,def,1600000,tonnes
NO,2012,def,1659000,tonnes
NO,2013,def,1700000,tonnes
NO,2014,def,1700000,tonnes
NO,2015,def,1800000,tonnes
NO,2016,def,1850000,tonnes
NO,2017,def,1880000,tonnes
NO,2018,def,1680000,tonnes
NO,2019,def,1480000,tonnes
NO,2020,def,1440000,tonnes
NO,2021,def,1440000,tonnes
OM,2007,def,3880000,tonnes
OM,2008,def,3991000,tonnes
OM,2009,def,4000000,tonnes
OM,2010,def,4500000,tonnes
OM,2011,def,4500000,tonnes
OM,2012,def,6100000,tonnes
OM,2013,def,5800000,tonnes
OM,2014,def,5100000,tonnes
OM,2015,def,5300000,tonnes
OM,2016,def,5000000,tonnes
OM,2017,def,4860000,tonnes
OM,2018,def,5370000,tonnes
OM,2019,def,5520000,tonnes
OM,2020,def,6230000,tonnes
OM,2021,def,6450000,tonnes
PK,2007,def,25745000,tonnes
PK,2008,def,30800000,tonnes
PK,2009,def,32800000,tonnes
PK,2010,def,32800000,tonnes
PK,2011,def,32000000,tonnes
PK,2012,def,30183000,tonnes
PK,2013,def,31460000,tonnes
PK,2014,def,31960000,tonnes
PK,2015,def,33300000,tonnes
PK,2016,def,37020000,tonnes
PK,2017,def,38900000,tonnes
PK,2018,def,40800000,tonnes
PK,2019,def,40500000,tonnes
PK,2020,def,43400000,tonnes
PK,2021,def,49600000,tonnes
PA,2007,def,1050000,tonnes
PA,2008,def,1843000,tonnes
PA,2009,def,1679000,tonnes
PA,2010,def,900000,tonnes
PA,2011,def,897000,tonnes
PA,2012,def,2310000,tonnes
PA,2013,def,2366000,tonnes
PA,2014,def,2188000,tonnes
PA,2015,def,2200000,tonnes
PA,2016,def,2200000,tonnes
PA,2017,def,1920000,tonnes
PA,2018,def,1640000,tonnes
