Period,Net Income,Depreciation,CapEx,Working Capital Change,Owner Earnings
2024,3184000000.0,0.0,0,6025000000.0,9209000000.0
2023,-834000000.0,-38000000.0,0,-1429000000.0,-2301000000.0
2022,1358000000.0,-42000000.0,0,-1902000000.0,-586000000.0
2021,3778000000.0,-38000000.0,0,5466000000.0,9206000000.0
2020,499000000.0,-41000000.0,0,14174000000.0,14632000000.0
2019,886000000.0,-31000000.0,0,9970000000.0,10825000000.0
2018,1641000000.0,-9000000.0,0,8973000000.0,10605000000.0
2017,2079000000.0,-23000000.0,0,4003000000.0,6059000000.0
2016,1192000000.0,-73000000.0,0,3453000000.0,4572000000.0
2015,1154000000.0,-74000000.0,0,0.0,1080000000.0
