Gene,C,Z,Pval,FDR,Module
ENSG00000170373,0.71525695611174,1596.8713136716199,0.0,0.0,2.0
ENSG00000151500,0.6915015025589611,1222.2704912735308,0.0,0.0,3.0
ENSG00000150687,0.6425574720925985,1089.1475870947656,0.0,0.0,2.0
ENSG00000101441,0.4105765812229405,1002.8075612302432,0.0,0.0,2.0
ENSG00000151498,0.6711155962243908,958.4428896978948,0.0,0.0,3.0
ENSG00000183888,0.6680276912433115,944.2909758340494,0.0,0.0,3.0
ENSG00000151503,0.6824951338768467,903.3598309859648,0.0,0.0,3.0
ENSG00000014257,0.7247433263835589,859.445623974402,0.0,0.0,5.0
ENSG00000204262,0.5314558023001875,839.770773021388,0.0,0.0,3.0
ENSG00000140526,0.6514166968290033,764.4351846321543,0.0,0.0,3.0
ENSG00000245532,0.6252319512452711,760.7182174812827,0.0,0.0,14.0
ENSG00000168646,0.49200120747351944,757.7436281073809,0.0,0.0,2.0
ENSG00000249307,0.5999642168355898,749.4321455035688,0.0,0.0,9.0
ENSG00000141576,0.5971572295189119,733.0945265126493,0.0,0.0,3.0
ENSG00000188803,0.46679166241191933,725.4375921892929,0.0,0.0,2.0
ENSG00000163110,0.6261529272834138,690.6170623559804,0.0,0.0,9.0
ENSG00000206538,0.46954881715383934,683.0593726589486,0.0,0.0,9.0
ENSG00000018625,0.3639180079061521,682.77725976289,0.0,0.0,3.0
ENSG00000263639,0.7229062331033178,677.9560694987648,0.0,0.0,5.0
ENSG00000185565,0.5594429203025435,669.4283440941568,0.0,0.0,5.0
ENSG00000108375,0.5213997754942403,664.511879780247,0.0,0.0,2.0
ENSG00000025423,0.5496807939796234,638.967144060139,0.0,0.0,3.0
ENSG00000157214,0.607419565393559,596.5669407635888,0.0,0.0,5.0
ENSG00000142515,0.7340817663224298,587.3474265907344,0.0,0.0,5.0
ENSG00000164611,0.6231634089194127,580.1350008673169,0.0,0.0,1.0
ENSG00000079385,0.43413867516928756,570.590005793175,0.0,0.0,2.0
ENSG00000165757,0.3959024953074149,567.7715802587254,0.0,0.0,2.0
ENSG00000089685,0.5769118118162528,558.3091225904745,0.0,0.0,1.0
ENSG00000171345,0.7246019044410233,557.698223244596,0.0,0.0,4.0
ENSG00000102837,0.6711180101773054,555.7998460783324,0.0,0.0,7.0
ENSG00000102265,0.5413792286646992,555.0912826146335,0.0,0.0,5.0
ENSG00000157557,0.665439201924416,552.0512481153893,0.0,0.0,6.0
ENSG00000163435,0.6333866219802202,544.8084594723489,0.0,0.0,4.0
ENSG00000100526,0.588004669366006,540.4054830374031,0.0,0.0,1.0
ENSG00000196549,0.48059677119297317,536.2614887902587,0.0,0.0,5.0
ENSG00000144481,0.5574035128574244,535.8891359244269,0.0,0.0,9.0
ENSG00000125740,0.6834380936667656,533.8781111643636,0.0,0.0,8.0
ENSG00000127863,0.47735142256465657,533.4703240538045,0.0,0.0,2.0
ENSG00000161055,0.5768302782956216,530.0362407623331,0.0,0.0,7.0
ENSG00000185303,0.33603739082983075,527.9395106478075,0.0,0.0,3.0
ENSG00000084207,0.8213786941973247,524.6368318963138,0.0,0.0,4.0
ENSG00000175592,0.5194914173654039,519.5019130250618,0.0,0.0,6.0
ENSG00000100612,0.5908479804082575,516.0417418003459,0.0,0.0,5.0
ENSG00000160789,0.586365693799004,514.6248157946467,0.0,0.0,6.0
ENSG00000072422,0.3888389538692316,510.42691875636854,0.0,0.0,3.0
ENSG00000069535,0.5659708804432824,509.74703414942456,0.0,0.0,19.0
ENSG00000125968,0.5523818727697042,505.03952564079174,0.0,0.0,4.0
ENSG00000265933,0.4522847265503691,504.0046570931636,0.0,0.0,3.0
ENSG00000166710,0.6090811633946769,503.1437102100074,0.0,0.0,5.0
ENSG00000115828,0.4056901903272416,502.0083037781154,0.0,0.0,2.0
ENSG00000075223,0.5011470854969583,499.66109785051094,0.0,0.0,3.0
ENSG00000205542,0.5096058384921225,499.0794684651076,0.0,0.0,29.0
ENSG00000071537,0.47765446678886986,498.65598137243614,0.0,0.0,3.0
ENSG00000027001,0.38843095286751805,495.96233097392513,0.0,0.0,3.0
ENSG00000181350,0.3544900046604396,493.4240974976986,0.0,0.0,29.0
ENSG00000175063,0.48734914220631137,493.0429488766463,0.0,0.0,1.0
ENSG00000159263,0.44873635051720806,492.53607279857005,0.0,0.0,2.0
ENSG00000170312,0.3503154232471947,488.6287639985424,0.0,0.0,1.0
ENSG00000179593,0.47153098951557315,487.9228690681267,0.0,0.0,3.0
ENSG00000170915,0.3623252614062509,487.37704730580714,0.0,0.0,2.0
ENSG00000185022,0.6033837335919695,486.7526157558009,0.0,0.0,6.0
ENSG00000125257,0.5117738319705774,484.82442347937143,0.0,0.0,9.0
ENSG00000163993,0.5288283313953119,483.7485108933031,0.0,0.0,7.0
ENSG00000157514,0.4426681025256287,481.62049211570564,0.0,0.0,5.0
ENSG00000120738,0.591017612601251,480.8981072475874,0.0,0.0,8.0
ENSG00000143320,0.5268173922507422,480.87282944754287,0.0,0.0,7.0
ENSG00000205861,0.42809128890108383,478.381852003296,0.0,0.0,3.0
ENSG00000072042,0.6002158888386766,476.52670170721666,0.0,0.0,5.0
ENSG00000172987,0.41586136304817034,476.42039484301625,0.0,0.0,12.0
ENSG00000171401,0.6018048159433119,475.2159483928869,0.0,0.0,4.0
ENSG00000064666,0.5561988392578879,473.6591880586328,0.0,0.0,6.0
ENSG00000185650,0.7480626440814709,473.45029621415074,0.0,0.0,4.0
ENSG00000128422,0.48018750981602365,467.720709010754,0.0,0.0,6.0
ENSG00000124762,0.6151372843733027,467.06572917754016,0.0,0.0,6.0
ENSG00000151914,0.5568833063025428,466.9878140015475,0.0,0.0,6.0
ENSG00000137331,0.5294438140002043,463.8038377030371,0.0,0.0,4.0
ENSG00000168078,0.5193218780906043,462.7683644551814,0.0,0.0,1.0
ENSG00000159388,0.6488504266415526,462.70690037554687,0.0,0.0,8.0
ENSG00000075624,0.6685319108300497,462.10626530515395,0.0,0.0,8.0
ENSG00000189377,0.664968997030718,457.64368665384796,0.0,0.0,7.0
ENSG00000170345,0.6684450741170922,457.1725901441327,0.0,0.0,8.0
ENSG00000117724,0.4292508675170585,454.460457687795,0.0,0.0,1.0
ENSG00000131747,0.5465376800043809,453.4732847174364,0.0,0.0,1.0
ENSG00000197168,0.3658396707244051,452.2004257813063,0.0,0.0,2.0
ENSG00000160180,0.4421086380037133,451.7708819111978,0.0,0.0,9.0
ENSG00000154734,0.4160895351705208,450.27295879927425,0.0,0.0,19.0
ENSG00000115641,0.5979023148499347,449.9808538510147,0.0,0.0,6.0
ENSG00000114279,0.4130360417912238,448.9964845413679,0.0,0.0,12.0
ENSG00000109472,0.5345789923347969,448.07232341814716,0.0,0.0,5.0
ENSG00000204936,0.45490723073603395,447.21117573870737,0.0,0.0,5.0
ENSG00000196352,0.5408771535307455,445.37373610010616,0.0,0.0,6.0
ENSG00000189143,0.6004895306903764,441.14323297194704,0.0,0.0,4.0
ENSG00000165434,0.38040259081496525,440.99071388067375,0.0,0.0,2.0
ENSG00000135111,0.4254043959259482,440.9896448044509,0.0,0.0,2.0
ENSG00000158715,0.5370735718488792,440.12846539439676,0.0,0.0,5.0
ENSG00000117472,0.543875771399206,438.5559281057516,0.0,0.0,5.0
ENSG00000171223,0.7199020062528747,437.09453877213815,0.0,0.0,8.0
ENSG00000182718,0.6447955667598871,434.645559164798,0.0,0.0,4.0
ENSG00000171346,0.6366188010664061,434.18122473635583,0.0,0.0,6.0
ENSG00000206075,0.5457308692002955,433.0961090899734,0.0,0.0,6.0
ENSG00000185112,0.34627278034999426,430.2001185384234,0.0,0.0,2.0
ENSG00000117632,0.6013589320989102,429.0048404250703,0.0,0.0,1.0
ENSG00000128045,0.2964399226912878,428.9477102703055,0.0,0.0,11.0
ENSG00000102172,0.49792288255673606,428.7800451162285,0.0,0.0,9.0
ENSG00000214274,0.3770546760096827,428.72537227697217,0.0,0.0,2.0
ENSG00000013588,0.6331698048405227,428.6026200228927,0.0,0.0,4.0
ENSG00000166823,0.5157513750804494,428.489668320034,0.0,0.0,9.0
ENSG00000183579,0.37504583430649335,427.1567371523818,0.0,0.0,2.0
