"",cancer_cell_module_1,cancer_cell_module_2,cancer_cell_module_3,cancer_cell_module_4,cancer_cell_module_5,cancer_cell_module_6,cancer_cell_module_7,cancer_cell_module_8,cancer_cell_module_9,cancer_cell_module_10,cancer_cell_module_11,cancer_cell_module_12,cancer_cell_module_13,cancer_cell_module_14,cancer_cell_module_15,cancer_cell_module_16,cancer_cell_module_17,cancer_cell_module_18,cancer_cell_module_19,cancer_cell_module_20,cancer_cell_module_21,cancer_cell_module_22,cancer_cell_module_23,cancer_cell_module_24,cancer_cell_module_25,cancer_cell_module_26,cancer_cell_module_27,cancer_cell_module_28
cancer_state_20_0.8,0.175306234646656,8.58569414356349,-0.329133848401953,-0.196493377625392,0.203325758878515,-0.511414763861558,-0.332834199492518,-0.406139148363929,-0.555274769214565,-0.25953286623369,-0.382827391430629,-0.0091118164995238,-0.396812904740281,-0.799034289000007,-0.3130834165921,-0.540753273243928,-0.0847183017460928,-0.422535153045991,-0.0777739476886488,-0.0735762730967658,0.38412124605063,-0.302593833640618,0.0356902338764481,-0.388904270772682,1.25720060863125,-0.354520651098131,-0.0546090174933366,-0.154955710004128
cancer_state_2_0.1,-0.352618188621565,-0.107152171599404,-0.399287928977484,-0.320476466282264,-0.0362850715576588,-0.0661479223305109,-0.338789778951134,1.83734209648322,-0.284933856790013,1.6316919316495,-0.314418209012883,-0.129606459285688,-0.517666581964303,-0.130021429925184,0.644560825686729,-0.365853567399793,0.276387322030625,-0.405004786878132,-0.103369550042662,-0.160647947046917,-0.082958993680828,-0.301864169388398,0.0907479566810081,-0.500354358438951,0.041180964967922,-0.281438570429555,-0.263877049314202,-0.457603041244588
cancer_state_0_0.1,-0.405626822149263,-0.114381147461933,-0.39960695311951,-0.282658153085103,-0.525205706713415,-0.0556186112020545,-0.302619259500255,-0.52421872911338,-0.0113949130959312,-0.367739397745867,0.622513504356198,-0.133318833504906,-0.0377390519699408,1.20114754892463,-0.611104397993568,0.769939587362369,-0.340181664775165,1.12247195634631,-0.321920550234371,-0.159169822362732,-0.068642499869968,-0.150184230964744,-0.0332282047747781,0.126153037939718,-0.556918393393819,0.0807317985527709,-0.140559716905715,0.117198947733241
cancer_state_7_0.5,-0.233004876217243,-0.146466097714962,-0.246636729256006,-0.157583479579595,0.256958486832524,3.32058192754424,-0.0622624678054748,0.30289381063379,-0.400857401276746,-0.187606564134156,-0.35788052578428,-0.0283415154387899,0.556247323321876,-0.0839132253097464,-0.520399664787275,0.115568119307873,-0.234133875681006,-0.44180109696931,-0.0493642674938161,-0.0758554655394762,-0.0596481134210414,0.694267617886059,-0.0682786527041899,-0.355322819093664,-0.628903739188,-0.04239191169914,-0.069914355504568,0.0790277277469745
cancer_state_1_0.3,0.516720872024479,-0.058656041965495,-0.43351092003981,-0.31858083736514,1.81705765952407,-0.239605324334383,-0.431729227644364,-0.155624143405581,-0.619590130772087,-0.174486862123248,-0.545726252298377,-0.0905069171291304,-0.432192573764847,-0.764295424978947,-0.310819371906759,-0.611431415764244,-0.326341657284734,-0.583524147561946,-0.159739702619751,-0.177015397619061,-0.0787656507219518,-0.28835471418901,0.0484593131556888,-0.584624785342191,0.423736902270142,-0.4118915832575,-0.263085572035206,-0.503829686032863
cancer_state_5_0.2,-0.139445622299642,-0.0292345909897965,-0.467813204545511,-0.341508023388511,0.0873342759406478,-0.465359623783353,-0.500919702119855,-0.192298348956062,-0.881434861380216,-0.10679290067782,-0.79417949817711,-0.142674436651302,-0.618436343714303,-0.741330139155945,-0.704800671656252,-0.600188624810433,-0.204161043275711,-0.587903941815164,-0.264080477187209,-0.172803551165697,-0.0606017878321095,-0.250193098865934,-0.0913711938194949,-0.610052717461032,2.89936024109982,-0.359019886626971,-0.271103828869259,-0.417636457503685
cancer_state_4_0.9,3.64538321781664,-0.0253966746575659,-0.210240040562878,-0.113731220593524,1.79705310103019,-0.374477937801839,-0.182403828120211,-0.470111793006834,-0.059656871644573,-0.407839091510151,-0.384711672685184,0.486781826887565,-0.113790985093133,-0.813028085816406,0.369171648614004,-0.467513723293493,-0.462616464806679,-0.47142607552279,0.248081734258972,-0.0902566837737541,0.126621101573149,-0.155143933741657,0.157362437417144,-0.1043977885349,0.310080163022369,-0.272071446511139,0.043024612343486,-0.434592097809912
cancer_state_4_0.8,-0.37979198036388,-0.105509715768049,-0.342436798402735,-0.279689039864322,-0.544521455854587,-0.109017437834916,-0.18301119268538,-0.569278331403836,0.598652695948941,-0.412975913037995,1.57620426374128,-0.11316157587746,-0.018269635038262,0.893916140987899,-0.16220198998362,0.715121065261855,-0.377157796877763,0.893363694121421,-0.299109441720805,-0.170770846601545,-0.0932987082075048,-0.188447507398006,-0.069869516123023,0.577772800461981,-0.474175163297973,0.169763456269543,-0.119908040731363,0.0539589772457216
cancer_state_4_0.2,-0.467079227869565,-0.0753096168508323,-0.383273100594914,-0.326240282204366,-0.677740219379612,-0.361468875722593,-0.241115012990382,-0.695049629170291,0.753264567091406,-0.483501262049674,2.47995420030912,-0.103233707962752,-0.322947703900497,0.64799557384382,-0.476230279421702,-0.0724375902786774,-0.355668518927693,2.58428338223861,-0.350663533162205,-0.196272423768848,-0.0860204721208624,-0.341063164435441,0.196217524740019,-0.0270591392945645,-0.596765010381105,-0.159004259552366,-0.256972162385769,-0.0855329503691584
cancer_state_0_0.3,-0.357840654357078,-0.10375828397802,-0.406937825980122,-0.32134308276843,-0.022372740640813,-0.101331667455995,-0.356224512907264,1.68576634944436,-0.285441012813523,2.10688509329656,-0.25471451099832,-0.119932840550924,-0.516985765324076,-0.126921040169493,0.417775754925943,-0.401401114850757,0.186999969726505,-0.431949731688303,-0.134442159840095,-0.16447896873843,-0.0851250935366006,-0.290887159959739,0.130782563538088,-0.590634927040598,0.0651866858376848,-0.294147101113638,-0.269650987586393,-0.44027626511113
